Bid_value,Collusive_competitor,Consortium,Tender,Date,Winner,Number_bids,CV,SPD,DIFFP,RD,KURT,SKEW,KSTEST
1808624.1,1.0,2.0,156,962150400,0.0,7,0.0262,0.0604,0.0458,1.6245,-0.9662,-1.0935,0.4717
1820077.1,1.0,3.0,156,962150400,0.0,7,0.0262,0.0604,0.0458,1.6245,-0.9662,-1.0935,0.4717
1716386.4,1.0,1.0,156,962150400,1.0,7,0.0262,0.0604,0.0458,1.6245,-0.9662,-1.0935,0.4717
1808624.1,1.0,2.0,156,962150400,0.0,7,0.0262,0.0604,0.0458,1.6245,-0.9662,-1.0935,0.4717
1820077.1,1.0,3.0,156,962150400,0.0,7,0.0262,0.0604,0.0458,1.6245,-0.9662,-1.0935,0.4717
77006.1,1.0,0.0,157,962409600,0.0,6,0.0262,0.0744,0.0508,1.7824,3.6691,-1.8267,0.5162
78361.05,1.0,0.0,157,962409600,0.0,6,0.0262,0.0744,0.0508,1.7824,3.6691,-1.8267,0.5162
77696.8,1.0,0.0,157,962409600,0.0,6,0.0262,0.0744,0.0508,1.7824,3.6691,-1.8267,0.5162
78448.15,1.0,0.0,157,962409600,0.0,6,0.0262,0.0744,0.0508,1.7824,3.6691,-1.8267,0.5162
73015.05,1.0,0.0,157,962409600,1.0,6,0.0262,0.0744,0.0508,1.7824,3.6691,-1.8267,0.5162
76725.0,1.0,0.0,157,962409600,0.0,6,0.0262,0.0744,0.0508,1.7824,3.6691,-1.8267,0.5162
689038.45,1.0,0.0,158,963532800,0.0,6,0.0329,0.0934,0.0479,1.4799,1.624,-1.2555,0.396
705337.6,1.0,1.0,158,963532800,0.0,6,0.0329,0.0934,0.0479,1.4799,1.624,-1.2555,0.396
676001.9,1.0,0.0,158,963532800,0.0,6,0.0329,0.0934,0.0479,1.4799,1.624,-1.2555,0.396
689682.4,1.0,0.0,158,963532800,0.0,6,0.0329,0.0934,0.0479,1.4799,1.624,-1.2555,0.396
645112.9,1.0,0.0,158,963532800,1.0,6,0.0329,0.0934,0.0479,1.4799,1.624,-1.2555,0.396
705337.6,1.0,1.0,158,963532800,0.0,6,0.0329,0.0934,0.0479,1.4799,1.624,-1.2555,0.396
1977838.75,1.0,0.0,159,964137600,0.0,10,0.0315,0.0832,0.0521,1.7353,-1.8742,-0.2075,0.4
1980786.4,1.0,0.0,159,964137600,0.0,10,0.0315,0.0832,0.0521,1.7353,-1.8742,-0.2075,0.4
1997609.6,1.0,0.0,159,964137600,0.0,10,0.0315,0.0832,0.0521,1.7353,-1.8742,-0.2075,0.4
1879926.7,1.0,1.0,159,964137600,1.0,10,0.0315,0.0832,0.0521,1.7353,-1.8742,-0.2075,0.4
1988103.9,1.0,2.0,159,964137600,0.0,10,0.0315,0.0832,0.0521,1.7353,-1.8742,-0.2075,0.4
1879926.7,1.0,1.0,159,964137600,1.0,10,0.0315,0.0832,0.0521,1.7353,-1.8742,-0.2075,0.4
1879926.7,1.0,1.0,159,964137600,1.0,10,0.0315,0.0832,0.0521,1.7353,-1.8742,-0.2075,0.4
1879926.7,1.0,1.0,159,964137600,1.0,10,0.0315,0.0832,0.0521,1.7353,-1.8742,-0.2075,0.4
2036305.85,1.0,0.0,159,964137600,0.0,10,0.0315,0.0832,0.0521,1.7353,-1.8742,-0.2075,0.4
1988103.9,1.0,2.0,159,964137600,0.0,10,0.0315,0.0832,0.0521,1.7353,-1.8742,-0.2075,0.4
883930.6,1.0,0.0,160,968976000,0.0,10,0.0206,0.071,0.0134,0.6639,0.7652,-1.0649,0.3856
884585.25,1.0,0.0,160,968976000,0.0,10,0.0206,0.071,0.0134,0.6639,0.7652,-1.0649,0.3856
860080.65,1.0,0.0,160,968976000,0.0,10,0.0206,0.071,0.0134,0.6639,0.7652,-1.0649,0.3856
848670.6,1.0,0.0,160,968976000,1.0,10,0.0206,0.071,0.0134,0.6639,0.7652,-1.0649,0.3856
897501.35,1.0,1.0,160,968976000,0.0,10,0.0206,0.071,0.0134,0.6639,0.7652,-1.0649,0.3856
897262.75,1.0,0.0,160,968976000,0.0,10,0.0206,0.071,0.0134,0.6639,0.7652,-1.0649,0.3856
886969.6,1.0,0.0,160,968976000,0.0,10,0.0206,0.071,0.0134,0.6639,0.7652,-1.0649,0.3856
887119.0,1.0,0.0,160,968976000,0.0,10,0.0206,0.071,0.0134,0.6639,0.7652,-1.0649,0.3856
908884.55,1.0,0.0,160,968976000,0.0,10,0.0206,0.071,0.0134,0.6639,0.7652,-1.0649,0.3856
897501.35,1.0,1.0,160,968976000,0.0,10,0.0206,0.071,0.0134,0.6639,0.7652,-1.0649,0.3856
1713160.3,1.0,0.0,161,970185600,0.0,10,0.0364,0.1176,0.0324,1.1912,-0.7057,0.2597,0.2
1688185.4,1.0,0.0,161,970185600,0.0,10,0.0364,0.1176,0.0324,1.1912,-0.7057,0.2597,0.2
1764688.8,1.0,2.0,161,970185600,0.0,10,0.0364,0.1176,0.0324,1.1912,-0.7057,0.2597,0.2
1739203.3,1.0,0.0,161,970185600,0.0,10,0.0364,0.1176,0.0324,1.1912,-0.7057,0.2597,0.2
1827646.2,1.0,3.0,161,970185600,0.0,10,0.0364,0.1176,0.0324,1.1912,-0.7057,0.2597,0.2
1688648.2,1.0,1.0,161,970185600,0.0,10,0.0364,0.1176,0.0324,1.1912,-0.7057,0.2597,0.2
1635264.2,1.0,0.0,161,970185600,1.0,10,0.0364,0.1176,0.0324,1.1912,-0.7057,0.2597,0.2
1688648.2,1.0,1.0,161,970185600,0.0,10,0.0364,0.1176,0.0324,1.1912,-0.7057,0.2597,0.2
1764688.8,1.0,2.0,161,970185600,0.0,10,0.0364,0.1176,0.0324,1.1912,-0.7057,0.2597,0.2
1827646.2,1.0,3.0,161,970185600,0.0,10,0.0364,0.1176,0.0324,1.1912,-0.7057,0.2597,0.2
998255.75,1.0,0.0,162,974073600,1.0,10,0.0215,0.0909,0.0451,2.2585,4.6495,-1.4361,0.3968
1050907.65,1.0,0.0,162,974073600,0.0,10,0.0215,0.0909,0.0451,2.2585,4.6495,-1.4361,0.3968
1058356.85,1.0,0.0,162,974073600,0.0,10,0.0215,0.0909,0.0451,2.2585,4.6495,-1.4361,0.3968
1056766.9,1.0,1.0,162,974073600,0.0,10,0.0215,0.0909,0.0451,2.2585,4.6495,-1.4361,0.3968
1057035.15,1.0,0.0,162,974073600,0.0,10,0.0215,0.0909,0.0451,2.2585,4.6495,-1.4361,0.3968
1063971.6,1.0,0.0,162,974073600,0.0,10,0.0215,0.0909,0.0451,2.2585,4.6495,-1.4361,0.3968
1057745.15,1.0,0.0,162,974073600,0.0,10,0.0215,0.0909,0.0451,2.2585,4.6495,-1.4361,0.3968
1043312.2,1.0,0.0,162,974073600,0.0,10,0.0215,0.0909,0.0451,2.2585,4.6495,-1.4361,0.3968
1088952.4,1.0,0.0,162,974073600,0.0,10,0.0215,0.0909,0.0451,2.2585,4.6495,-1.4361,0.3968
1056766.9,1.0,1.0,162,974073600,0.0,10,0.0215,0.0909,0.0451,2.2585,4.6495,-1.4361,0.3968
257852.75,1.0,0.0,163,976147200,0.0,10,0.0238,0.0929,0.0417,1.8285,2.4704,-0.8345,0.3618
245067.75,1.0,0.0,163,976147200,1.0,10,0.0238,0.0929,0.0417,1.8285,2.4704,-0.8345,0.3618
258870.75,1.0,0.0,163,976147200,0.0,10,0.0238,0.0929,0.0417,1.8285,2.4704,-0.8345,0.3618
260329.5,1.0,0.0,163,976147200,0.0,10,0.0238,0.0929,0.0417,1.8285,2.4704,-0.8345,0.3618
259175.0,1.0,0.0,163,976147200,0.0,10,0.0238,0.0929,0.0417,1.8285,2.4704,-0.8345,0.3618
258046.2,1.0,0.0,163,976147200,0.0,10,0.0238,0.0929,0.0417,1.8285,2.4704,-0.8345,0.3618
266239.9,1.0,0.0,163,976147200,0.0,10,0.0238,0.0929,0.0417,1.8285,2.4704,-0.8345,0.3618
255282.4,1.0,0.0,163,976147200,0.0,10,0.0238,0.0929,0.0417,1.8285,2.4704,-0.8345,0.3618
267823.35,1.0,0.0,163,976147200,0.0,10,0.0238,0.0929,0.0417,1.8285,2.4704,-0.8345,0.3618
258543.95,1.0,0.0,163,976147200,0.0,10,0.0238,0.0929,0.0417,1.8285,2.4704,-0.8345,0.3618
2100173.2,1.0,0.0,164,976838400,0.0,7,0.0316,0.0668,0.0507,1.7132,-2.6568,-0.265,0.4286
1998749.35,1.0,1.0,164,976838400,1.0,7,0.0316,0.0668,0.0507,1.7132,-2.6568,-0.265,0.4286
2112871.1,1.0,0.0,164,976838400,0.0,7,0.0316,0.0668,0.0507,1.7132,-2.6568,-0.265,0.4286
2132212.5,1.0,2.0,164,976838400,0.0,7,0.0316,0.0668,0.0507,1.7132,-2.6568,-0.265,0.4286
1998749.35,1.0,1.0,164,976838400,1.0,7,0.0316,0.0668,0.0507,1.7132,-2.6568,-0.265,0.4286
1998749.35,1.0,1.0,164,976838400,1.0,7,0.0316,0.0668,0.0507,1.7132,-2.6568,-0.265,0.4286
2132212.5,1.0,2.0,164,976838400,0.0,7,0.0316,0.0668,0.0507,1.7132,-2.6568,-0.265,0.4286
840436.1,1.0,0.0,165,976838400,0.0,9,0.0336,0.1211,0.0513,1.6048,0.6999,-0.322,0.312
887701.7,1.0,0.0,165,976838400,0.0,9,0.0336,0.1211,0.0513,1.6048,0.6999,-0.322,0.312
843967.45,1.0,0.0,165,976838400,0.0,9,0.0336,0.1211,0.0513,1.6048,0.6999,-0.322,0.312
864212.9,1.0,1.0,165,976838400,0.0,9,0.0336,0.1211,0.0513,1.6048,0.6999,-0.322,0.312
896301.7,1.0,0.0,165,976838400,0.0,9,0.0336,0.1211,0.0513,1.6048,0.6999,-0.322,0.312
799458.15,1.0,0.0,165,976838400,1.0,9,0.0336,0.1211,0.0513,1.6048,0.6999,-0.322,0.312
843561.1,1.0,0.0,165,976838400,0.0,9,0.0336,0.1211,0.0513,1.6048,0.6999,-0.322,0.312
864212.9,1.0,1.0,165,976838400,0.0,9,0.0336,0.1211,0.0513,1.6048,0.6999,-0.322,0.312
844203.4,1.0,0.0,165,976838400,0.0,9,0.0336,0.1211,0.0513,1.6048,0.6999,-0.322,0.312
840293.1,1.0,0.0,166,976838400,0.0,9,0.0274,0.1121,0.0515,2.3417,2.9901,-0.1615,0.3483
888715.4,1.0,0.0,166,976838400,0.0,9,0.0274,0.1121,0.0515,2.3417,2.9901,-0.1615,0.3483
842683.35,1.0,0.0,166,976838400,0.0,9,0.0274,0.1121,0.0515,2.3417,2.9901,-0.1615,0.3483
843059.6,1.0,1.0,166,976838400,0.0,9,0.0274,0.1121,0.0515,2.3417,2.9901,-0.1615,0.3483
859399.1,1.0,0.0,166,976838400,0.0,9,0.0274,0.1121,0.0515,2.3417,2.9901,-0.1615,0.3483
840933.8,1.0,0.0,166,976838400,0.0,9,0.0274,0.1121,0.0515,2.3417,2.9901,-0.1615,0.3483
799148.55,1.0,0.0,166,976838400,1.0,9,0.0274,0.1121,0.0515,2.3417,2.9901,-0.1615,0.3483
843059.6,1.0,1.0,166,976838400,0.0,9,0.0274,0.1121,0.0515,2.3417,2.9901,-0.1615,0.3483
849462.3,1.0,0.0,166,976838400,0.0,9,0.0274,0.1121,0.0515,2.3417,2.9901,-0.1615,0.3483
836401.3,1.0,0.0,167,982195200,0.0,5,0.0267,0.0727,0.0533,1.8872,3.8183,-1.8254,0.5338
821310.8,1.0,0.0,167,982195200,0.0,5,0.0267,0.0727,0.0533,1.8872,3.8183,-1.8254,0.5338
826153.0,1.0,0.0,167,982195200,0.0,5,0.0267,0.0727,0.0533,1.8872,3.8183,-1.8254,0.5338
823388.55,1.0,0.0,167,982195200,0.0,5,0.0267,0.0727,0.0533,1.8872,3.8183,-1.8254,0.5338
779720.2,1.0,0.0,167,982195200,1.0,5,0.0267,0.0727,0.0533,1.8872,3.8183,-1.8254,0.5338
199888.5,1.0,0.0,168,982627200,1.0,11,0.0474,0.1743,0.052,1.1854,0.6109,0.7059,0.24
211197.3,1.0,0.0,168,982627200,0.0,11,0.0474,0.1743,0.052,1.1854,0.6109,0.7059,0.24
216359.4,1.0,0.0,168,982627200,0.0,11,0.0474,0.1743,0.052,1.1854,0.6109,0.7059,0.24
234734.8,1.0,0.0,168,982627200,0.0,11,0.0474,0.1743,0.052,1.1854,0.6109,0.7059,0.24
214301.55,1.0,0.0,168,982627200,0.0,11,0.0474,0.1743,0.052,1.1854,0.6109,0.7059,0.24
234385.1,1.0,0.0,168,982627200,0.0,11,0.0474,0.1743,0.052,1.1854,0.6109,0.7059,0.24
216867.8,1.0,0.0,168,982627200,0.0,11,0.0474,0.1743,0.052,1.1854,0.6109,0.7059,0.24
213793.65,1.0,0.0,168,982627200,0.0,11,0.0474,0.1743,0.052,1.1854,0.6109,0.7059,0.24
220273.35,1.0,0.0,168,982627200,0.0,11,0.0474,0.1743,0.052,1.1854,0.6109,0.7059,0.24
210815.3,1.0,0.0,168,982627200,0.0,11,0.0474,0.1743,0.052,1.1854,0.6109,0.7059,0.24
210290.75,1.0,0.0,168,982627200,0.0,11,0.0474,0.1743,0.052,1.1854,0.6109,0.7059,0.24
136873.65,1.0,0.0,169,983404800,0.0,5,0.0292,0.0799,0.0564,1.839,3.3618,-1.691,0.5057
138217.6,1.0,0.0,169,983404800,0.0,5,0.0292,0.0799,0.0564,1.839,3.3618,-1.691,0.5057
136754.2,1.0,0.0,169,983404800,0.0,5,0.0292,0.0799,0.0564,1.839,3.3618,-1.691,0.5057
129453.55,1.0,0.0,169,983404800,1.0,5,0.0292,0.0799,0.0564,1.839,3.3618,-1.691,0.5057
139799.3,1.0,0.0,169,983404800,0.0,5,0.0292,0.0799,0.0564,1.839,3.3618,-1.691,0.5057
841172.7,1.0,0.0,170,983404800,0.0,7,0.02,0.063,0.051,2.3673,6.1348,-2.4007,0.6664
840156.95,1.0,0.0,170,983404800,0.0,7,0.02,0.063,0.051,2.3673,6.1348,-2.4007,0.6664
849759.15,1.0,0.0,170,983404800,0.0,7,0.02,0.063,0.051,2.3673,6.1348,-2.4007,0.6664
840986.0,1.0,0.0,170,983404800,0.0,7,0.02,0.063,0.051,2.3673,6.1348,-2.4007,0.6664
844444.8,1.0,0.0,170,983404800,0.0,7,0.02,0.063,0.051,2.3673,6.1348,-2.4007,0.6664
799408.8,1.0,0.0,170,983404800,1.0,7,0.02,0.063,0.051,2.3673,6.1348,-2.4007,0.6664
840211.8,1.0,0.0,170,983404800,0.0,7,0.02,0.063,0.051,2.3673,6.1348,-2.4007,0.6664
307665.0,1.0,0.0,171,983404800,0.0,9,0.0241,0.0882,0.0546,2.2084,4.1336,-1.5841,0.5072
289804.45,1.0,0.0,171,983404800,1.0,9,0.0241,0.0882,0.0546,2.2084,4.1336,-1.5841,0.5072
308343.95,1.0,0.0,171,983404800,0.0,9,0.0241,0.0882,0.0546,2.2084,4.1336,-1.5841,0.5072
307709.1,1.0,0.0,171,983404800,0.0,9,0.0241,0.0882,0.0546,2.2084,4.1336,-1.5841,0.5072
305616.3,1.0,0.0,171,983404800,0.0,9,0.0241,0.0882,0.0546,2.2084,4.1336,-1.5841,0.5072
315151.8,1.0,0.0,171,983404800,0.0,9,0.0241,0.0882,0.0546,2.2084,4.1336,-1.5841,0.5072
306385.6,1.0,0.0,171,983404800,0.0,9,0.0241,0.0882,0.0546,2.2084,4.1336,-1.5841,0.5072
315376.15,1.0,0.0,171,983404800,0.0,9,0.0241,0.0882,0.0546,2.2084,4.1336,-1.5841,0.5072
307149.6,1.0,0.0,171,983404800,0.0,9,0.0241,0.0882,0.0546,2.2084,4.1336,-1.5841,0.5072
68347.5,1.0,0.0,172,983404800,0.0,7,0.0245,0.0744,0.0368,1.4281,2.146,-1.4545,0.4058
68530.45,1.0,0.0,172,983404800,0.0,7,0.0245,0.0744,0.0368,1.4281,2.146,-1.4545,0.4058
65004.4,1.0,0.0,172,983404800,1.0,7,0.0245,0.0744,0.0368,1.4281,2.146,-1.4545,0.4058
69554.8,1.0,0.0,172,983404800,0.0,7,0.0245,0.0744,0.0368,1.4281,2.146,-1.4545,0.4058
69364.35,1.0,0.0,172,983404800,0.0,7,0.0245,0.0744,0.0368,1.4281,2.146,-1.4545,0.4058
67395.25,1.0,0.0,172,983404800,0.0,7,0.0245,0.0744,0.0368,1.4281,2.146,-1.4545,0.4058
69838.85,1.0,0.0,172,983404800,0.0,7,0.0245,0.0744,0.0368,1.4281,2.146,-1.4545,0.4058
121060.75,1.0,0.0,173,985564800,1.0,2,0.0297,0.0429,0.0429,1.4142,0.0,0.0,0.5
126252.45,1.0,0.0,173,985564800,0.0,2,0.0297,0.0429,0.0429,1.4142,0.0,0.0,0.5
3999685.7,1.0,0.0,174,985910400,1.0,6,0.029,0.0799,0.0681,2.0675,5.39,-2.2902,0.6857
4300831.2,1.0,0.0,174,985910400,0.0,6,0.029,0.0799,0.0681,2.0675,5.39,-2.2902,0.6857
4272139.65,1.0,1.0,174,985910400,0.0,6,0.029,0.0799,0.0681,2.0675,5.39,-2.2902,0.6857
4319343.74,1.0,0.0,174,985910400,0.0,6,0.029,0.0799,0.0681,2.0675,5.39,-2.2902,0.6857
4272139.65,1.0,1.0,174,985910400,0.0,6,0.029,0.0799,0.0681,2.0675,5.39,-2.2902,0.6857
4318816.5,1.0,0.0,174,985910400,0.0,6,0.029,0.0799,0.0681,2.0675,5.39,-2.2902,0.6857
3194426.25,1.0,1.0,175,987724800,1.0,7,0.0366,0.1072,0.052,1.6325,-0.4241,-0.2298,0.2857
3360606.25,1.0,0.0,175,987724800,0.0,7,0.0366,0.1072,0.052,1.6325,-0.4241,-0.2298,0.2857
3536725.9,1.0,0.0,175,987724800,0.0,7,0.0366,0.1072,0.052,1.6325,-0.4241,-0.2298,0.2857
3393402.7,1.0,0.0,175,987724800,0.0,7,0.0366,0.1072,0.052,1.6325,-0.4241,-0.2298,0.2857
3413480.9,1.0,0.0,175,987724800,0.0,7,0.0366,0.1072,0.052,1.6325,-0.4241,-0.2298,0.2857
3194426.25,1.0,1.0,175,987724800,1.0,7,0.0366,0.1072,0.052,1.6325,-0.4241,-0.2298,0.2857
3387807.5,1.0,0.0,175,987724800,0.0,7,0.0366,0.1072,0.052,1.6325,-0.4241,-0.2298,0.2857
766686.6,1.0,0.0,176,988761600,0.0,7,0.0253,0.081,0.0404,1.5608,2.7252,-1.5521,0.3784
747448.8,1.0,0.0,176,988761600,0.0,7,0.0253,0.081,0.0404,1.5608,2.7252,-1.5521,0.3784
757102.65,1.0,0.0,176,988761600,0.0,7,0.0253,0.081,0.0404,1.5608,2.7252,-1.5521,0.3784
718454.9,1.0,0.0,176,988761600,1.0,7,0.0253,0.081,0.0404,1.5608,2.7252,-1.5521,0.3784
765615.95,1.0,0.0,176,988761600,0.0,7,0.0253,0.081,0.0404,1.5608,2.7252,-1.5521,0.3784
764773.45,1.0,0.0,176,988761600,0.0,7,0.0253,0.081,0.0404,1.5608,2.7252,-1.5521,0.3784
776644.95,1.0,0.0,176,988761600,0.0,7,0.0253,0.081,0.0404,1.5608,2.7252,-1.5521,0.3784
534601.8,1.0,0.0,177,989971200,0.0,4,0.0526,0.1372,0.0658,1.5586,1.2605,-0.1935,0.25
495569.25,1.0,0.0,177,989971200,1.0,4,0.0526,0.1372,0.0658,1.5586,1.2605,-0.1935,0.25
563558.15,1.0,0.0,177,989971200,0.0,4,0.0526,0.1372,0.0658,1.5586,1.2605,-0.1935,0.25
528194.3,1.0,0.0,177,989971200,0.0,4,0.0526,0.1372,0.0658,1.5586,1.2605,-0.1935,0.25
1875091.4,1.0,4.0,178,993168000,0.0,8,0.0259,0.0627,0.0515,1.8033,-0.1448,-1.3335,0.5706
1764424.8,1.0,1.0,178,993168000,1.0,8,0.0259,0.0627,0.0515,1.8033,-0.1448,-1.3335,0.5706
1855239.2,1.0,2.0,178,993168000,0.0,8,0.0259,0.0627,0.0515,1.8033,-0.1448,-1.3335,0.5706
1867494.85,1.0,3.0,178,993168000,0.0,8,0.0259,0.0627,0.0515,1.8033,-0.1448,-1.3335,0.5706
1764424.8,1.0,1.0,178,993168000,1.0,8,0.0259,0.0627,0.0515,1.8033,-0.1448,-1.3335,0.5706
1855239.2,1.0,2.0,178,993168000,0.0,8,0.0259,0.0627,0.0515,1.8033,-0.1448,-1.3335,0.5706
1867494.85,1.0,3.0,178,993168000,0.0,8,0.0259,0.0627,0.0515,1.8033,-0.1448,-1.3335,0.5706
1875091.4,1.0,4.0,178,993168000,0.0,8,0.0259,0.0627,0.0515,1.8033,-0.1448,-1.3335,0.5706
3599335.15,1.0,3.0,179,994377600,0.0,8,0.0255,0.0612,0.0504,1.7731,-0.1535,-1.3336,0.574
3570991.15,1.0,2.0,179,994377600,0.0,8,0.0255,0.0612,0.0504,1.7731,-0.1535,-1.3336,0.574
3399637.05,1.0,1.0,179,994377600,1.0,8,0.0255,0.0612,0.0504,1.7731,-0.1535,-1.3336,0.574
3607580.5,1.0,4.0,179,994377600,0.0,8,0.0255,0.0612,0.0504,1.7731,-0.1535,-1.3336,0.574
3399637.05,1.0,1.0,179,994377600,1.0,8,0.0255,0.0612,0.0504,1.7731,-0.1535,-1.3336,0.574
3570991.15,1.0,2.0,179,994377600,0.0,8,0.0255,0.0612,0.0504,1.7731,-0.1535,-1.3336,0.574
3599335.15,1.0,3.0,179,994377600,0.0,8,0.0255,0.0612,0.0504,1.7731,-0.1535,-1.3336,0.574
3607580.5,1.0,4.0,179,994377600,0.0,8,0.0255,0.0612,0.0504,1.7731,-0.1535,-1.3336,0.574
716139.35,1.0,0.0,180,997315200,0.0,6,0.0297,0.0978,0.051,2.036,2.4917,-0.607,0.3554
715040.75,1.0,0.0,180,997315200,0.0,6,0.0297,0.0978,0.051,2.036,2.4917,-0.607,0.3554
721673.2,1.0,0.0,180,997315200,0.0,6,0.0297,0.0978,0.051,2.036,2.4917,-0.607,0.3554
680311.75,1.0,0.0,180,997315200,1.0,6,0.0297,0.0978,0.051,2.036,2.4917,-0.607,0.3554
719171.5,1.0,0.0,180,997315200,0.0,6,0.0297,0.0978,0.051,2.036,2.4917,-0.607,0.3554
746833.3,1.0,0.0,180,997315200,0.0,6,0.0297,0.0978,0.051,2.036,2.4917,-0.607,0.3554
1060641.2,1.0,0.0,181,1002499200,0.0,7,0.0338,0.0972,0.0564,1.8453,-0.537,-0.4643,0.2943
1056356.55,1.0,0.0,181,1002499200,0.0,7,0.0338,0.0972,0.0564,1.8453,-0.537,-0.4643,0.2943
1059858.9,1.0,0.0,181,1002499200,0.0,7,0.0338,0.0972,0.0564,1.8453,-0.537,-0.4643,0.2943
999980.6,1.0,1.0,181,1002499200,1.0,7,0.0338,0.0972,0.0564,1.8453,-0.537,-0.4643,0.2943
1097176.2,1.0,0.0,181,1002499200,0.0,7,0.0338,0.0972,0.0564,1.8453,-0.537,-0.4643,0.2943
999980.6,1.0,1.0,181,1002499200,1.0,7,0.0338,0.0972,0.0564,1.8453,-0.537,-0.4643,0.2943
1059439.8,1.0,0.0,181,1002499200,0.0,7,0.0338,0.0972,0.0564,1.8453,-0.537,-0.4643,0.2943
1264261.25,1.0,0.0,182,1003449600,0.0,4,0.0268,0.0635,0.0449,1.5788,2.68,-1.5562,0.457
1273678.4,1.0,0.0,182,1003449600,0.0,4,0.0268,0.0635,0.0449,1.5788,2.68,-1.5562,0.457
1286770.65,1.0,0.0,182,1003449600,0.0,4,0.0268,0.0635,0.0449,1.5788,2.68,-1.5562,0.457
1209959.3,1.0,0.0,182,1003449600,1.0,4,0.0268,0.0635,0.0449,1.5788,2.68,-1.5562,0.457
1695776.0,1.0,0.0,183,1005868800,1.0,9,0.0193,0.0641,0.0517,2.4244,7.8597,-2.7557,0.6951
1783469.45,1.0,0.0,183,1005868800,0.0,9,0.0193,0.0641,0.0517,2.4244,7.8597,-2.7557,0.6951
1799566.95,1.0,0.0,183,1005868800,0.0,9,0.0193,0.0641,0.0517,2.4244,7.8597,-2.7557,0.6951
1804547.75,1.0,0.0,183,1005868800,0.0,9,0.0193,0.0641,0.0517,2.4244,7.8597,-2.7557,0.6951
1799774.65,1.0,0.0,183,1005868800,0.0,9,0.0193,0.0641,0.0517,2.4244,7.8597,-2.7557,0.6951
1786728.65,1.0,0.0,183,1005868800,0.0,9,0.0193,0.0641,0.0517,2.4244,7.8597,-2.7557,0.6951
1802275.25,1.0,0.0,183,1005868800,0.0,9,0.0193,0.0641,0.0517,2.4244,7.8597,-2.7557,0.6951
1797096.45,1.0,0.0,183,1005868800,0.0,9,0.0193,0.0641,0.0517,2.4244,7.8597,-2.7557,0.6951
1803305.5,1.0,0.0,183,1005868800,0.0,9,0.0193,0.0641,0.0517,2.4244,7.8597,-2.7557,0.6951
3809879.3,1.0,3.0,184,1005868800,0.0,8,0.0268,0.0674,0.04,1.8257,-1.0061,-0.6215,0.375
3663285.05,1.0,2.0,184,1005868800,1.0,8,0.0268,0.0674,0.04,1.8257,-1.0061,-0.6215,0.375
3809879.3,1.0,3.0,184,1005868800,0.0,8,0.0268,0.0674,0.04,1.8257,-1.0061,-0.6215,0.375
3910167.85,1.0,1.0,184,1005868800,0.0,8,0.0268,0.0674,0.04,1.8257,-1.0061,-0.6215,0.375
3910167.85,1.0,1.0,184,1005868800,0.0,8,0.0268,0.0674,0.04,1.8257,-1.0061,-0.6215,0.375
3663285.05,1.0,2.0,184,1005868800,1.0,8,0.0268,0.0674,0.04,1.8257,-1.0061,-0.6215,0.375
3910167.85,1.0,1.0,184,1005868800,0.0,8,0.0268,0.0674,0.04,1.8257,-1.0061,-0.6215,0.375
3809879.3,1.0,3.0,184,1005868800,0.0,8,0.0268,0.0674,0.04,1.8257,-1.0061,-0.6215,0.375
3758597.1,1.0,3.0,185,1005868800,1.0,7,0.0252,0.0562,0.0352,1.8257,-2.2322,0.0354,0.4286
3969864.35,1.0,2.0,185,1005868800,0.0,7,0.0252,0.0562,0.0352,1.8257,-2.2322,0.0354,0.4286
3758597.1,1.0,3.0,185,1005868800,1.0,7,0.0252,0.0562,0.0352,1.8257,-2.2322,0.0354,0.4286
3890799.85,1.0,1.0,185,1005868800,0.0,7,0.0252,0.0562,0.0352,1.8257,-2.2322,0.0354,0.4286
3890799.85,1.0,1.0,185,1005868800,0.0,7,0.0252,0.0562,0.0352,1.8257,-2.2322,0.0354,0.4286
3969864.35,1.0,2.0,185,1005868800,0.0,7,0.0252,0.0562,0.0352,1.8257,-2.2322,0.0354,0.4286
3758597.1,1.0,3.0,185,1005868800,1.0,7,0.0252,0.0562,0.0352,1.8257,-2.2322,0.0354,0.4286
3829989.7,1.0,4.0,186,1005868800,0.0,10,0.0235,0.0599,0.0349,1.5848,-1.4066,-0.4896,0.3
3829989.7,1.0,4.0,186,1005868800,0.0,10,0.0235,0.0599,0.0349,1.5848,-1.4066,-0.4896,0.3
3700702.95,1.0,2.0,186,1005868800,1.0,10,0.0235,0.0599,0.0349,1.5848,-1.4066,-0.4896,0.3
3700702.95,1.0,2.0,186,1005868800,1.0,10,0.0235,0.0599,0.0349,1.5848,-1.4066,-0.4896,0.3
3922396.6,1.0,3.0,186,1005868800,0.0,10,0.0235,0.0599,0.0349,1.5848,-1.4066,-0.4896,0.3
3700702.95,1.0,2.0,186,1005868800,1.0,10,0.0235,0.0599,0.0349,1.5848,-1.4066,-0.4896,0.3
3829989.7,1.0,4.0,186,1005868800,0.0,10,0.0235,0.0599,0.0349,1.5848,-1.4066,-0.4896,0.3
3885113.2,1.0,1.0,186,1005868800,0.0,10,0.0235,0.0599,0.0349,1.5848,-1.4066,-0.4896,0.3
3922396.6,1.0,3.0,186,1005868800,0.0,10,0.0235,0.0599,0.0349,1.5848,-1.4066,-0.4896,0.3
