Tender,Date,Competitors,Bid_value_without_inflation,Winner,Bid_value,Bid_value_inflation_raw_milk_price_adjusted_bid,Collusive_competitor,only_cartels_bidding_on_contract,Number_bids,CV,SPD,DIFFP,RD,KURT,SKEW,KSTEST,Collusive_competitor_original
2098,1986,109,0.1115,1,0.0823662530162013,0.0123662530162012,0,0,2,0.0974,0.148,0.0,0.0,0.0,0.0,0.5,0
2504,1987,109,0.1115,1,0.0804256142712891,0.0103256142712891,0,0,3,0.0904,0.1955,0.1381,0.0,0.0,-1.1184,0.3731,0
2504,1987,73,0.1269,0,0.0915337260181757,0.0214337260181757,0,0,3,0.0904,0.1955,0.1381,0.0,0.0,-1.1184,0.3731,0
2504,1987,104,0.1333,0,0.0961500841467519,0.0260500841467519,0,0,3,0.0904,0.1955,0.1381,0.0,0.0,-1.1184,0.3731,0
2919,1988,104,0.1343,0,0.0943004259501966,0.0277004259501965,0,0,2,0.0986,0.1498,0.1498,0.0,0.0,0.0,0.5,0
2919,1988,109,0.1168,1,0.0820125819134993,0.0154125819134993,0,0,2,0.0986,0.1498,0.1498,0.0,0.0,0.0,0.5,0
3313,1989,109,0.1249,1,0.0842362549173878,0.0134362549173878,0,0,2,0.0836,0.1257,0.0,0.0,0.0,0.0,0.5,0
3313,1989,104,0.1406,0,0.0948247993705743,0.0240247993705743,0,0,2,0.0836,0.1257,0.0,0.0,0.0,0.0,0.5,0
3318,1989,87,0.144,1,0.097117859952793,0.026317859952793,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3671,1990,87,0.1939999999999999,1,0.1262885783718104,0.0465885783718104,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
196,1980,106,0.1203,1,0.1203,0.0485,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
467,1981,106,0.1249,1,0.1134155508474576,0.0365155508474576,0,0,1,0.0,0.0,0.0,-3.9156,0.0,0.0,0.0,0
748,1982,106,0.129,1,0.1093540348101265,0.0333540348101265,0,0,1,0.0,0.0,0.0,-6.095,0.0,0.0,0.0,0
1061,1983,106,0.133,1,0.1077372897372897,0.0313372897372897,0,0,1,0.0,0.0,0.0,-10.0177,0.0,0.0,0.0,0
1398,1984,106,0.1266,1,0.0990159854014598,0.0249159854014598,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1751,1985,106,0.1317,1,0.099518018335684,0.028718018335684,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2526,1987,106,0.1353,1,0.097592696061932,0.027492696061932,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2945,1988,40,0.1298,1,0.0911406946264744,0.0245406946264744,0,0,3,0.0562,0.1171,0.0,0.0,0.0,-1.0489,0.3575,0
2945,1988,92,0.145,0,0.1018135648754914,0.0352135648754914,0,0,3,0.0562,0.1171,0.0,0.0,0.0,-1.0489,0.3575,0
2945,1988,104,0.1403,0,0.0985134010484928,0.0319134010484927,0,0,3,0.0562,0.1171,0.0,0.0,0.0,-1.0489,0.3575,0
3341,1989,40,0.1388,1,0.0936108261211644,0.0228108261211644,0,0,3,0.0636,0.134,0.0,0.0,0.0,0.6568,0.3333,0
3341,1989,92,0.1574,0,0.1061552163650668,0.0353552163650668,0,0,3,0.0636,0.134,0.0,0.0,0.0,0.6568,0.3333,0
3341,1989,104,0.146,0,0.098466719118804,0.027666719118804,0,0,3,0.0636,0.134,0.0,0.0,0.0,0.6568,0.3333,0
201,1980,92,0.126,1,0.126,0.0542,0,0,1,0.0,0.0,0.0,1.7653,0.0,0.0,0.0,0
472,1981,92,0.119,1,0.1080580508474576,0.0311580508474576,0,0,2,0.0176,0.0252,0.0,-0.1466,0.0,0.0,0.5,0
472,1981,47,0.122,0,0.1107822033898304,0.0338822033898304,0,0,2,0.0176,0.0252,0.0,-0.1466,0.0,0.0,0.5,0
753,1982,47,0.123,0,0.1042678006329113,0.0282678006329113,0,0,3,0.037,0.075,0.025,-1.3702,0.0,0.9352,0.3333,0
753,1982,92,0.12,1,0.1017246835443037,0.0257246835443037,0,0,3,0.037,0.075,0.025,-1.3702,0.0,0.9352,0.3333,0
753,1982,106,0.129,0,0.1093540348101265,0.0333540348101265,0,0,3,0.037,0.075,0.025,-1.3702,0.0,0.9352,0.3333,0
1066,1983,92,0.1265,1,0.1024719334719334,0.0260719334719334,0,0,3,0.0257,0.0514,0.0,1.969,0.0,1.0558,0.359,0
1066,1983,47,0.1285,0,0.1040920430920431,0.0276920430920431,0,0,3,0.0257,0.0514,0.0,1.969,0.0,1.0558,0.359,0
1066,1983,106,0.133,0,0.1077372897372897,0.0313372897372897,0,0,3,0.0257,0.0514,0.0,1.969,0.0,1.0558,0.359,0
1403,1984,92,0.1265,1,0.0989377737226277,0.0248377737226277,0,0,3,0.0886,0.1858,0.0,0.0,0.0,1.1546,0.3816,0
1403,1984,84,0.15,0,0.1173175182481751,0.0432175182481751,0,0,3,0.0886,0.1858,0.0,0.0,0.0,1.1546,0.3816,0
1403,1984,106,0.1332,0,0.1041779562043795,0.0300779562043795,0,0,3,0.0886,0.1858,0.0,0.0,0.0,1.1546,0.3816,0
1756,1985,92,0.119,1,0.0899213681241184,0.0191213681241184,0,0,2,0.0716,0.1067,0.0,0.0,0.0,0.0,0.5,0
1756,1985,106,0.1317,0,0.099518018335684,0.028718018335684,0,0,2,0.0716,0.1067,0.0,0.0,0.0,0.0,0.5,0
2125,1986,92,0.12,1,0.0886452947259565,0.0186452947259565,0,0,3,0.0612,0.125,0.0,0.0,0.0,-1.3968,0.4467,0
2125,1986,47,0.135,0,0.0997259565667011,0.0297259565667011,0,0,3,0.0612,0.125,0.0,0.0,0.0,-1.3968,0.4467,0
2125,1986,106,0.1317,0,0.0972882109617373,0.0272882109617373,0,0,3,0.0612,0.125,0.0,0.0,0.0,-1.3968,0.4467,0
2533,1987,92,0.1346,1,0.0970877818916189,0.0269877818916189,0,0,2,0.0052,0.0074,0.0,0.0,0.0,0.0,0.5,0
2533,1987,106,0.1356,0,0.097809087849209,0.027709087849209,0,0,2,0.0052,0.0074,0.0,0.0,0.0,0.0,0.5,0
2955,1988,92,0.1207,1,0.0847510157273918,0.0181510157273918,0,0,2,0.092,0.1392,0.0,0.0,0.0,0.0,0.5,0
2955,1988,47,0.1375,0,0.0965473460026212,0.0299473460026212,0,0,2,0.092,0.1392,0.0,0.0,0.0,0.0,0.5,0
3347,1989,92,0.1352,0,0.0911828796223446,0.0203828796223446,0,0,3,0.0461,0.0894,0.0,0.0,0.0,1.5215,0.4902,0
3347,1989,104,0.1331,1,0.089766577498033,0.018966577498033,0,0,3,0.0461,0.0894,0.0,0.0,0.0,1.5215,0.4902,0
3347,1989,47,0.145,0,0.0977922895357985,0.0269922895357985,0,0,3,0.0461,0.0894,0.0,0.0,0.0,1.5215,0.4902,0
154,1980,104,0.1198,1,0.1198,0.048,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1348,1984,104,0.129,1,0.1008930656934306,0.0267930656934306,0,0,3,0.0381,0.0791,0.0791,0.5702,0.0,-0.5195,0.3333,0
1348,1984,47,0.135,0,0.1055857664233576,0.0314857664233576,0,0,3,0.0381,0.0791,0.0791,0.5702,0.0,-0.5195,0.3333,0
1348,1984,106,0.1392,0,0.1088706569343065,0.0347706569343065,0,0,3,0.0381,0.0791,0.0791,0.5702,0.0,-0.5195,0.3333,0
1694,1985,104,0.13,1,0.0982334273624823,0.0274334273624823,0,0,3,0.0296,0.0577,0.0,0.0,0.0,1.375,0.44,0
1694,1985,47,0.1375,0,0.1039007404795486,0.0331007404795486,0,0,3,0.0296,0.0577,0.0,0.0,0.0,1.375,0.44,0
1694,1985,106,0.1317,0,0.099518018335684,0.028718018335684,0,0,3,0.0296,0.0577,0.0,0.0,0.0,1.375,0.44,0
2061,1986,104,0.128,1,0.0945549810410203,0.0245549810410203,0,0,3,0.0625,0.1328,0.0,0.0,0.0,-0.6826,0.3333,0
2061,1986,47,0.1385,0,0.1023114443295415,0.0323114443295415,0,0,3,0.0625,0.1328,0.0,0.0,0.0,-0.6826,0.3333,0
2061,1986,92,0.145,0,0.1071130644605308,0.0371130644605308,0,0,3,0.0625,0.1328,0.0,0.0,0.0,-0.6826,0.3333,0
2462,1987,104,0.1353,1,0.097592696061932,0.027492696061932,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2875,1988,104,0.1354,1,0.0950728047182175,0.0284728047182175,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3631,1990,104,0.1535,1,0.0999242102065613,0.0202242102065613,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
205,1980,14,0.119,1,0.119,0.0471999999999999,0,0,2,0.0958,0.1454,0.1454,0.1076,0.0,0.0,0.5,0
205,1980,12,0.1363,0,0.1363,0.0645,0,0,2,0.0958,0.1454,0.1454,0.1076,0.0,0.0,0.5,0
476,1981,14,0.1349,1,0.1224960593220338,0.0455960593220338,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
756,1982,14,0.129,1,0.1093540348101265,0.0333540348101265,0,0,2,0.097,0.1473,0.1473,0.6604,0.0,0.0,0.5,0
756,1982,12,0.148,0,0.1254604430379746,0.0494604430379746,0,0,2,0.097,0.1473,0.1473,0.6604,0.0,0.0,0.5,0
1070,1983,14,0.1313,1,0.1063601965601965,0.0299601965601965,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1407,1984,14,0.1313,0,0.1026919343065693,0.0285919343065693,0,0,3,0.0403,0.0743,0.0,0.0,0.0,1.6995,0.5945,0
1407,1984,12,0.1403,0,0.1097309854014598,0.0356309854014598,0,0,3,0.0403,0.0743,0.0,0.0,0.0,1.6995,0.5945,0
1407,1984,106,0.1306,1,0.1021444525547445,0.0280444525547445,0,0,3,0.0403,0.0743,0.0,0.0,0.0,1.6995,0.5945,0
1760,1985,28,0.1308,1,0.0988379407616361,0.0280379407616361,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2130,1986,28,0.128,1,0.0945549810410203,0.0245549810410203,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2540,1987,28,0.128,1,0.0923271625715247,0.0222271625715247,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2961,1988,28,0.1336,1,0.0938089121887287,0.0272089121887286,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3354,1989,28,0.1314,1,0.0886200472069236,0.0178200472069236,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
114,1980,109,0.1044,1,0.1044,0.0326,0,0,1,0.0,0.0,0.0,36.5339,0.0,0.0,0.0,0
375,1981,109,0.1112,1,0.1009752542372881,0.0240752542372881,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
651,1982,109,0.1074,1,0.0910435917721518,0.0150435917721518,0,0,3,0.0796,0.1676,0.0,1.9882,0.0,-1.3136,0.4222,0
651,1982,8,0.121,0,0.1025723892405063,0.0265723892405063,0,0,3,0.0796,0.1676,0.0,1.9882,0.0,-1.3136,0.4222,0
651,1982,104,0.1254,0,0.1063022943037974,0.0303022943037974,0,0,3,0.0796,0.1676,0.0,1.9882,0.0,-1.3136,0.4222,0
955,1983,109,0.1098,1,0.0889440181440181,0.0125440181440181,0,0,2,0.1066,0.163,0.0,1.5259,0.0,0.0,0.5,0
955,1983,104,0.1277,0,0.1034439992439992,0.0270439992439992,0,0,2,0.1066,0.163,0.0,1.5259,0.0,0.0,0.5,0
1286,1984,109,0.1143,1,0.0893959489051094,0.0152959489051094,0,0,2,0.1429,0.2248,0.0,1.2216,0.0,0.0,0.5,0
1286,1984,104,0.14,0,0.1094963503649635,0.0353963503649635,0,0,2,0.1429,0.2248,0.0,1.2216,0.0,0.0,0.5,0
1631,1985,109,0.11,1,0.0831205923836389,0.0123205923836389,0,0,2,0.0987,0.15,0.0,0.0,0.0,0.0,0.5,0
1631,1985,104,0.1265,0,0.0955886812411847,0.0247886812411847,0,0,2,0.0987,0.15,0.0,0.0,0.0,0.0,0.5,0
1995,1986,109,0.1095,1,0.0808888314374353,0.0108888314374353,0,0,2,0.1102,0.1689,0.0,0.0,0.0,0.0,0.5,0
1995,1986,104,0.128,0,0.0945549810410203,0.0245549810410203,0,0,2,0.1102,0.1689,0.0,0.0,0.0,0.0,0.5,0
2387,1987,109,0.1095,1,0.078983002356109,0.008883002356109,0,0,2,0.1664,0.2667,0.2667,0.0,0.0,0.0,0.5,0
2387,1987,104,0.1387,0,0.1000451363177381,0.0299451363177381,0,0,2,0.1664,0.2667,0.2667,0.0,0.0,0.0,0.5,0
2797,1988,109,0.1168,1,0.0820125819134993,0.0154125819134993,0,0,2,0.0713,0.1062,0.1062,0.0,0.0,0.0,0.5,0
2797,1988,104,0.1292,0,0.0907193971166448,0.0241193971166448,0,0,2,0.0713,0.1062,0.1062,0.0,0.0,0.0,0.5,0
3200,1989,104,0.1245,1,0.0839664830841856,0.0131664830841856,0,0,2,0.0129,0.0185,0.0,0.0,0.0,0.0,0.5,0
3200,1989,109,0.1268,0,0.0855176711250983,0.0147176711250983,0,0,2,0.0129,0.0185,0.0,0.0,0.0,0.0,0.5,0
3564,1990,104,0.1489,1,0.0969297387606318,0.0172297387606318,0,0,2,0.0122,0.0175,0.0175,0.0,0.0,0.0,0.5,0
3564,1990,109,0.1515,0,0.0986222660996354,0.0189222660996354,0,0,2,0.0122,0.0175,0.0175,0.0,0.0,0.0,0.5,0
216,1980,104,0.1235,1,0.1235,0.0517,0,0,1,0.0,0.0,0.0,0.433,0.0,0.0,0.0,0
491,1981,104,0.1215,1,0.1103281779661016,0.0334281779661016,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
772,1982,104,0.1207,1,0.1023180775316455,0.0263180775316455,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1090,1983,104,0.1225,1,0.0992317142317142,0.0228317142317142,0,0,1,0.0,0.0,0.0,-1.3033,0.0,0.0,0.0,0
1426,1984,104,0.124,1,0.0969824817518248,0.0228824817518248,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1780,1985,104,0.128,1,0.096722143864598,0.025922143864598,0,0,2,0.0201,0.0289,0.0,0.0,0.0,0.0,0.5,0
1780,1985,106,0.1317,0,0.099518018335684,0.028718018335684,0,0,2,0.0201,0.0289,0.0,0.0,0.0,0.0,0.5,0
2155,1986,104,0.128,1,0.0945549810410203,0.0245549810410203,0,0,3,0.0663,0.1328,0.0,0.0,0.0,1.4043,0.449,0
2155,1986,92,0.145,0,0.1071130644605308,0.0371130644605308,0,0,3,0.0663,0.1328,0.0,0.0,0.0,1.4043,0.449,0
2155,1986,106,0.1317,0,0.0972882109617373,0.0272882109617373,0,0,3,0.0663,0.1328,0.0,0.0,0.0,1.4043,0.449,0
2564,1987,104,0.1353,1,0.097592696061932,0.027492696061932,0,0,2,0.0016,0.0022,0.0,0.0,0.0,0.0,0.5,0
2564,1987,106,0.1356,0,0.097809087849209,0.027709087849209,0,0,2,0.0016,0.0022,0.0,0.0,0.0,0.0,0.5,0
2980,1988,104,0.1354,1,0.0950728047182175,0.0284728047182175,0,0,2,0.0484,0.0709,0.0,0.0,0.0,0.0,0.5,0
2980,1988,92,0.145,0,0.1018135648754914,0.0352135648754914,0,0,2,0.0484,0.0709,0.0,0.0,0.0,0.0,0.5,0
3377,1989,92,0.1574,0,0.1061552163650668,0.0353552163650668,0,0,2,0.0757,0.1132,0.0,0.0,0.0,0.0,0.5,0
3377,1989,104,0.1414,1,0.0953643430369787,0.0245643430369787,0,0,2,0.0757,0.1132,0.0,0.0,0.0,0.0,0.5,0
3715,1990,104,0.1535,1,0.0999242102065613,0.0202242102065613,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
770,1982,15,0.1375,1,0.1165595332278481,0.040559533227848,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2150,1986,15,0.1425,1,0.1052662874870734,0.0352662874870734,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2560,1987,15,0.1425,1,0.1027860989565802,0.0326860989565802,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2977,1988,15,0.15,1,0.1053243774574049,0.0387243774574049,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3372,1989,15,0.15,1,0.1011644374508261,0.0303644374508261,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3711,1990,15,0.1584,1,0.1031139732685297,0.0234139732685297,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
436,1981,73,0.1455,1,0.1321213983050847,0.0552213983050847,0,0,1,0.0,0.0,0.0,-6.6217,0.0,0.0,0.0,0
712,1982,73,0.1455,0,0.1233411787974683,0.0473411787974683,0,0,2,0.0661,0.0981,0.0981,-3.3109,0.0,0.0,0.5,0
712,1982,99,0.1325,1,0.1123210047468354,0.0363210047468354,0,0,2,0.0661,0.0981,0.0981,-3.3109,0.0,0.0,0.5,0
1027,1983,73,0.1425,1,0.1154328104328104,0.0390328104328104,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1711,1985,73,0.123,1,0.0929439351198871,0.0221439351198871,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2079,1986,73,0.1175,1,0.0867985177524991,0.0167985177524991,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2482,1987,12,0.1369999999999999,0,0.098818916189835,0.028718916189835,0,0,3,0.0579,0.123,0.0,0.0,0.0,-0.1995,0.3333,0
2482,1987,92,0.122,1,0.0879993268259845,0.0178993268259845,0,0,3,0.0579,0.123,0.0,0.0,0.0,-0.1995,0.3333,0
2482,1987,112,0.13,0,0.0937697744867048,0.0236697744867048,0,0,3,0.0579,0.123,0.0,0.0,0.0,-0.1995,0.3333,0
2898,1988,112,0.135,1,0.0947919397116644,0.0281919397116644,0,0,2,0.065,0.0963,0.0,0.0,0.0,0.0,0.5,0
2898,1988,69,0.148,0,0.1039200524246395,0.0373200524246395,0,0,2,0.065,0.0963,0.0,0.0,0.0,0.0,0.5,0
3293,1989,112,0.141,1,0.0950945712037765,0.0242945712037765,0,0,3,0.0796,0.1702,0.1702,0.0,0.0,-1.0717,0.3625,0
3293,1989,66,0.165,0,0.1112808811959087,0.0404808811959087,0,0,3,0.0796,0.1702,0.1702,0.0,0.0,-1.0717,0.3625,0
3293,1989,69,0.1577,0,0.1063575452399685,0.0355575452399685,0,0,3,0.0796,0.1702,0.1702,0.0,0.0,-1.0717,0.3625,0
3651,1990,112,0.155,1,0.1009006682867557,0.0212006682867557,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2781,1988,112,0.134,1,0.0940897771952818,0.0274897771952817,0,0,2,0.0053,0.0075,0.0,0.0,0.0,0.0,0.5,0
2781,1988,110,0.135,0,0.0947919397116644,0.0281919397116644,0,0,2,0.0053,0.0075,0.0,0.0,0.0,0.0,0.5,0
3184,1989,12,0.1416,1,0.0954992289535798,0.0246992289535798,0,0,3,0.0097,0.0169,0.0,0.0,0.0,-1.7321,0.6667,0
3184,1989,110,0.144,0,0.097117859952793,0.026317859952793,0,0,3,0.0097,0.0169,0.0,0.0,0.0,-1.7321,0.6667,0
3184,1989,112,0.144,0,0.097117859952793,0.026317859952793,0,0,3,0.0097,0.0169,0.0,0.0,0.0,-1.7321,0.6667,0
3552,1990,112,0.153,1,0.0995987241798298,0.0198987241798298,0,0,2,0.036,0.0523,0.0,0.0,0.0,0.0,0.5,0
3552,1990,12,0.161,0,0.1048065006075334,0.0251065006075334,0,0,2,0.036,0.0523,0.0,0.0,0.0,0.0,0.5,0
110,1980,33,0.1265,0,0.1265,0.0547,0,0,2,0.0141,0.0202,0.0202,4.1248,0.0,0.0,0.5,0
110,1980,47,0.124,1,0.124,0.0522,0,0,2,0.0141,0.0202,0.0202,4.1248,0.0,0.0,0.5,0
371,1981,33,0.132,1,0.1198627118644067,0.0429627118644067,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
647,1982,33,0.13,1,0.1102017405063291,0.0342017405063291,0,0,2,0.0319,0.0462,0.0462,-1.3318,0.0,0.0,0.5,0
647,1982,47,0.136,0,0.1152879746835442,0.0392879746835442,0,0,2,0.0319,0.0462,0.0462,-1.3318,0.0,0.0,0.5,0
950,1983,47,0.13,1,0.1053071253071253,0.0289071253071253,0,0,2,0.0108,0.0154,0.0,-0.9414,0.0,0.0,0.5,0
950,1983,26,0.132,0,0.1069272349272349,0.0305272349272349,0,0,2,0.0108,0.0154,0.0,-0.9414,0.0,0.0,0.5,0
1280,1984,26,0.13,0,0.1016751824817518,0.0275751824817518,0,0,2,0.0055,0.0078,0.0,-0.5731,0.0,0.0,0.5,0
1280,1984,47,0.129,1,0.1008930656934306,0.0267930656934306,0,0,2,0.0055,0.0078,0.0,-0.5731,0.0,0.0,0.5,0
1625,1985,26,0.128,1,0.096722143864598,0.025922143864598,0,0,2,0.0164,0.0234,0.0,0.0,0.0,0.0,0.5,0
1625,1985,47,0.131,0,0.0989890691114245,0.0281890691114245,0,0,2,0.0164,0.0234,0.0,0.0,0.0,0.0,0.5,0
1989,1986,26,0.1279,1,0.094481109962082,0.024481109962082,0,0,2,0.0223,0.0321,0.0,0.0,0.0,0.0,0.5,0
1989,1986,47,0.132,0,0.0975098241985522,0.0275098241985522,0,0,2,0.0223,0.0321,0.0,0.0,0.0,0.0,0.5,0
2380,1987,26,0.126,1,0.0908845506563446,0.0207845506563446,0,0,2,0.0329,0.0476,0.0,0.0,0.0,0.0,0.5,0
2380,1987,47,0.132,0,0.0952123864018848,0.0251123864018848,0,0,2,0.0329,0.0476,0.0,0.0,0.0,0.0,0.5,0
2790,1988,26,0.126,1,0.0884724770642201,0.0218724770642201,0,0,2,0.0461,0.0675,0.0,0.0,0.0,0.0,0.5,0
2790,1988,47,0.1345,0,0.0944408584534731,0.0278408584534731,0,0,2,0.0461,0.0675,0.0,0.0,0.0,0.0,0.5,0
115,1980,109,0.1025,1,0.1025,0.0306999999999999,0,0,1,0.0,0.0,0.0,12.0994,0.0,0.0,0.0,0
376,1981,109,0.1112,1,0.1009752542372881,0.0240752542372881,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
652,1982,8,0.1167,1,0.0989272547468354,0.0229272547468354,0,0,1,0.0,0.0,0.0,-1.0002,0.0,0.0,0.0,0
956,1983,8,0.12,1,0.0972065772065772,0.0208065772065772,0,0,1,0.0,0.0,0.0,-0.5844,0.0,0.0,0.0,0
1287,1984,109,0.1093,1,0.0854853649635036,0.0113853649635036,0,0,1,0.0,0.0,0.0,9.4977,0.0,0.0,0.0,0
1632,1985,109,0.1102,1,0.0832717207334273,0.0124717207334273,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1996,1986,109,0.1098,1,0.0811104446742502,0.0111104446742502,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2388,1987,109,0.1098,1,0.079199394143386,0.009099394143386,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2798,1988,109,0.1168,1,0.0820125819134993,0.0154125819134993,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3201,1989,109,0.1258,1,0.0848432415420928,0.0140432415420928,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
761,1982,14,0.129,1,0.1093540348101265,0.0333540348101265,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1076,1983,14,0.1313,1,0.1063601965601965,0.0299601965601965,0,0,1,0.0,0.0,0.0,-3.5234,0.0,0.0,0.0,0
1413,1984,14,0.1313,1,0.1026919343065693,0.0285919343065693,0,0,2,0.0217,0.0312,0.0312,0.0,0.0,0.0,0.5,0
1413,1984,28,0.1354,0,0.1058986131386861,0.0317986131386861,0,0,2,0.0217,0.0312,0.0312,0.0,0.0,0.0,0.5,0
1766,1985,28,0.1228,1,0.0927928067700987,0.0219928067700987,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2136,1986,28,0.115,1,0.0849517407790417,0.0149517407790416,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2547,1987,28,0.1168,1,0.0842485358465163,0.0141485358465163,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2968,1988,28,0.1277,1,0.0896661533420707,0.0230661533420707,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3361,1989,28,0.1356,1,0.0914526514555468,0.0206526514555468,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3704,1990,28,0.1501,1,0.0977109052247873,0.0180109052247873,0,0,2,0.0227,0.0326,0.0,0.0,0.0,0.0,0.5,0
3704,1990,12,0.155,0,0.1009006682867557,0.0212006682867557,0,0,2,0.0227,0.0326,0.0,0.0,0.0,0.0,0.5,0
127,1980,83,0.124,0,0.124,0.0522,0,0,2,0.0121,0.0172,0.0,14.33,0.0,0.0,0.5,0
127,1980,73,0.1219,1,0.1219,0.0500999999999999,0,0,2,0.0121,0.0172,0.0,14.33,0.0,0.0,0.5,0
395,1981,83,0.122,0,0.1107822033898304,0.0338822033898304,0,0,2,0.0117,0.0167,0.0,-4.3001,0.0,0.0,0.5,0
395,1981,73,0.12,1,0.1089661016949152,0.0320661016949152,0,0,2,0.0117,0.0167,0.0,-4.3001,0.0,0.0,0.5,0
668,1982,73,0.12,1,0.1017246835443037,0.0257246835443037,0,0,1,0.0,0.0,0.0,0.6135,0.0,0.0,0.0,0
977,1983,92,0.1371,1,0.1110585144585144,0.0346585144585144,0,0,1,0.0,0.0,0.0,0.1377,0.0,0.0,0.0,0
1308,1984,92,0.146,1,0.1141890510948905,0.0400890510948905,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1654,1985,92,0.1436,0,0.1085101551480959,0.0377101551480959,0,0,2,0.0458,0.0669,0.0669,0.0,0.0,0.0,0.5,0
1654,1985,73,0.1346,1,0.1017093794076163,0.0309093794076163,0,0,2,0.0458,0.0669,0.0669,0.0,0.0,0.0,0.5,0
2017,1986,92,0.1265,1,0.0934469148569458,0.0234469148569458,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2414,1987,92,0.1204,1,0.0868452372938404,0.0167452372938404,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2827,1988,92,0.1204,1,0.084540366972477,0.017940366972477,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3226,1989,92,0.1386,1,0.0934759402045633,0.0226759402045633,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3587,1990,92,0.1625,1,0.1057829586877278,0.0260829586877278,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
970,1983,26,0.127,1,0.1028769608769608,0.0264769608769608,0,0,1,0.0,0.0,0.0,2.6944,0.0,0.0,0.0,0
1302,1984,26,0.127,1,0.0993288321167883,0.0252288321167883,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1647,1985,26,0.127,1,0.0959665021156558,0.0251665021156558,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2010,1986,26,0.127,1,0.0938162702516373,0.0238162702516373,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2404,1987,26,0.128,1,0.0923271625715247,0.0222271625715247,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2816,1988,26,0.128,1,0.0898768020969855,0.0232768020969855,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
