Tender,Date,Competitors,Bid_value_without_inflation,Winner,Bid_value,Bid_value_inflation_raw_milk_price_adjusted_bid,Collusive_competitor,only_cartels_bidding_on_contract,Number_bids,CV,SPD,DIFFP,RD,KURT,SKEW,KSTEST,Collusive_competitor_original
2232,1987,106,0.1353,1,0.097592696061932,0.027492696061932,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2643,1988,112,0.134,1,0.0940897771952818,0.0274897771952817,0,0,2,0.0053,0.0075,0.0,0.0,0.0,0.0,0.5,0
2643,1988,110,0.135,0,0.0947919397116644,0.0281919397116644,0,0,2,0.0053,0.0075,0.0,0.0,0.0,0.0,0.5,0
3057,1989,112,0.144,1,0.097117859952793,0.026317859952793,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3444,1990,112,0.153,1,0.0995987241798298,0.0198987241798298,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1810,1985,15,0.135,1,0.1020116361071932,0.0312116361071932,0,0,3,0.0357,0.0741,0.0,0.0,0.0,0.0,0.3333,0
1810,1985,10,0.14,0,0.1057898448519041,0.034989844851904,0,0,3,0.0357,0.0741,0.0,0.0,0.0,0.0,0.3333,0
1810,1985,61,0.145,0,0.1095680535966149,0.0387680535966149,0,0,3,0.0357,0.0741,0.0,0.0,0.0,0.0,0.3333,0
2191,1986,15,0.135,1,0.0997259565667011,0.0297259565667011,0,0,3,0.0347,0.0719,0.0719,0.0,0.0,0.2158,0.3333,0
2191,1986,10,0.1395,0,0.1030501551189245,0.0330501551189245,0,0,3,0.0347,0.0719,0.0719,0.0,0.0,0.2158,0.3333,0
2191,1986,61,0.1447,0,0.1068914512237159,0.0368914512237159,0,0,3,0.0347,0.0719,0.0719,0.0,0.0,0.2158,0.3333,0
2601,1987,15,0.135,0,0.097376304274655,0.027276304274655,0,0,2,0.0005,0.0007,0.0,0.0,0.0,0.0,0.5,0
2601,1987,61,0.1349,1,0.097304173678896,0.0272041736788959,0,0,2,0.0005,0.0007,0.0,0.0,0.0,0.0,0.5,0
3017,1988,15,0.134,1,0.0940897771952818,0.0274897771952817,0,0,2,0.039,0.0567,0.0567,0.0,0.0,0.0,0.5,0
3017,1988,61,0.1416,0,0.0994262123197903,0.0328262123197903,0,0,2,0.039,0.0567,0.0567,0.0,0.0,0.0,0.5,0
3412,1989,15,0.133,1,0.0896991345397325,0.0188991345397324,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3749,1990,15,0.1546,1,0.1006402794653705,0.0209402794653705,0,0,2,0.0225,0.0323,0.0,0.0,0.0,0.0,0.5,0
3749,1990,12,0.1596,0,0.1038951397326852,0.0241951397326852,0,0,2,0.0225,0.0323,0.0,0.0,0.0,0.0,0.5,0
714,1982,101,0.1425,1,0.1207980617088607,0.0447980617088607,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1713,1985,101,0.14,1,0.1057898448519041,0.034989844851904,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2899,1988,87,0.1369999999999999,1,0.0961962647444298,0.0295962647444298,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3295,1989,87,0.154,1,0.1038621557828481,0.0330621557828481,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3653,1990,87,0.1939999999999999,1,0.1262885783718104,0.0465885783718104,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
758,1982,14,0.129,1,0.1093540348101265,0.0333540348101265,0,0,1,0.0,0.0,0.0,-11.8324,0.0,0.0,0.0,0
1072,1983,14,0.1313,1,0.1063601965601965,0.0299601965601965,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1409,1984,14,0.1313,1,0.1026919343065693,0.0285919343065693,0,0,2,0.0469,0.0685,0.0,0.0,0.0,0.0,0.5,0
1409,1984,12,0.1403,0,0.1097309854014598,0.0356309854014598,0,0,2,0.0469,0.0685,0.0,0.0,0.0,0.0,0.5,0
1762,1985,28,0.1308,1,0.0988379407616361,0.0280379407616361,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2132,1986,28,0.128,1,0.0945549810410203,0.0245549810410203,0,0,2,0.0798,0.1195,0.0,0.0,0.0,0.0,0.5,0
2132,1986,12,0.1433,0,0.1058572561185798,0.0358572561185798,0,0,2,0.0798,0.1195,0.0,0.0,0.0,0.0,0.5,0
2542,1987,28,0.1305,1,0.0941304274654998,0.0240304274654998,0,0,2,0.072,0.1073,0.0,0.0,0.0,0.0,0.5,0
2542,1987,12,0.1445,0,0.1042287108717603,0.0341287108717603,0,0,2,0.072,0.1073,0.0,0.0,0.0,0.0,0.5,0
2963,1988,28,0.1336,1,0.0938089121887287,0.0272089121887286,0,0,2,0.0675,0.1003,0.0,0.0,0.0,0.0,0.5,0
2963,1988,12,0.147,0,0.1032178899082568,0.0366178899082568,0,0,2,0.0675,0.1003,0.0,0.0,0.0,0.0,0.5,0
3356,1989,28,0.1621,1,0.1093250354051927,0.0385250354051927,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1083,1983,43,0.1099,1,0.0890250236250236,0.0126250236250236,1,0,3,0.1383,0.2739,0.0227,18.3169,0.0,1.6885,0.5836,1
1083,1983,64,0.1124,0,0.0910501606501606,0.0146501606501606,1,0,3,0.1383,0.2739,0.0227,18.3169,0.0,1.6885,0.5836,1
1083,1983,99,0.14,0,0.1134076734076734,0.0370076734076734,1,0,3,0.1383,0.2739,0.0227,18.3169,0.0,1.6885,0.5836,0
1420,1984,43,0.1345,1,0.1051947080291971,0.0310947080291971,1,1,2,0.0156,0.0223,0.0,0.0,0.0,0.0,0.5,1
1420,1984,64,0.1375,0,0.1075410583941606,0.0334410583941606,1,1,2,0.0156,0.0223,0.0,0.0,0.0,0.0,0.5,1
1773,1985,43,0.1334,1,0.1008026093088857,0.0300026093088857,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2146,1986,43,0.1359,1,0.1003907962771458,0.0303907962771457,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
679,1982,33,0.129,1,0.1093540348101265,0.0333540348101265,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
989,1983,26,0.129,1,0.1044970704970705,0.0280970704970705,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1322,1984,26,0.129,1,0.1008930656934306,0.0267930656934306,0,0,1,0.0,0.0,0.0,1.0449,0.0,0.0,0.0,0
1668,1985,26,0.127,1,0.0959665021156558,0.0251665021156558,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2034,1986,26,0.127,1,0.0938162702516373,0.0238162702516373,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2432,1987,26,0.127,1,0.0916058566139347,0.0215058566139347,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2845,1988,26,0.138,1,0.0968984272608126,0.0302984272608125,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
217,1980,3,0.1145,1,0.1145,0.0427,0,0,2,0.095,0.1441,0.1441,3.3347,0.0,0.0,0.5,0
217,1980,7,0.131,0,0.131,0.0592,0,0,2,0.095,0.1441,0.1441,3.3347,0.0,0.0,0.5,0
492,1981,3,0.1145,1,0.1039718220338982,0.0270718220338982,0,0,2,0.0842,0.1266,0.0,-0.6735,0.0,0.0,0.5,0
492,1981,7,0.129,0,0.1171385593220338,0.0402385593220338,0,0,2,0.0842,0.1266,0.0,-0.6735,0.0,0.0,0.5,0
1427,1984,3,0.1114,1,0.0871278102189781,0.0130278102189781,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1781,1985,3,0.129,1,0.0974777856135402,0.0266777856135401,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2156,1986,3,0.119,1,0.0879065839365735,0.0179065839365735,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3717,1990,3,0.153,1,0.0995987241798298,0.0198987241798298,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
209,1980,14,0.121,1,0.121,0.0492,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
481,1981,14,0.1349,1,0.1224960593220338,0.0455960593220338,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
762,1982,14,0.129,1,0.1093540348101265,0.0333540348101265,0,0,1,0.0,0.0,0.0,-4.0147,0.0,0.0,0.0,0
1077,1983,14,0.125,1,0.1012568512568512,0.0248568512568512,0,0,3,0.0311,0.064,0.0,-9.4893,0.0,-0.4439,0.3333,0
1077,1983,12,0.1296,0,0.1049831033831034,0.0285831033831033,0,0,3,0.0311,0.064,0.0,-9.4893,0.0,-0.4439,0.3333,0
1077,1983,106,0.133,0,0.1077372897372897,0.0313372897372897,0,0,3,0.0311,0.064,0.0,-9.4893,0.0,-0.4439,0.3333,0
1414,1984,14,0.1246,1,0.0974517518248175,0.0233517518248175,0,0,3,0.0244,0.0482,0.0361,0.0,0.0,-1.2933,0.4167,0
1414,1984,12,0.1291,0,0.1009712773722627,0.0268712773722627,0,0,3,0.0244,0.0482,0.0361,0.0,0.0,-1.2933,0.4167,0
1414,1984,106,0.1306,0,0.1021444525547445,0.0280444525547445,0,0,3,0.0244,0.0482,0.0361,0.0,0.0,-1.2933,0.4167,0
1767,1985,28,0.1239,1,0.0936240126939351,0.0228240126939351,0,0,3,0.0315,0.063,0.0,0.0,0.0,-1.2694,0.4103,0
1767,1985,12,0.1297,0,0.0980067348377997,0.0272067348377997,0,0,3,0.0315,0.063,0.0,0.0,0.0,-1.2694,0.4103,0
1767,1985,106,0.1317,0,0.099518018335684,0.028718018335684,0,0,3,0.0315,0.063,0.0,0.0,0.0,-1.2694,0.4103,0
2137,1986,28,0.13,0,0.0960324026197862,0.0260324026197862,0,0,3,0.0212,0.0411,0.0411,0.0,0.0,1.3759,0.4403,0
2137,1986,12,0.1341,0,0.0990611168562564,0.0290611168562564,0,0,3,0.0212,0.0411,0.0411,0.0,0.0,1.3759,0.4403,0
2137,1986,106,0.1288,1,0.0951459496725267,0.0251459496725267,0,0,3,0.0212,0.0411,0.0411,0.0,0.0,1.3759,0.4403,0
2548,1987,28,0.1168,1,0.0842485358465163,0.0141485358465163,0,0,2,0.1064,0.1627,0.0,0.0,0.0,0.0,0.5,0
2548,1987,12,0.1358,0,0.097953349040727,0.027853349040727,0,0,2,0.1064,0.1627,0.0,0.0,0.0,0.0,0.5,0
2969,1988,28,0.1336,1,0.0938089121887287,0.0272089121887286,0,0,2,0.0178,0.0254,0.0,0.0,0.0,0.0,0.5,0
2969,1988,12,0.1369999999999999,0,0.0961962647444298,0.0295962647444298,0,0,2,0.0178,0.0254,0.0,0.0,0.0,0.0,0.5,0
3362,1989,28,0.1319,1,0.0889572619984264,0.0181572619984264,0,0,2,0.0502,0.0735,0.0,0.0,0.0,0.0,0.5,0
3362,1989,12,0.1416,0,0.0954992289535798,0.0246992289535798,0,0,2,0.0502,0.0735,0.0,0.0,0.0,0.0,0.5,0
3705,1990,12,0.155,1,0.1009006682867557,0.0212006682867557,0,0,2,0.0086,0.0123,0.0,0.0,0.0,0.0,0.5,0
3705,1990,28,0.1569,0,0.1021375151883353,0.0224375151883353,0,0,2,0.0086,0.0123,0.0,0.0,0.0,0.0,0.5,0
220,1980,32,0.12,1,0.12,0.0481999999999999,0,0,1,0.0,0.0,0.0,-17.5955,0.0,0.0,0.0,0
494,1981,32,0.1208,1,0.1096925423728813,0.0327925423728813,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
776,1982,32,0.12,1,0.1017246835443037,0.0257246835443037,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1094,1983,32,0.121,1,0.098016632016632,0.021616632016632,0,0,2,0.0058,0.0083,0.0,-5.3846,0.0,0.0,0.5,0
1094,1983,73,0.122,0,0.0988266868266868,0.0224266868266868,0,0,2,0.0058,0.0083,0.0,-5.3846,0.0,0.0,0.5,0
1431,1984,32,0.1155,1,0.0903344890510949,0.0162344890510949,0,0,2,0.0012,0.0017,0.0017,0.0,0.0,0.0,0.5,0
1431,1984,73,0.1157,0,0.0904909124087591,0.0163909124087591,0,0,2,0.0012,0.0017,0.0017,0.0,0.0,0.0,0.5,0
146,1980,30,0.1265,1,0.1265,0.0547,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
413,1981,30,0.13,1,0.1180466101694915,0.0411466101694915,0,0,1,0.0,0.0,0.0,-13.5215,0.0,0.0,0.0,0
690,1982,99,0.13,1,0.1102017405063291,0.0342017405063291,0,0,1,0.0,0.0,0.0,-2.9861,0.0,0.0,0.0,0
1001,1983,50,0.12,1,0.0972065772065772,0.0208065772065772,0,0,1,0.0,0.0,0.0,-1.9818,0.0,0.0,0.0,0
1336,1984,50,0.139,1,0.1087142335766423,0.0346142335766423,0,0,2,0.0299,0.0432,0.0,-2.2174,0.0,0.0,0.5,0
1336,1984,38,0.145,0,0.1134069343065693,0.0393069343065693,0,0,2,0.0299,0.0432,0.0,-2.2174,0.0,0.0,0.5,0
1679,1985,38,0.147,0,0.1110793370944992,0.0402793370944992,0,0,3,0.0455,0.0849,0.0812,0.0,0.0,-1.7205,0.6232,0
1679,1985,103,0.1465,0,0.1107015162200282,0.0399015162200281,0,0,3,0.0455,0.0849,0.0812,0.0,0.0,-1.7205,0.6232,0
1679,1985,104,0.1355,1,0.1023894569816643,0.0315894569816643,0,0,3,0.0455,0.0849,0.0812,0.0,0.0,-1.7205,0.6232,0
2168,1986,45,0.138,1,0.10194208893485,0.03194208893485,0,0,2,0.0398,0.058,0.0,0.0,0.0,0.0,0.5,0
2168,1986,112,0.146,0,0.1078517752499138,0.0378517752499138,0,0,2,0.0398,0.058,0.0,0.0,0.0,0.0,0.5,0
2578,1987,112,0.138,1,0.0995402221474251,0.0294402221474251,0,0,2,0.0076,0.0109,0.0,0.0,0.0,0.0,0.5,0
2578,1987,40,0.1395,0,0.1006221810838101,0.0305221810838101,0,0,2,0.0076,0.0109,0.0,0.0,0.0,0.0,0.5,0
2993,1988,112,0.138,1,0.0968984272608126,0.0302984272608125,0,0,2,0.035,0.0507,0.0,0.0,0.0,0.0,0.5,0
2993,1988,40,0.145,0,0.1018135648754914,0.0352135648754914,0,0,2,0.035,0.0507,0.0,0.0,0.0,0.0,0.5,0
3390,1989,112,0.148,0,0.0998155782848151,0.0290155782848151,0,0,2,0.0204,0.0292,0.0,0.0,0.0,0.0,0.5,0
3390,1989,40,0.1438,1,0.0969829740361919,0.0261829740361919,0,0,2,0.0204,0.0292,0.0,0.0,0.0,0.0,0.5,0
3727,1990,112,0.158,1,0.1028535844471445,0.0231535844471445,0,0,2,0.073,0.1089,0.0,0.0,0.0,0.0,0.5,0
3727,1990,40,0.1752,0,0.1140503037667071,0.0343503037667071,0,0,2,0.073,0.1089,0.0,0.0,0.0,0.0,0.5,0
68,1980,99,0.14,1,0.14,0.0682,0,0,1,0.0,0.0,0.0,-164.9916,0.0,0.0,0.0,0
326,1981,43,0.135,0,0.1225868644067796,0.0456868644067796,1,0,2,0.0159,0.0227,0.0,-8.492,0.0,0.0,0.5,1
326,1981,99,0.132,1,0.1198627118644067,0.0429627118644067,1,0,2,0.0159,0.0227,0.0,-8.492,0.0,0.0,0.5,0
602,1982,99,0.131,1,0.1110494462025316,0.0350494462025316,1,0,2,0.0107,0.0153,0.0,-7.0535,0.0,0.0,0.5,0
602,1982,43,0.133,0,0.1127448575949367,0.0367448575949367,1,0,2,0.0107,0.0153,0.0,-7.0535,0.0,0.0,0.5,1
905,1983,99,0.1319,1,0.1068462294462294,0.0304462294462294,1,0,3,0.0068,0.0121,0.0121,-22.0838,0.0,1.7078,0.6042,0
905,1983,43,0.1335,0,0.1081423171423171,0.0317423171423171,1,0,3,0.0068,0.0121,0.0121,-22.0838,0.0,1.7078,0.6042,1
905,1983,64,0.132,0,0.1069272349272349,0.0305272349272349,1,0,3,0.0068,0.0121,0.0121,-22.0838,0.0,1.7078,0.6042,1
1231,1984,43,0.11,1,0.0860328467153284,0.0119328467153284,1,0,3,0.095,0.2,0.0,-0.1726,0.0,-1.5078,0.4848,1
1231,1984,64,0.128,0,0.1001109489051095,0.0260109489051095,1,0,3,0.095,0.2,0.0,-0.1726,0.0,-1.5078,0.4848,1
1231,1984,73,0.132,0,0.1032394160583941,0.0291394160583941,1,0,3,0.095,0.2,0.0,-0.1726,0.0,-1.5078,0.4848,0
1579,1985,43,0.1395,1,0.105412023977433,0.034612023977433,1,1,2,0.0076,0.0108,0.0,0.0,0.0,0.0,0.5,1
1579,1985,64,0.141,0,0.1065454866008462,0.0357454866008462,1,1,2,0.0076,0.0108,0.0,0.0,0.0,0.0,0.5,1
1940,1986,43,0.144,1,0.1063743536711478,0.0363743536711478,1,0,3,0.007,0.0139,0.009,0.0,0.0,-0.8524,0.3333,1
1940,1986,10,0.1453,0,0.1073346776973457,0.0373346776973457,1,0,3,0.007,0.0139,0.009,0.0,0.0,-0.8524,0.3333,0
1940,1986,64,0.146,0,0.1078517752499138,0.0378517752499138,1,0,3,0.007,0.0139,0.009,0.0,0.0,-0.8524,0.3333,1
2324,1987,43,0.144,0,0.1038680578929653,0.0337680578929653,1,0,4,0.0362,0.0763,0.0756,0.0,-3.7107,-0.4042,0.4907,1
2324,1987,12,0.151,0,0.1089171995960955,0.0388171995960955,1,0,4,0.0362,0.0763,0.0756,0.0,-3.7107,-0.4042,0.4907,0
2324,1987,64,0.1509,0,0.1088450690003366,0.0387450690003366,1,0,4,0.0362,0.0763,0.0756,0.0,-3.7107,-0.4042,0.4907,1
2324,1987,104,0.1403,1,0.1011992258498822,0.0310992258498822,1,0,4,0.0362,0.0763,0.0756,0.0,-3.7107,-0.4042,0.4907,0
2733,1988,43,0.1475,0,0.1035689711664482,0.0369689711664482,1,0,3,0.0592,0.1246,0.1246,0.0,0.0,-0.8672,0.3333,1
2733,1988,64,0.1534,0,0.1077117300131061,0.0411117300131061,1,0,3,0.0592,0.1246,0.1246,0.0,0.0,-0.8672,0.3333,1
2733,1988,104,0.1364,1,0.0957749672346002,0.0291749672346002,1,0,3,0.0592,0.1246,0.1246,0.0,0.0,-0.8672,0.3333,0
3136,1989,64,0.1325,1,0.0893619197482297,0.0185619197482297,1,1,2,0.0389,0.0566,0.0,0.0,0.0,0.0,0.5,1
3136,1989,43,0.14,0,0.094420141620771,0.023620141620771,1,1,2,0.0389,0.0566,0.0,0.0,0.0,0.0,0.5,1
3509,1990,43,0.163,1,0.1061084447144592,0.0264084447144592,1,1,2,0.0086,0.0123,0.0,0.0,0.0,0.0,0.5,1
3509,1990,64,0.165,0,0.1074103888213851,0.0277103888213851,1,1,2,0.0086,0.0123,0.0,0.0,0.0,0.0,0.5,1
170,1980,47,0.1195,1,0.1195,0.0476999999999999,0,0,1,0.0,0.0,0.0,-1.4144,0.0,0.0,0.0,0
440,1981,47,0.1159999999999999,1,0.1053338983050847,0.0284338983050847,0,0,1,0.0,0.0,0.0,-12.5058,0.0,0.0,0.0,0
1717,1985,47,0.131,1,0.0989890691114245,0.0281890691114245,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2083,1986,47,0.1324,1,0.0978053085143054,0.0278053085143053,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2487,1987,47,0.1324,1,0.0955009087849208,0.0254009087849208,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2903,1988,47,0.1356,1,0.0952132372214941,0.028613237221494,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3298,1989,92,0.1502,1,0.1012993233674272,0.0304993233674272,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69,1980,14,0.119,1,0.119,0.0471999999999999,0,0,3,0.077,0.1454,0.0,0.4567,0.0,1.6966,0.5915,0
69,1980,12,0.1363,0,0.1363,0.0645,0,0,3,0.077,0.1454,0.0,0.4567,0.0,1.6966,0.5915,0
69,1980,106,0.1203,0,0.1203,0.0485,0,0,3,0.077,0.1454,0.0,0.4567,0.0,1.6966,0.5915,0
328,1981,12,0.127,0,0.1153224576271186,0.0384224576271186,0,0,3,0.037,0.0729,0.0,-6.2355,0.0,1.3613,0.4359,0
328,1981,14,0.134,0,0.121678813559322,0.044778813559322,0,0,3,0.037,0.0729,0.0,-6.2355,0.0,1.3613,0.4359,0
328,1981,106,0.1249,1,0.1134155508474576,0.0365155508474576,0,0,3,0.037,0.0729,0.0,-6.2355,0.0,1.3613,0.4359,0
604,1982,12,0.138,0,0.1169833860759493,0.0409833860759493,0,0,3,0.0338,0.0698,0.0698,-2.6127,0.0,0.3308,0.3333,0
604,1982,14,0.133,0,0.1127448575949367,0.0367448575949367,0,0,3,0.0338,0.0698,0.0698,-2.6127,0.0,0.3308,0.3333,0
604,1982,106,0.129,1,0.1093540348101265,0.0333540348101265,0,0,3,0.0338,0.0698,0.0698,-2.6127,0.0,0.3308,0.3333,0
907,1983,12,0.1383,0,0.1120305802305802,0.0356305802305802,0,0,3,0.0207,0.0398,0.0398,-3.1191,0.0,-1.4896,0.478,0
907,1983,14,0.1373,0,0.1112205254205254,0.0348205254205254,0,0,3,0.0207,0.0398,0.0398,-3.1191,0.0,-1.4896,0.478,0
907,1983,106,0.133,1,0.1077372897372897,0.0313372897372897,0,0,3,0.0207,0.0398,0.0398,-3.1191,0.0,-1.4896,0.478,0
1233,1984,12,0.1291,1,0.1009712773722627,0.0268712773722627,0,0,3,0.017,0.0318,0.0279,12.8764,0.0,-1.6352,0.5447,0
1233,1984,14,0.1327,0,0.103786897810219,0.0296868978102189,0,0,3,0.017,0.0318,0.0279,12.8764,0.0,-1.6352,0.5447,0
1233,1984,106,0.1332,0,0.1041779562043795,0.0300779562043795,0,0,3,0.017,0.0318,0.0279,12.8764,0.0,-1.6352,0.5447,0
1581,1985,106,0.1314,1,0.0992913258110014,0.0284913258110013,0,0,3,0.0334,0.0609,0.0,0.0,0.0,1.7078,0.6042,0
1581,1985,12,0.1394,0,0.1053364598025387,0.0345364598025387,0,0,3,0.0334,0.0609,0.0,0.0,0.0,1.7078,0.6042,0
1581,1985,28,0.1319,0,0.0996691466854724,0.0288691466854724,0,0,3,0.0334,0.0609,0.0,0.0,0.0,1.7078,0.6042,0
1942,1986,106,0.1288,1,0.0951459496725267,0.0251459496725267,0,0,3,0.06,0.1126,0.0,0.0,0.0,1.6888,0.5839,0
1942,1986,12,0.1433,0,0.1058572561185798,0.0358572561185798,0,0,3,0.06,0.1126,0.0,0.0,0.0,1.6888,0.5839,0
1942,1986,28,0.13,0,0.0960324026197862,0.0260324026197862,0,0,3,0.06,0.1126,0.0,0.0,0.0,1.6888,0.5839,0
2326,1987,106,0.1353,0,0.097592696061932,0.027492696061932,0,0,3,0.0378,0.0758,0.0,0.0,0.0,-1.3028,0.4192,0
2326,1987,12,0.1377,0,0.099323830360148,0.029223830360148,0,0,3,0.0378,0.0758,0.0,0.0,0.0,-1.3028,0.4192,0
2326,1987,28,0.128,1,0.0923271625715247,0.0222271625715247,0,0,3,0.0378,0.0758,0.0,0.0,0.0,-1.3028,0.4192,0
2735,1988,28,0.1336,1,0.0938089121887287,0.0272089121887286,0,0,2,0.0178,0.0254,0.0,0.0,0.0,0.0,0.5,0
2735,1988,12,0.1369999999999999,0,0.0961962647444298,0.0295962647444298,0,0,2,0.0178,0.0254,0.0,0.0,0.0,0.0,0.5,0
3137,1989,28,0.1319,0,0.0889572619984264,0.0181572619984264,0,0,2,0.0016,0.0023,0.0,0.0,0.0,0.0,0.5,0
3137,1989,12,0.1316,1,0.0887549331235247,0.0179549331235247,0,0,2,0.0016,0.0023,0.0,0.0,0.0,0.0,0.5,0
3510,1990,28,0.1439,1,0.0936748784933171,0.0139748784933171,0,0,3,0.0525,0.0771,0.0,0.0,0.0,0.0,0.5,0
3510,1990,12,0.155,0,0.1009006682867557,0.0212006682867557,0,0,3,0.0525,0.0771,0.0,0.0,0.0,0.0,0.5,0
83,1980,104,0.1231,0,0.1231,0.0513,0,0,2,0.0293,0.0423,0.0,380.4234,0.0,0.0,0.5,0
83,1980,8,0.1181,1,0.1181,0.0463,0,0,2,0.0293,0.0423,0.0,380.4234,0.0,0.0,0.5,0
344,1981,104,0.1266,1,0.1149592372881355,0.0380592372881355,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
619,1982,104,0.1247,1,0.1057089003164556,0.0297089003164556,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
923,1983,104,0.1315,1,0.1065222075222075,0.0301222075222075,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1251,1984,104,0.131,1,0.102457299270073,0.028357299270073,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1599,1985,104,0.13,1,0.0982334273624823,0.0274334273624823,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1961,1986,104,0.129,1,0.0952936918304033,0.0252936918304032,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2346,1987,104,0.1343,1,0.0968713901043419,0.0267713901043419,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2757,1988,104,0.1354,1,0.0950728047182175,0.0284728047182175,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3159,1989,104,0.1414,1,0.0953643430369787,0.0245643430369787,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2349,1987,28,0.1306,1,0.0942025580612588,0.0241025580612588,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2760,1988,28,0.1404,1,0.098583617300131,0.031983617300131,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3162,1989,28,0.1404,1,0.0946899134539732,0.0238899134539732,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3533,1990,26,0.1514,0,0.0985571688942891,0.0188571688942891,0,0,3,0.01,0.0201,0.0127,0.0,0.0,-0.7663,0.3333,0
3533,1990,28,0.1495,1,0.0973203219927095,0.0176203219927095,0,0,3,0.01,0.0201,0.0127,0.0,0.0,-0.7663,0.3333,0
3533,1990,106,0.1525,0,0.0992732381530984,0.0195732381530984,0,0,3,0.01,0.0201,0.0127,0.0,0.0,-0.7663,0.3333,0
65,1980,12,0.13,1,0.13,0.0582,0,0,3,0.1155,0.2308,0.2308,-1.5877,0.0,-1.7321,0.6667,0
65,1980,35,0.16,0,0.16,0.0882,0,0,3,0.1155,0.2308,0.2308,-1.5877,0.0,-1.7321,0.6667,0
65,1980,113,0.16,0,0.16,0.0882,0,0,3,0.1155,0.2308,0.2308,-1.5877,0.0,-1.7321,0.6667,0
322,1981,35,0.12,1,0.1089661016949152,0.0320661016949152,0,0,3,0.0707,0.1458,0.0,0.3081,0.0,1.1521,0.381,0
322,1981,12,0.125,0,0.1135063559322033,0.0366063559322033,0,0,3,0.0707,0.1458,0.0,0.3081,0.0,1.1521,0.381,0
322,1981,113,0.1375,0,0.1248569915254237,0.0479569915254237,0,0,3,0.0707,0.1458,0.0,0.3081,0.0,1.1521,0.381,0
599,1982,35,0.125,1,0.1059632120253164,0.0299632120253164,0,0,3,0.0438,0.08,0.0,1.9717,0.0,-1.7321,0.6667,0
599,1982,12,0.135,0,0.1144402689873417,0.0384402689873417,0,0,3,0.0438,0.08,0.0,1.9717,0.0,-1.7321,0.6667,0
599,1982,113,0.135,0,0.1144402689873417,0.0384402689873417,0,0,3,0.0438,0.08,0.0,1.9717,0.0,-1.7321,0.6667,0
