Tender,Date,Site,Pre-Tender Estimate (PTE),Competitors,Name competitors,Winner,Collusive_competitor,Bid_value,Difference Bid/PTE,Number_bids,Period investigation by JFTC,CV,SPD,DIFFP,RD,KURT,SKEW,KSTEST,Collusive_competitor_original
650,1110326400,194,18000000.0,542,TOPPU?FUAMU,0,0,16970000,0.9899166666666667,10,pre-inspection,0.0052,0.0182,0.0071,-95.0117,0.134,-0.3022,0.1951,0
650,1110326400,194,18000000.0,1350,AKIRAKYODOKEN,0,0,17000000,0.9916666666666667,10,pre-inspection,0.0052,0.0182,0.0071,-95.0117,0.134,-0.3022,0.1951,0
650,1110326400,194,18000000.0,1332,KITAISAMUKOGYO,0,0,17000000,0.9916666666666667,10,pre-inspection,0.0052,0.0182,0.0071,-95.0117,0.134,-0.3022,0.1951,0
650,1110326400,194,18000000.0,1100,OSHIROKENSETSU,0,0,17000000,0.9916666666666667,10,pre-inspection,0.0052,0.0182,0.0071,-95.0117,0.134,-0.3022,0.1951,0
650,1110326400,194,18000000.0,1309,TAIRASETSUBIKOGYO,0,0,17050000,0.9945833333333334,10,pre-inspection,0.0052,0.0182,0.0071,-95.0117,0.134,-0.3022,0.1951,0
650,1110326400,194,18000000.0,43,AWANEGUMI,0,0,17105000,0.9977916666666666,10,pre-inspection,0.0052,0.0182,0.0071,-95.0117,0.134,-0.3022,0.1951,0
651,1110326400,179,232050000.0,336,TOKASHIKIGUMI,1,1,218000000,0.9864253393665159,15,pre-inspection,0.0032,0.0136,0.0073,-4.2951,1.4235,-0.7263,0.27,1
651,1110326400,179,232050000.0,1325,KITAKATSUKENSETSU,0,1,219000000,0.9909502262443439,15,pre-inspection,0.0032,0.0136,0.0073,-4.2951,1.4235,-0.7263,0.27,1
651,1110326400,179,232050000.0,387,TAKESHIKOKUKENSETSU,0,1,219000000,0.9909502262443439,15,pre-inspection,0.0032,0.0136,0.0073,-4.2951,1.4235,-0.7263,0.27,1
651,1110326400,179,232050000.0,868,YAMAGUCHIKENSETSU,0,1,219000000,0.9909502262443439,15,pre-inspection,0.0032,0.0136,0.0073,-4.2951,1.4235,-0.7263,0.27,1
651,1110326400,179,232050000.0,1718,RYUKYUKAIHATSU,0,1,219500000,0.9932126696832579,15,pre-inspection,0.0032,0.0136,0.0073,-4.2951,1.4235,-0.7263,0.27,1
651,1110326400,179,232050000.0,490,HENNAGUMI,0,1,219600000,0.9936651583710407,15,pre-inspection,0.0032,0.0136,0.0073,-4.2951,1.4235,-0.7263,0.27,1
651,1110326400,179,232050000.0,271,DAIEIGUMI,0,1,219800000,0.9945701357466064,15,pre-inspection,0.0032,0.0136,0.0073,-4.2951,1.4235,-0.7263,0.27,1
651,1110326400,179,232050000.0,342,HIGASHIKAIHATSU,0,1,220000000,0.995475113122172,15,pre-inspection,0.0032,0.0136,0.0073,-4.2951,1.4235,-0.7263,0.27,1
651,1110326400,179,232050000.0,356,NANKAIKENSETSU,0,1,220000000,0.995475113122172,15,pre-inspection,0.0032,0.0136,0.0073,-4.2951,1.4235,-0.7263,0.27,1
651,1110326400,179,232050000.0,1642,NAKAHODODOKEN,0,1,220000000,0.995475113122172,15,pre-inspection,0.0032,0.0136,0.0073,-4.2951,1.4235,-0.7263,0.27,1
651,1110326400,179,232050000.0,385,FUJIDOKEN,0,1,220000000,0.995475113122172,15,pre-inspection,0.0032,0.0136,0.0073,-4.2951,1.4235,-0.7263,0.27,1
651,1110326400,179,232050000.0,241,KAMIMOTOGUMI,0,1,220000000,0.995475113122172,15,pre-inspection,0.0032,0.0136,0.0073,-4.2951,1.4235,-0.7263,0.27,1
651,1110326400,179,232050000.0,337,TOKUJIGUMI,0,1,220000000,0.995475113122172,15,pre-inspection,0.0032,0.0136,0.0073,-4.2951,1.4235,-0.7263,0.27,1
651,1110326400,179,232050000.0,111,MARUSEIKOMUTEN,0,1,220300000,0.9968325791855204,15,pre-inspection,0.0032,0.0136,0.0073,-4.2951,1.4235,-0.7263,0.27,1
651,1110326400,179,232050000.0,87,YABUDOKEN,0,1,220970000,0.9998642533936651,15,pre-inspection,0.0032,0.0136,0.0073,-4.2951,1.4235,-0.7263,0.27,1
652,1110326400,327,204750000.0,340,HIGASHIONNAGUMI,1,1,192500000,0.9871794871794872,15,pre-inspection,0.0033,0.0119,0.0026,-247.6665,0.7059,-0.9871,0.3913,1
652,1110326400,327,204750000.0,72,OKIDENKO,0,1,193000000,0.9897435897435898,15,pre-inspection,0.0033,0.0119,0.0026,-247.6665,0.7059,-0.9871,0.3913,1
652,1110326400,327,204750000.0,1497,KYOTATSURUSANGYO,0,1,193200000,0.9907692307692307,15,pre-inspection,0.0033,0.0119,0.0026,-247.6665,0.7059,-0.9871,0.3913,0
652,1110326400,327,204750000.0,70,OKISOKENSETSU,0,1,193860000,0.9941538461538462,15,pre-inspection,0.0033,0.0119,0.0026,-247.6665,0.7059,-0.9871,0.3913,1
652,1110326400,327,204750000.0,1544,MIYOSHIKENSETSU,0,1,193900000,0.9943589743589744,15,pre-inspection,0.0033,0.0119,0.0026,-247.6665,0.7059,-0.9871,0.3913,1
652,1110326400,327,204750000.0,177,TAKAHASHIDOKEN,0,1,194000000,0.9948717948717949,15,pre-inspection,0.0033,0.0119,0.0026,-247.6665,0.7059,-0.9871,0.3913,1
652,1110326400,327,204750000.0,251,NISHIZAKIKOGYO,0,1,194000000,0.9948717948717949,15,pre-inspection,0.0033,0.0119,0.0026,-247.6665,0.7059,-0.9871,0.3913,1
652,1110326400,327,204750000.0,11,GUSUKUKENSETSU,0,1,194000000,0.9948717948717949,15,pre-inspection,0.0033,0.0119,0.0026,-247.6665,0.7059,-0.9871,0.3913,1
652,1110326400,327,204750000.0,127,YOSHINAGAGUMI,0,1,194000000,0.9948717948717949,15,pre-inspection,0.0033,0.0119,0.0026,-247.6665,0.7059,-0.9871,0.3913,1
652,1110326400,327,204750000.0,217,SHONAMITSUGUMI,0,1,194000000,0.9948717948717949,15,pre-inspection,0.0033,0.0119,0.0026,-247.6665,0.7059,-0.9871,0.3913,1
652,1110326400,327,204750000.0,101,MARUKEN,0,1,194500000,0.9974358974358974,15,pre-inspection,0.0033,0.0119,0.0026,-247.6665,0.7059,-0.9871,0.3913,1
652,1110326400,327,204750000.0,325,NAKAMOTOKOGYO,0,1,194500000,0.9974358974358974,15,pre-inspection,0.0033,0.0119,0.0026,-247.6665,0.7059,-0.9871,0.3913,1
652,1110326400,327,204750000.0,1673,NANYODOKEN,0,1,194500000,0.9974358974358974,15,pre-inspection,0.0033,0.0119,0.0026,-247.6665,0.7059,-0.9871,0.3913,1
652,1110326400,327,204750000.0,161,MEGUMIYUKENSETSU,0,1,194600000,0.997948717948718,15,pre-inspection,0.0033,0.0119,0.0026,-247.6665,0.7059,-0.9871,0.3913,1
652,1110326400,327,204750000.0,1520,HIKARIKENSETSU,0,1,194800000,0.9989743589743589,15,pre-inspection,0.0033,0.0119,0.0026,-247.6665,0.7059,-0.9871,0.3913,1
653,1111708800,36,2667000.0,510,GUSUKUKAIHATSU,1,0,2500000,0.984251968503937,10,pre-inspection,0.0095,0.036,0.004,988.6458,5.6219,2.0359,0.5222,0
653,1111708800,36,2667000.0,475,NAKAEDENKIKENSETSU,0,0,2510000,0.9881889763779528,10,pre-inspection,0.0095,0.036,0.004,988.6458,5.6219,2.0359,0.5222,0
653,1111708800,36,2667000.0,1176,CHUBUDAIRISEKI,0,0,2520000,0.9921259842519685,10,pre-inspection,0.0095,0.036,0.004,988.6458,5.6219,2.0359,0.5222,0
653,1111708800,36,2667000.0,805,HIKARIDOKEN,0,0,2520000,0.9921259842519685,10,pre-inspection,0.0095,0.036,0.004,988.6458,5.6219,2.0359,0.5222,0
653,1111708800,36,2667000.0,906,HARUKOMUTEN,0,0,2520000,0.9921259842519685,10,pre-inspection,0.0095,0.036,0.004,988.6458,5.6219,2.0359,0.5222,0
653,1111708800,36,2667000.0,1064,FUTOSHIYUKIGIKEN,0,0,2530000,0.9960629921259843,10,pre-inspection,0.0095,0.036,0.004,988.6458,5.6219,2.0359,0.5222,0
653,1111708800,36,2667000.0,513,KURIEITOGIKEN,0,0,2530000,0.9960629921259843,10,pre-inspection,0.0095,0.036,0.004,988.6458,5.6219,2.0359,0.5222,0
653,1111708800,36,2667000.0,1051,ZENDOKENSETSU,0,0,2530000,0.9960629921259843,10,pre-inspection,0.0095,0.036,0.004,988.6458,5.6219,2.0359,0.5222,0
653,1111708800,36,2667000.0,919,AKIRASHIROKENSETSU,0,0,2534000,0.9976377952755906,10,pre-inspection,0.0095,0.036,0.004,988.6458,5.6219,2.0359,0.5222,0
653,1111708800,36,2667000.0,751,MIYAZATOKENSETSU,0,0,2590000,1.0196850393700787,10,pre-inspection,0.0095,0.036,0.004,988.6458,5.6219,2.0359,0.5222,0
654,1111968000,284,38199000.0,1007,HOSHISHIROKENSETSU,1,0,36100000,0.9923034634414514,10,pre-inspection,0.0017,0.0064,0.0042,2842.3397,4.2851,-1.6761,0.4522,0
654,1111968000,284,38199000.0,993,JINUMIKENSETSU,0,0,36220000,0.9956019791094007,10,pre-inspection,0.0017,0.0064,0.0042,2842.3397,4.2851,-1.6761,0.4522,0
654,1111968000,284,38199000.0,232,SHINEIGUMI,0,0,36250000,0.9964266080263882,10,pre-inspection,0.0017,0.0064,0.0042,2842.3397,4.2851,-1.6761,0.4522,0
654,1111968000,284,38199000.0,1068,TAIHEIYOKAIHATSU,0,0,36250000,0.9964266080263882,10,pre-inspection,0.0017,0.0064,0.0042,2842.3397,4.2851,-1.6761,0.4522,0
654,1111968000,284,38199000.0,615,TSUBAMEKENSETSU,0,0,36250000,0.9964266080263882,10,pre-inspection,0.0017,0.0064,0.0042,2842.3397,4.2851,-1.6761,0.4522,0
654,1111968000,284,38199000.0,1611,OGAKAIHATSU,0,0,36250000,0.9964266080263882,10,pre-inspection,0.0017,0.0064,0.0042,2842.3397,4.2851,-1.6761,0.4522,0
654,1111968000,284,38199000.0,58,NAGAYOSHIDOKEN,0,0,36280000,0.9972512369433755,10,pre-inspection,0.0017,0.0064,0.0042,2842.3397,4.2851,-1.6761,0.4522,0
654,1111968000,284,38199000.0,1240,TOYOKENSETSU,0,0,36280000,0.9972512369433755,10,pre-inspection,0.0017,0.0064,0.0042,2842.3397,4.2851,-1.6761,0.4522,1
654,1111968000,284,38199000.0,1729,SHOWAKAIHATSU,0,0,36300000,0.9978009895547004,10,pre-inspection,0.0017,0.0064,0.0042,2842.3397,4.2851,-1.6761,0.4522,0
654,1111968000,284,38199000.0,1354,AKIRASHOKENSETSU,0,0,36330000,0.9986256184716877,10,pre-inspection,0.0017,0.0064,0.0042,2842.3397,4.2851,-1.6761,0.4522,0
655,1111968000,200,24360000.0,1250,TOKUKENSETSU,1,0,22504000,0.97,9,pre-inspection,0.009,0.0291,0.0076,1114.4923,-0.2884,-0.4732,0.2569,0
655,1111968000,200,24360000.0,1,ARAKAKIKENSETSU,0,0,22676000,0.9774137931034482,9,pre-inspection,0.009,0.0291,0.0076,1114.4923,-0.2884,-0.4732,0.2569,1
655,1111968000,200,24360000.0,1413,YOROZUSHIGERUJUKIDOBOKU,0,0,22710000,0.9788793103448276,9,pre-inspection,0.009,0.0291,0.0076,1114.4923,-0.2884,-0.4732,0.2569,0
655,1111968000,200,24360000.0,1233,AZUMASEIKENSETSU,0,0,22890000,0.9866379310344827,9,pre-inspection,0.009,0.0291,0.0076,1114.4923,-0.2884,-0.4732,0.2569,0
655,1111968000,200,24360000.0,1237,TOHOKENSETSU,0,0,22890600,0.9866637931034483,9,pre-inspection,0.009,0.0291,0.0076,1114.4923,-0.2884,-0.4732,0.2569,0
655,1111968000,200,24360000.0,1054,SOKEN,0,0,22940000,0.9887931034482759,9,pre-inspection,0.009,0.0291,0.0076,1114.4923,-0.2884,-0.4732,0.2569,0
655,1111968000,200,24360000.0,1301,TAIRATAKASHIGUMI,0,0,22980000,0.9905172413793103,9,pre-inspection,0.009,0.0291,0.0076,1114.4923,-0.2884,-0.4732,0.2569,0
655,1111968000,200,24360000.0,542,TOPPU?FUAMU,0,0,23070000,0.9943965517241379,9,pre-inspection,0.009,0.0291,0.0076,1114.4923,-0.2884,-0.4732,0.2569,0
655,1111968000,200,24360000.0,1350,AKIRAKYODOKEN,0,0,23158000,0.9981896551724138,9,pre-inspection,0.009,0.0291,0.0076,1114.4923,-0.2884,-0.4732,0.2569,0
656,1114473600,320,14805000.0,1171,CHUODOKEN,1,0,13860000,0.9829787234042553,10,pre-inspection,0.0032,0.0101,0.0058,3367.4726,0.172,-0.7911,0.2786,0
656,1114473600,320,14805000.0,201,YAMANIHAKAIHATSU,0,0,13910000,0.9865248226950355,10,pre-inspection,0.0032,0.0101,0.0058,3367.4726,0.172,-0.7911,0.2786,0
656,1114473600,320,14805000.0,675,MARUMITSUSANGYO,0,0,13916000,0.9869503546099291,10,pre-inspection,0.0032,0.0101,0.0058,3367.4726,0.172,-0.7911,0.2786,0
656,1114473600,320,14805000.0,866,YAMAKENSETSU,0,0,13941000,0.9887234042553191,10,pre-inspection,0.0032,0.0101,0.0058,3367.4726,0.172,-0.7911,0.2786,0
656,1114473600,320,14805000.0,650,UMINISHIKOGYO,0,0,13945000,0.9890070921985815,10,pre-inspection,0.0032,0.0101,0.0058,3367.4726,0.172,-0.7911,0.2786,0
656,1114473600,320,14805000.0,767,KYOISAMUKAIHATSU,0,0,13960000,0.9900709219858156,10,pre-inspection,0.0032,0.0101,0.0058,3367.4726,0.172,-0.7911,0.2786,0
656,1114473600,320,14805000.0,1242,TOYODOKEN,0,0,13980000,0.9914893617021276,10,pre-inspection,0.0032,0.0101,0.0058,3367.4726,0.172,-0.7911,0.2786,0
656,1114473600,320,14805000.0,1451,NAGAYAMADOBOKUKOGYO,0,0,13986000,0.9919148936170212,10,pre-inspection,0.0032,0.0101,0.0058,3367.4726,0.172,-0.7911,0.2786,0
656,1114473600,320,14805000.0,1248,TOKIYOSHIDOBOKU,0,0,13996000,0.9926241134751773,10,pre-inspection,0.0032,0.0101,0.0058,3367.4726,0.172,-0.7911,0.2786,0
656,1114473600,320,14805000.0,1519,GODAIKENSETSU,0,0,14000000,0.9929078014184397,10,pre-inspection,0.0032,0.0101,0.0058,3367.4726,0.172,-0.7911,0.2786,0
657,1115596800,273,10353000.0,147,GOKENSETSU,1,0,9620000,0.9756592292089249,10,pre-inspection,0.0069,0.0239,0.0239,37.89,0.5873,-0.8484,0.2826,0
657,1115596800,273,10353000.0,930,UEHARAKENSETSU,0,0,9700000,0.9837728194726166,10,pre-inspection,0.0069,0.0239,0.0239,37.89,0.5873,-0.8484,0.2826,0
657,1115596800,273,10353000.0,274,TAIKI,0,0,9720000,0.9858012170385395,10,pre-inspection,0.0069,0.0239,0.0239,37.89,0.5873,-0.8484,0.2826,0
657,1115596800,273,10353000.0,898,KOTOBUKISANGYO,0,0,9730000,0.986815415821501,10,pre-inspection,0.0069,0.0239,0.0239,37.89,0.5873,-0.8484,0.2826,0
657,1115596800,273,10353000.0,609,NAGAKIKENSETSU,0,0,9760000,0.9898580121703854,10,pre-inspection,0.0069,0.0239,0.0239,37.89,0.5873,-0.8484,0.2826,0
657,1115596800,273,10353000.0,937,UESHINKOGYO,0,0,9800000,0.9939148073022313,10,pre-inspection,0.0069,0.0239,0.0239,37.89,0.5873,-0.8484,0.2826,0
657,1115596800,273,10353000.0,554,MARUYASUKENSETSU,0,0,9800000,0.9939148073022313,10,pre-inspection,0.0069,0.0239,0.0239,37.89,0.5873,-0.8484,0.2826,0
657,1115596800,273,10353000.0,459,SANEISANGYO,0,0,9802000,0.9941176470588236,10,pre-inspection,0.0069,0.0239,0.0239,37.89,0.5873,-0.8484,0.2826,0
657,1115596800,273,10353000.0,461,YAMASHIROKOGYO,0,0,9810000,0.9949290060851927,10,pre-inspection,0.0069,0.0239,0.0239,37.89,0.5873,-0.8484,0.2826,0
657,1115596800,273,10353000.0,486,MISATOKOGYO,0,0,9850000,0.9989858012170385,10,pre-inspection,0.0069,0.0239,0.0239,37.89,0.5873,-0.8484,0.2826,0
658,1115942400,10,24675000.0,237,SHINTOKOMUTEN,1,0,23000000,0.9787234042553191,10,pre-inspection,0.005,0.0174,0.0126,27.0966,5.1657,-2.0505,0.525,0
658,1115942400,10,24675000.0,601,URANISHIKAIHATSU,0,0,23250000,0.9893617021276596,10,pre-inspection,0.005,0.0174,0.0126,27.0966,5.1657,-2.0505,0.525,0
658,1115942400,10,24675000.0,1137,DAIHOKENSETSU,0,0,23270000,0.9902127659574468,10,pre-inspection,0.005,0.0174,0.0126,27.0966,5.1657,-2.0505,0.525,0
658,1115942400,10,24675000.0,984,MASAKAEKOGYO,0,0,23290000,0.9910638297872341,10,pre-inspection,0.005,0.0174,0.0126,27.0966,5.1657,-2.0505,0.525,0
658,1115942400,10,24675000.0,790,KUWAEKOGYO,0,0,23300000,0.9914893617021276,10,pre-inspection,0.005,0.0174,0.0126,27.0966,5.1657,-2.0505,0.525,0
658,1115942400,10,24675000.0,607,ENOBIKOGYO,0,0,23330000,0.9927659574468085,10,pre-inspection,0.005,0.0174,0.0126,27.0966,5.1657,-2.0505,0.525,0
658,1115942400,10,24675000.0,1368,YOKODAKENSETSU,0,0,23350000,0.9936170212765958,10,pre-inspection,0.005,0.0174,0.0126,27.0966,5.1657,-2.0505,0.525,0
658,1115942400,10,24675000.0,1292,HAMAMOTOGUMI,0,0,23370000,0.994468085106383,10,pre-inspection,0.005,0.0174,0.0126,27.0966,5.1657,-2.0505,0.525,1
658,1115942400,10,24675000.0,696,MARUNAKADOBOKU,0,0,23400000,0.9957446808510638,10,pre-inspection,0.005,0.0174,0.0126,27.0966,5.1657,-2.0505,0.525,0
658,1115942400,10,24675000.0,613,EIWAKAIHATSU,0,0,23400000,0.9957446808510638,10,pre-inspection,0.005,0.0174,0.0126,27.0966,5.1657,-2.0505,0.525,0
659,1116201600,273,15225000.0,1292,HAMAMOTOGUMI,1,0,14300000,0.9862068965517241,10,pre-inspection,0.0037,0.0112,0.0098,12.821,-0.2565,-0.8018,0.3,1
659,1116201600,273,15225000.0,587,ISHIKIKAIHATSU,0,0,14320000,0.9875862068965517,10,pre-inspection,0.0037,0.0112,0.0098,12.821,-0.2565,-0.8018,0.3,0
659,1116201600,273,15225000.0,729,HISAKOMUTEN,0,0,14380000,0.9917241379310345,10,pre-inspection,0.0037,0.0112,0.0098,12.821,-0.2565,-0.8018,0.3,0
659,1116201600,273,15225000.0,840,SAKINAOKENSETSU,0,0,14380000,0.9917241379310345,10,pre-inspection,0.0037,0.0112,0.0098,12.821,-0.2565,-0.8018,0.3,0
659,1116201600,273,15225000.0,188,SANSEIKENSETSU,0,0,14400000,0.993103448275862,10,pre-inspection,0.0037,0.0112,0.0098,12.821,-0.2565,-0.8018,0.3,0
659,1116201600,273,15225000.0,316,NAKAMURAKOMUTEN,0,0,14420000,0.9944827586206897,10,pre-inspection,0.0037,0.0112,0.0098,12.821,-0.2565,-0.8018,0.3,0
659,1116201600,273,15225000.0,1232,TOSHINKENSETSUKOGYO,0,0,14420000,0.9944827586206897,10,pre-inspection,0.0037,0.0112,0.0098,12.821,-0.2565,-0.8018,0.3,0
659,1116201600,273,15225000.0,1560,SHOHEIKOGYO,0,0,14440000,0.9958620689655172,10,pre-inspection,0.0037,0.0112,0.0098,12.821,-0.2565,-0.8018,0.3,0
659,1116201600,273,15225000.0,711,KISHIMOTOGUMI,0,0,14450000,0.996551724137931,10,pre-inspection,0.0037,0.0112,0.0098,12.821,-0.2565,-0.8018,0.3,0
659,1116201600,273,15225000.0,162,KENKIZUKIKENSETSU,0,0,14460000,0.9972413793103448,10,pre-inspection,0.0037,0.0112,0.0098,12.821,-0.2565,-0.8018,0.3,0
660,1116374400,159,46200000.0,1159,TATSUOGUMI,1,0,43200000,0.9818181818181818,10,pre-inspection,0.006,0.0167,0.0076,-121.5234,-1.2087,-0.6318,0.3333,0
660,1116374400,159,46200000.0,1708,HOMBUZOEN,0,0,43300000,0.9840909090909091,10,pre-inspection,0.006,0.0167,0.0076,-121.5234,-1.2087,-0.6318,0.3333,0
660,1116374400,159,46200000.0,1043,MAEHARAGUMI,0,0,43410000,0.9865909090909091,10,pre-inspection,0.006,0.0167,0.0076,-121.5234,-1.2087,-0.6318,0.3333,0
660,1116374400,159,46200000.0,1350,AKIRAKYODOKEN,0,0,43527000,0.98925,10,pre-inspection,0.006,0.0167,0.0076,-121.5234,-1.2087,-0.6318,0.3333,0
660,1116374400,159,46200000.0,1356,AKIRAWAKENSETSU,0,0,43700000,0.9931818181818182,10,pre-inspection,0.006,0.0167,0.0076,-121.5234,-1.2087,-0.6318,0.3333,0
660,1116374400,159,46200000.0,852,SANKOKENSETSUKOGYO,0,0,43800000,0.9954545454545455,10,pre-inspection,0.006,0.0167,0.0076,-121.5234,-1.2087,-0.6318,0.3333,0
660,1116374400,159,46200000.0,813,TAKAOGUMI,0,0,43800000,0.9954545454545455,10,pre-inspection,0.006,0.0167,0.0076,-121.5234,-1.2087,-0.6318,0.3333,0
660,1116374400,159,46200000.0,246,SESOKOSANGYO,0,0,43850000,0.9965909090909091,10,pre-inspection,0.006,0.0167,0.0076,-121.5234,-1.2087,-0.6318,0.3333,0
660,1116374400,159,46200000.0,798,GODAIKENSETSU,0,0,43900000,0.9977272727272727,10,pre-inspection,0.006,0.0167,0.0076,-121.5234,-1.2087,-0.6318,0.3333,0
660,1116374400,159,46200000.0,1100,OSHIROKENSETSU,0,0,43920000,0.9981818181818182,10,pre-inspection,0.006,0.0167,0.0076,-121.5234,-1.2087,-0.6318,0.3333,0
661,1116547200,52,10040000.0,769,TAMAKENSETSU,1,0,9350000,0.9778386454183267,10,pre-inspection,0.0068,0.0214,0.015,490.386,-0.72,-0.4786,0.2,0
661,1116547200,52,10040000.0,1082,DAIKENKOGYO,0,0,9380000,0.9809760956175299,10,pre-inspection,0.0068,0.0214,0.015,490.386,-0.72,-0.4786,0.2,0
661,1116547200,52,10040000.0,1204,TSUKAYAMAKENSETSU,0,0,9400000,0.9830677290836654,10,pre-inspection,0.0068,0.0214,0.015,490.386,-0.72,-0.4786,0.2,0
661,1116547200,52,10040000.0,1308,TAIRAKENSETSU,0,0,9450000,0.9882968127490039,10,pre-inspection,0.0068,0.0214,0.015,490.386,-0.72,-0.4786,0.2,0
661,1116547200,52,10040000.0,918,AKIRAKENSETSU,0,0,9470000,0.9903884462151394,10,pre-inspection,0.0068,0.0214,0.015,490.386,-0.72,-0.4786,0.2,0
661,1116547200,52,10040000.0,755,KYUYOKENSETSU,0,0,9480000,0.9914342629482071,10,pre-inspection,0.0068,0.0214,0.015,490.386,-0.72,-0.4786,0.2,0
661,1116547200,52,10040000.0,925,MATSUDAGUMI,0,0,9490000,0.9924800796812749,10,pre-inspection,0.0068,0.0214,0.015,490.386,-0.72,-0.4786,0.2,0
661,1116547200,52,10040000.0,1178,NAKAIMARINGYO,0,0,9500000,0.9935258964143426,10,pre-inspection,0.0068,0.0214,0.015,490.386,-0.72,-0.4786,0.2,0
661,1116547200,52,10040000.0,871,YAMASHIROJUKIUNYU,0,0,9520000,0.9956175298804781,10,pre-inspection,0.0068,0.0214,0.015,490.386,-0.72,-0.4786,0.2,0
661,1116547200,52,10040000.0,1336,MATAYOSHISANGYO,0,0,9550000,0.9987549800796812,10,pre-inspection,0.0068,0.0214,0.015,490.386,-0.72,-0.4786,0.2,0
662,1116979200,203,227640000.0,241,KAMIMOTOGUMI,1,1,212000000,0.977859778597786,13,pre-inspection,0.0053,0.0222,0.0156,-152.5881,6.8355,-2.1974,0.5614,1
662,1116979200,203,227640000.0,385,FUJIDOKEN,0,1,215000000,0.9916974169741697,13,pre-inspection,0.0053,0.0222,0.0156,-152.5881,6.8355,-2.1974,0.5614,1
662,1116979200,203,227640000.0,387,TAKESHIKOKUKENSETSU,0,1,215000000,0.9916974169741697,13,pre-inspection,0.0053,0.0222,0.0156,-152.5881,6.8355,-2.1974,0.5614,1
662,1116979200,203,227640000.0,406,HOKUBUDORO,0,1,215260000,0.9928966789667897,13,pre-inspection,0.0053,0.0222,0.0156,-152.5881,6.8355,-2.1974,0.5614,0
662,1116979200,203,227640000.0,411,NAGOKENSETSU,0,1,215300000,0.9930811808118081,13,pre-inspection,0.0053,0.0222,0.0156,-152.5881,6.8355,-2.1974,0.5614,1
662,1116979200,203,227640000.0,1642,NAKAHODODOKEN,0,1,215400000,0.9935424354243543,13,pre-inspection,0.0053,0.0222,0.0156,-152.5881,6.8355,-2.1974,0.5614,1
662,1116979200,203,227640000.0,342,HIGASHIKAIHATSU,0,1,215550000,0.9942343173431735,13,pre-inspection,0.0053,0.0222,0.0156,-152.5881,6.8355,-2.1974,0.5614,1
662,1116979200,203,227640000.0,490,HENNAGUMI,0,1,215600000,0.9944649446494465,13,pre-inspection,0.0053,0.0222,0.0156,-152.5881,6.8355,-2.1974,0.5614,1
662,1116979200,203,227640000.0,337,TOKUJIGUMI,0,1,215700000,0.9949261992619927,13,pre-inspection,0.0053,0.0222,0.0156,-152.5881,6.8355,-2.1974,0.5614,1
662,1116979200,203,227640000.0,1325,KITAKATSUKENSETSU,0,1,215800000,0.9953874538745388,13,pre-inspection,0.0053,0.0222,0.0156,-152.5881,6.8355,-2.1974,0.5614,1
662,1116979200,203,227640000.0,868,YAMAGUCHIKENSETSU,0,1,216000000,0.996309963099631,13,pre-inspection,0.0053,0.0222,0.0156,-152.5881,6.8355,-2.1974,0.5614,1
662,1116979200,203,227640000.0,336,TOKASHIKIGUMI,0,1,216680000,0.9994464944649446,13,pre-inspection,0.0053,0.0222,0.0156,-152.5881,6.8355,-2.1974,0.5614,1
662,1116979200,203,227640000.0,87,YABUDOKEN,0,1,216700000,0.9995387453874539,13,pre-inspection,0.0053,0.0222,0.0156,-152.5881,6.8355,-2.1974,0.5614,1
663,1117497600,84,43050000.0,1192,NAKADAKENSETSU,1,0,40500000,0.9878048780487805,10,pre-inspection,0.0033,0.0099,0.0058,-229.2753,0.0759,-0.9209,0.3224,0
663,1117497600,84,43050000.0,450,IZENAKENSETSU,0,0,40600000,0.9902439024390244,10,pre-inspection,0.0033,0.0099,0.0058,-229.2753,0.0759,-0.9209,0.3224,0
663,1117497600,84,43050000.0,1151,HIROTOKENSETSU,0,0,40710000,0.9929268292682927,10,pre-inspection,0.0033,0.0099,0.0058,-229.2753,0.0759,-0.9209,0.3224,0
663,1117497600,84,43050000.0,586,ITOKENSETSU,0,0,40735000,0.9935365853658537,10,pre-inspection,0.0033,0.0099,0.0058,-229.2753,0.0759,-0.9209,0.3224,0
663,1117497600,84,43050000.0,1236,HIGASHIYUTAKAKENSETSU,0,0,40750000,0.9939024390243902,10,pre-inspection,0.0033,0.0099,0.0058,-229.2753,0.0759,-0.9209,0.3224,0
663,1117497600,84,43050000.0,512,GURINKENSETSU,0,0,40830000,0.9958536585365854,10,pre-inspection,0.0033,0.0099,0.0058,-229.2753,0.0759,-0.9209,0.3224,0
663,1117497600,84,43050000.0,933,UEHARAGUMI,0,0,40850000,0.9963414634146341,10,pre-inspection,0.0033,0.0099,0.0058,-229.2753,0.0759,-0.9209,0.3224,0
663,1117497600,84,43050000.0,663,MARUIDENKEN,0,0,40880000,0.9970731707317073,10,pre-inspection,0.0033,0.0099,0.0058,-229.2753,0.0759,-0.9209,0.3224,0
663,1117497600,84,43050000.0,591,IHEYAKOGYO,0,0,40900000,0.9975609756097561,10,pre-inspection,0.0033,0.0099,0.0058,-229.2753,0.0759,-0.9209,0.3224,0
663,1117497600,84,43050000.0,421,SATOSHINKAIHATSU,0,0,40902000,0.997609756097561,10,pre-inspection,0.0033,0.0099,0.0058,-229.2753,0.0759,-0.9209,0.3224,0
