Tender,Date,Site,Pre-Tender Estimate (PTE),Competitors,Name competitors,Winner,Collusive_competitor,Bid_value,Difference Bid/PTE,Number_bids,Period investigation by JFTC,CV,SPD,DIFFP,RD,KURT,SKEW,KSTEST,Collusive_competitor_original
2,1050537600,115,14952000.0,1305,HEISEIKAIHATSU,0,0,11169000,0.7843398876404495,10,pre-inspection,0.1021,0.2982,0.0231,0.2375,-1.2043,0.8118,0.403,0
2,1050537600,115,14952000.0,881,YAMAZATODOKEN,1,0,11427370,0.8024838483146067,10,pre-inspection,0.1021,0.2982,0.0231,0.2375,-1.2043,0.8118,0.403,0
2,1050537600,115,14952000.0,685,MARUSARUKENSETSU,0,0,11456000,0.8044943820224719,10,pre-inspection,0.1021,0.2982,0.0231,0.2375,-1.2043,0.8118,0.403,0
2,1050537600,115,14952000.0,691,MARUMORIGUMI,0,0,11487700,0.8067205056179775,10,pre-inspection,0.1021,0.2982,0.0231,0.2375,-1.2043,0.8118,0.403,0
2,1050537600,115,14952000.0,125,GIMAKENSETSU,0,0,11492000,0.8070224719101123,10,pre-inspection,0.1021,0.2982,0.0231,0.2375,-1.2043,0.8118,0.403,0
2,1050537600,115,14952000.0,1228,TOKAIKOGYOKENSETSU,0,0,12000000,0.8426966292134831,10,pre-inspection,0.1021,0.2982,0.0231,0.2375,-1.2043,0.8118,0.403,0
2,1050537600,115,14952000.0,97,MARUHITOKUMI,0,0,12500000,0.8778089887640449,10,pre-inspection,0.1021,0.2982,0.0231,0.2375,-1.2043,0.8118,0.403,0
2,1050537600,115,14952000.0,718,GIMADOBOKU,0,0,13900000,0.976123595505618,10,pre-inspection,0.1021,0.2982,0.0231,0.2375,-1.2043,0.8118,0.403,0
2,1050537600,115,14952000.0,599,UKOJOGUMI,0,0,14000000,0.9831460674157303,10,pre-inspection,0.1021,0.2982,0.0231,0.2375,-1.2043,0.8118,0.403,0
2,1050537600,115,14952000.0,682,MARUITODOBOKU,0,0,14500000,1.0182584269662922,10,pre-inspection,0.1021,0.2982,0.0231,0.2375,-1.2043,0.8118,0.403,0
3,1051228800,115,23667000.0,125,GIMAKENSETSU,1,0,18066720,0.8015403726708075,10,pre-inspection,0.0916,0.2515,0.0025,0.0245,-1.638,-0.4335,0.2896,0
3,1051228800,115,23667000.0,304,TAIYU,0,0,18112000,0.8035492457852706,10,pre-inspection,0.0916,0.2515,0.0025,0.0245,-1.638,-0.4335,0.2896,0
3,1051228800,115,23667000.0,691,MARUMORIGUMI,0,0,18114100,0.8036424134871339,10,pre-inspection,0.0916,0.2515,0.0025,0.0245,-1.638,-0.4335,0.2896,0
3,1051228800,115,23667000.0,32,HIRATASANGYO,0,0,19970000,0.885980479148181,10,pre-inspection,0.0916,0.2515,0.0025,0.0245,-1.638,-0.4335,0.2896,0
3,1051228800,115,23667000.0,1393,HAYASHIKANKENSETSU,0,0,20946000,0.9292812777284827,10,pre-inspection,0.0916,0.2515,0.0025,0.0245,-1.638,-0.4335,0.2896,0
3,1051228800,115,23667000.0,1283,HIGAGUMI,0,0,21000000,0.9316770186335404,10,pre-inspection,0.0916,0.2515,0.0025,0.0245,-1.638,-0.4335,0.2896,0
3,1051228800,115,23667000.0,178,KODAIKENSETSU,0,0,22000000,0.9760425909494232,10,pre-inspection,0.0916,0.2515,0.0025,0.0245,-1.638,-0.4335,0.2896,0
3,1051228800,115,23667000.0,718,GIMADOBOKU,0,0,22300000,0.9893522626441881,10,pre-inspection,0.0916,0.2515,0.0025,0.0245,-1.638,-0.4335,0.2896,0
3,1051228800,115,23667000.0,599,UKOJOGUMI,0,0,22500000,0.9982253771073647,10,pre-inspection,0.0916,0.2515,0.0025,0.0245,-1.638,-0.4335,0.2896,0
3,1051228800,115,23667000.0,715,KINOUGUMI,0,0,22610000,1.0031055900621118,10,pre-inspection,0.0916,0.2515,0.0025,0.0245,-1.638,-0.4335,0.2896,0
4,1052352000,84,38800000.0,1293,HAMASHINDOKEN,1,0,36400000,0.9850515463917526,10,pre-inspection,0.004,0.0137,0.0065,1.6591,1.7464,-1.0795,0.374,0
4,1052352000,84,38800000.0,785,KANESHIRODOKEN,0,0,36637000,0.991465206185567,10,pre-inspection,0.004,0.0137,0.0065,1.6591,1.7464,-1.0795,0.374,0
4,1052352000,84,38800000.0,179,KOTAKARAKENSETSU,0,0,36670000,0.9923582474226804,10,pre-inspection,0.004,0.0137,0.0065,1.6591,1.7464,-1.0795,0.374,0
4,1052352000,84,38800000.0,1059,KURASHIMOKUMI,0,0,36684000,0.9927371134020618,10,pre-inspection,0.004,0.0137,0.0065,1.6591,1.7464,-1.0795,0.374,0
4,1052352000,84,38800000.0,999,YOITSUKIKENSETSU,0,0,36698000,0.9931159793814432,10,pre-inspection,0.004,0.0137,0.0065,1.6591,1.7464,-1.0795,0.374,0
4,1052352000,84,38800000.0,1070,DAIANGUMI,0,0,36750000,0.9945231958762887,10,pre-inspection,0.004,0.0137,0.0065,1.6591,1.7464,-1.0795,0.374,0
4,1052352000,84,38800000.0,591,IHEYAKOGYO,0,0,36800000,0.9958762886597938,10,pre-inspection,0.004,0.0137,0.0065,1.6591,1.7464,-1.0795,0.374,0
4,1052352000,84,38800000.0,933,UEHARAGUMI,0,0,36860000,0.9975,10,pre-inspection,0.004,0.0137,0.0065,1.6591,1.7464,-1.0795,0.374,0
4,1052352000,84,38800000.0,586,ITOKENSETSU,0,0,36875000,0.9979059278350515,10,pre-inspection,0.004,0.0137,0.0065,1.6591,1.7464,-1.0795,0.374,0
4,1052352000,84,38800000.0,1100,OSHIROKENSETSU,0,0,36900000,0.9985824742268041,10,pre-inspection,0.004,0.0137,0.0065,1.6591,1.7464,-1.0795,0.374,0
5,1052697600,56,15800000.0,852,SANKOKENSETSUKOGYO,1,0,14600000,0.970253164556962,10,pre-inspection,0.0082,0.0282,0.0027,0.4312,0.4611,0.6144,0.2453,0
5,1052697600,56,15800000.0,1233,AZUMASEIKENSETSU,0,0,14640000,0.9729113924050633,10,pre-inspection,0.0082,0.0282,0.0027,0.4312,0.4611,0.6144,0.2453,0
5,1052697600,56,15800000.0,876,YAMAKAWAKENSETSU,0,0,14700000,0.9768987341772152,10,pre-inspection,0.0082,0.0282,0.0027,0.4312,0.4611,0.6144,0.2453,0
5,1052697600,56,15800000.0,1337,MATAYOSHIJUKIKENSETSU,0,0,14730000,0.9788924050632911,10,pre-inspection,0.0082,0.0282,0.0027,0.4312,0.4611,0.6144,0.2453,0
5,1052697600,56,15800000.0,625,OKIKOSETSU,0,0,14747000,0.9800221518987342,10,pre-inspection,0.0082,0.0282,0.0027,0.4312,0.4611,0.6144,0.2453,0
5,1052697600,56,15800000.0,798,GODAIKENSETSU,0,0,14770000,0.9815506329113924,10,pre-inspection,0.0082,0.0282,0.0027,0.4312,0.4611,0.6144,0.2453,0
5,1052697600,56,15800000.0,899,MUNEYUKIKENSETSU,0,0,14800000,0.9835443037974684,10,pre-inspection,0.0082,0.0282,0.0027,0.4312,0.4611,0.6144,0.2453,0
5,1052697600,56,15800000.0,1043,MAEHARAGUMI,0,0,14828000,0.9854050632911392,10,pre-inspection,0.0082,0.0282,0.0027,0.4312,0.4611,0.6144,0.2453,0
5,1052697600,56,15800000.0,1413,YOROZUSHIGERUJUKIDOBOKU,0,0,14900000,0.9901898734177215,10,pre-inspection,0.0082,0.0282,0.0027,0.4312,0.4611,0.6144,0.2453,0
5,1052697600,56,15800000.0,757,KYOEIKENSETSU,0,0,15011000,0.9975664556962025,10,pre-inspection,0.0082,0.0282,0.0027,0.4312,0.4611,0.6144,0.2453,0
6,1052870400,10,8820000.0,955,SHIMMARUKODOKEN,1,0,8240000,0.9809523809523809,10,pre-inspection,0.0045,0.0146,0.0036,1.0258,0.0641,-0.3211,0.2167,0
6,1052870400,10,8820000.0,169,KOTATSURUKIKAKU,0,0,8270000,0.9845238095238096,10,pre-inspection,0.0045,0.0146,0.0036,1.0258,0.0641,-0.3211,0.2167,0
6,1052870400,10,8820000.0,1115,OKURAKOGYO,0,0,8290000,0.986904761904762,10,pre-inspection,0.0045,0.0146,0.0036,1.0258,0.0641,-0.3211,0.2167,0
6,1052870400,10,8820000.0,1579,SHINJOKOGYO,0,0,8300000,0.9880952380952381,10,pre-inspection,0.0045,0.0146,0.0036,1.0258,0.0641,-0.3211,0.2167,0
6,1052870400,10,8820000.0,131,MIYAHIROSHIGUMI,0,0,8310000,0.9892857142857143,10,pre-inspection,0.0045,0.0146,0.0036,1.0258,0.0641,-0.3211,0.2167,0
6,1052870400,10,8820000.0,618,OKUMAJUKIDOBOKU,0,0,8310000,0.9892857142857143,10,pre-inspection,0.0045,0.0146,0.0036,1.0258,0.0641,-0.3211,0.2167,0
6,1052870400,10,8820000.0,903,AKIKENSETSU,0,0,8320000,0.9904761904761905,10,pre-inspection,0.0045,0.0146,0.0036,1.0258,0.0641,-0.3211,0.2167,0
6,1052870400,10,8820000.0,1592,MAKOTOWAKENSETSU,0,0,8330000,0.9916666666666667,10,pre-inspection,0.0045,0.0146,0.0036,1.0258,0.0641,-0.3211,0.2167,0
6,1052870400,10,8820000.0,1114,DAIZENKENSETSU,0,0,8360000,0.9952380952380953,10,pre-inspection,0.0045,0.0146,0.0036,1.0258,0.0641,-0.3211,0.2167,0
6,1052870400,10,8820000.0,614,KOSHIRAIKENSETSU,0,0,8360000,0.9952380952380953,10,pre-inspection,0.0045,0.0146,0.0036,1.0258,0.0641,-0.3211,0.2167,0
7,1052870400,270,8080000.0,794,MINAMOTOKENSETSU,1,0,7450000,0.9681311881188119,10,pre-inspection,0.0103,0.0314,0.0067,0.647,-0.1258,-0.9291,0.3265,0
7,1052870400,270,8080000.0,484,UCHIMAKENSETSU,0,0,7500000,0.9746287128712872,10,pre-inspection,0.0103,0.0314,0.0067,0.647,-0.1258,-0.9291,0.3265,0
7,1052870400,270,8080000.0,1700,MINESANGYO,0,0,7550000,0.9811262376237624,10,pre-inspection,0.0103,0.0314,0.0067,0.647,-0.1258,-0.9291,0.3265,0
7,1052870400,270,8080000.0,876,YAMAKAWAKENSETSU,0,0,7590000,0.9863242574257426,10,pre-inspection,0.0103,0.0314,0.0067,0.647,-0.1258,-0.9291,0.3265,0
7,1052870400,270,8080000.0,1730,ATAENAMINEGUMI,0,0,7620000,0.9902227722772278,10,pre-inspection,0.0103,0.0314,0.0067,0.647,-0.1258,-0.9291,0.3265,0
7,1052870400,270,8080000.0,534,TAMAKISANGYO,0,0,7631000,0.9916522277227723,10,pre-inspection,0.0103,0.0314,0.0067,0.647,-0.1258,-0.9291,0.3265,0
7,1052870400,270,8080000.0,753,MIYAZATOGUMI,0,0,7650000,0.9941212871287128,10,pre-inspection,0.0103,0.0314,0.0067,0.647,-0.1258,-0.9291,0.3265,0
7,1052870400,270,8080000.0,1222,SHIMASEIKENSETSU,0,0,7655000,0.9947710396039604,10,pre-inspection,0.0103,0.0314,0.0067,0.647,-0.1258,-0.9291,0.3265,0
7,1052870400,270,8080000.0,967,SHINJOGUMI,0,0,7680000,0.998019801980198,10,pre-inspection,0.0103,0.0314,0.0067,0.647,-0.1258,-0.9291,0.3265,0
7,1052870400,270,8080000.0,160,KINRAKENSETSU,0,0,7684000,0.9985396039603961,10,pre-inspection,0.0103,0.0314,0.0067,0.647,-0.1258,-0.9291,0.3265,0
8,1053043200,273,18900000.0,1042,KAWAHIRAGUMI,1,0,17700000,0.9833333333333333,10,pre-inspection,0.0049,0.0169,0.0056,1.2522,0.3353,-0.3081,0.2333,0
8,1053043200,273,18900000.0,907,TATEKENSETSU,0,0,17800000,0.9888888888888889,10,pre-inspection,0.0049,0.0169,0.0056,1.2522,0.3353,-0.3081,0.2333,0
8,1053043200,273,18900000.0,1695,HEISEIKENSETSU,0,0,17820000,0.99,10,pre-inspection,0.0049,0.0169,0.0056,1.2522,0.3353,-0.3081,0.2333,0
8,1053043200,273,18900000.0,181,KOKUSAIJUKI,0,0,17840000,0.9911111111111112,10,pre-inspection,0.0049,0.0169,0.0056,1.2522,0.3353,-0.3081,0.2333,0
8,1053043200,273,18900000.0,947,ARAIKENSETSU,0,0,17850000,0.9916666666666667,10,pre-inspection,0.0049,0.0169,0.0056,1.2522,0.3353,-0.3081,0.2333,0
8,1053043200,273,18900000.0,335,TABATAKENSETSU,0,0,17880000,0.9933333333333333,10,pre-inspection,0.0049,0.0169,0.0056,1.2522,0.3353,-0.3081,0.2333,0
8,1053043200,273,18900000.0,930,UEHARAKENSETSU,0,0,17900000,0.9944444444444445,10,pre-inspection,0.0049,0.0169,0.0056,1.2522,0.3353,-0.3081,0.2333,0
8,1053043200,273,18900000.0,1135,OTOYOTATSURUSAN,0,0,17920000,0.9955555555555555,10,pre-inspection,0.0049,0.0169,0.0056,1.2522,0.3353,-0.3081,0.2333,0
8,1053043200,273,18900000.0,729,HISAKOMUTEN,0,0,17980000,0.9988888888888889,10,pre-inspection,0.0049,0.0169,0.0056,1.2522,0.3353,-0.3081,0.2333,0
8,1053043200,273,18900000.0,765,KYOWAKOMUTEN,0,0,18000000,1.0,10,pre-inspection,0.0049,0.0169,0.0056,1.2522,0.3353,-0.3081,0.2333,0
9,1053475200,103,282282000.0,1424,ORIENTARUKENSETSU,1,0,263600000,0.9805088528492784,10,pre-inspection,0.0017,0.0053,0.0011,0.8018,-0.1981,0.7886,0.2714,0
9,1053475200,103,282282000.0,383,FUJIPIESU,0,0,263900000,0.9816247582205029,10,pre-inspection,0.0017,0.0053,0.0011,0.8018,-0.1981,0.7886,0.2714,0
9,1053475200,103,282282000.0,47,ABEKOGYOSHO,0,0,264000000,0.9819967266775778,10,pre-inspection,0.0017,0.0053,0.0011,0.8018,-0.1981,0.7886,0.2714,0
9,1053475200,103,282282000.0,30,PIESUMITSUBISHI,0,0,264000000,0.9819967266775778,10,pre-inspection,0.0017,0.0053,0.0011,0.8018,-0.1981,0.7886,0.2714,0
9,1053475200,103,282282000.0,1686,TOBISHIMAKENSETSU,0,0,264000000,0.9819967266775778,10,pre-inspection,0.0017,0.0053,0.0011,0.8018,-0.1981,0.7886,0.2714,0
9,1053475200,103,282282000.0,1601,KAWATAKENSETSU,0,0,264100000,0.9823686951346526,10,pre-inspection,0.0017,0.0053,0.0011,0.8018,-0.1981,0.7886,0.2714,0
9,1053475200,103,282282000.0,1562,SHOWAKONKURITOKOGYO,0,0,264200000,0.9827406635917274,10,pre-inspection,0.0017,0.0053,0.0011,0.8018,-0.1981,0.7886,0.2714,0
9,1053475200,103,282282000.0,1425,KOATSUKOGYO,0,0,264500000,0.9838565689629519,10,pre-inspection,0.0017,0.0053,0.0011,0.8018,-0.1981,0.7886,0.2714,0
9,1053475200,103,282282000.0,1500,KYOKUTOKOGYO,0,0,264900000,0.9853444427912513,10,pre-inspection,0.0017,0.0053,0.0011,0.8018,-0.1981,0.7886,0.2714,0
9,1053475200,103,282282000.0,1430,DOPIKENSETSUKOGYO,0,0,265000000,0.9857164112483261,10,pre-inspection,0.0017,0.0053,0.0011,0.8018,-0.1981,0.7886,0.2714,0
10,1053475200,228,19236000.0,907,TATEKENSETSU,1,0,18000000,0.982532751091703,10,pre-inspection,0.0054,0.0194,0.0111,2.1147,2.3282,-1.2808,0.3714,0
10,1053475200,228,19236000.0,1695,HEISEIKENSETSU,0,0,18150000,0.9907205240174672,10,pre-inspection,0.0054,0.0194,0.0111,2.1147,2.3282,-1.2808,0.3714,0
10,1053475200,228,19236000.0,1560,SHOHEIKOGYO,0,0,18200000,0.9934497816593887,10,pre-inspection,0.0054,0.0194,0.0111,2.1147,2.3282,-1.2808,0.3714,0
10,1053475200,228,19236000.0,181,KOKUSAIJUKI,0,0,18200000,0.9934497816593887,10,pre-inspection,0.0054,0.0194,0.0111,2.1147,2.3282,-1.2808,0.3714,0
10,1053475200,228,19236000.0,729,HISAKOMUTEN,0,0,18230000,0.9950873362445415,10,pre-inspection,0.0054,0.0194,0.0111,2.1147,2.3282,-1.2808,0.3714,0
10,1053475200,228,19236000.0,414,NOHARAKENSETSU,0,0,18250000,0.99617903930131,10,pre-inspection,0.0054,0.0194,0.0111,2.1147,2.3282,-1.2808,0.3714,0
10,1053475200,228,19236000.0,389,TAKEMURASEKIZAIKENSETSU,0,0,18270000,0.9972707423580786,10,pre-inspection,0.0054,0.0194,0.0111,2.1147,2.3282,-1.2808,0.3714,0
10,1053475200,228,19236000.0,162,KENKIZUKIKENSETSU,0,0,18300000,0.9989082969432315,10,pre-inspection,0.0054,0.0194,0.0111,2.1147,2.3282,-1.2808,0.3714,0
10,1053475200,228,19236000.0,250,NISHITERUKENSETSU,0,0,18310000,0.9994541484716157,10,pre-inspection,0.0054,0.0194,0.0111,2.1147,2.3282,-1.2808,0.3714,0
10,1053475200,228,19236000.0,316,NAKAMURAKOMUTEN,0,0,18350000,1.0016375545851528,10,pre-inspection,0.0054,0.0194,0.0111,2.1147,2.3282,-1.2808,0.3714,0
11,1053561600,167,151074000.0,241,KAMIMOTOGUMI,1,1,141000000,0.9799833194328608,14,pre-inspection,0.0045,0.0184,0.0071,1.6959,1.4216,-0.7832,0.3132,1
11,1053561600,167,151074000.0,337,TOKUJIGUMI,0,1,142000000,0.9869335557408951,14,pre-inspection,0.0045,0.0184,0.0071,1.6959,1.4216,-0.7832,0.3132,1
11,1053561600,167,151074000.0,385,FUJIDOKEN,0,1,142000000,0.9869335557408951,14,pre-inspection,0.0045,0.0184,0.0071,1.6959,1.4216,-0.7832,0.3132,1
11,1053561600,167,151074000.0,477,NAKAHODODOKEN,0,1,142000000,0.9869335557408951,14,pre-inspection,0.0045,0.0184,0.0071,1.6959,1.4216,-0.7832,0.3132,0
11,1053561600,167,151074000.0,832,KUNIYOSHIGUMI,0,1,142500000,0.9904086738949124,14,pre-inspection,0.0045,0.0184,0.0071,1.6959,1.4216,-0.7832,0.3132,1
11,1053561600,167,151074000.0,868,YAMAGUCHIKENSETSU,0,1,142500000,0.9904086738949124,14,pre-inspection,0.0045,0.0184,0.0071,1.6959,1.4216,-0.7832,0.3132,1
11,1053561600,167,151074000.0,687,MARUSEIKOMUTEN,0,1,142500000,0.9904086738949124,14,pre-inspection,0.0045,0.0184,0.0071,1.6959,1.4216,-0.7832,0.3132,0
11,1053561600,167,151074000.0,1325,KITAKATSUKENSETSU,0,1,142600000,0.9911036975257159,14,pre-inspection,0.0045,0.0184,0.0071,1.6959,1.4216,-0.7832,0.3132,1
11,1053561600,167,151074000.0,490,HENNAGUMI,0,1,142700000,0.9917987211565193,14,pre-inspection,0.0045,0.0184,0.0071,1.6959,1.4216,-0.7832,0.3132,1
11,1053561600,167,151074000.0,467,UEHARAKOGYO,0,1,142900000,0.9931887684181262,14,pre-inspection,0.0045,0.0184,0.0071,1.6959,1.4216,-0.7832,0.3132,1
11,1053561600,167,151074000.0,342,HIGASHIKAIHATSU,0,1,143000000,0.9938837920489296,14,pre-inspection,0.0045,0.0184,0.0071,1.6959,1.4216,-0.7832,0.3132,1
11,1053561600,167,151074000.0,436,KOKUBAGUMI,0,1,143000000,0.9938837920489296,14,pre-inspection,0.0045,0.0184,0.0071,1.6959,1.4216,-0.7832,0.3132,1
11,1053561600,167,151074000.0,336,TOKASHIKIGUMI,0,1,143200000,0.9952738393105366,14,pre-inspection,0.0045,0.0184,0.0071,1.6959,1.4216,-0.7832,0.3132,1
11,1053561600,167,151074000.0,87,YABUDOKEN,0,1,143600000,0.9980539338337503,14,pre-inspection,0.0045,0.0184,0.0071,1.6959,1.4216,-0.7832,0.3132,1
13,1054252800,115,12621000.0,599,UKOJOGUMI,1,0,11800000,0.9816971713810316,9,pre-inspection,0.0069,0.0203,0.0051,0.7358,-0.3668,-0.8918,0.3889,0
13,1054252800,115,12621000.0,1283,HIGAGUMI,0,0,11860000,0.9866888519134775,9,pre-inspection,0.0069,0.0203,0.0051,0.7358,-0.3668,-0.8918,0.3889,0
13,1054252800,115,12621000.0,718,GIMADOBOKU,0,0,11900000,0.9900166389351082,9,pre-inspection,0.0069,0.0203,0.0051,0.7358,-0.3668,-0.8918,0.3889,0
13,1054252800,115,12621000.0,685,MARUSARUKENSETSU,0,0,11950000,0.9941763727121464,9,pre-inspection,0.0069,0.0203,0.0051,0.7358,-0.3668,-0.8918,0.3889,0
13,1054252800,115,12621000.0,1228,TOKAIKOGYOKENSETSU,0,0,12000000,0.9983361064891847,9,pre-inspection,0.0069,0.0203,0.0051,0.7358,-0.3668,-0.8918,0.3889,0
13,1054252800,115,12621000.0,304,TAIYU,0,0,12000000,0.9983361064891847,9,pre-inspection,0.0069,0.0203,0.0051,0.7358,-0.3668,-0.8918,0.3889,0
13,1054252800,115,12621000.0,691,MARUMORIGUMI,0,0,12000000,0.9983361064891847,9,pre-inspection,0.0069,0.0203,0.0051,0.7358,-0.3668,-0.8918,0.3889,0
13,1054252800,115,12621000.0,1393,HAYASHIKANKENSETSU,0,0,12030000,1.0008319467554077,9,pre-inspection,0.0069,0.0203,0.0051,0.7358,-0.3668,-0.8918,0.3889,0
13,1054252800,115,12621000.0,32,HIRATASANGYO,0,0,12040000,1.0016638935108153,9,pre-inspection,0.0069,0.0203,0.0051,0.7358,-0.3668,-0.8918,0.3889,0
14,1054512000,10,20160000.0,1265,HIMUKAEKENSETSU,1,0,19000000,0.9895833333333334,10,pre-inspection,0.0056,0.0211,0.0032,1.004,3.9291,1.6009,0.45,0
14,1054512000,10,20160000.0,759,KYOTATSURU,0,0,19060000,0.9927083333333333,10,pre-inspection,0.0056,0.0211,0.0032,1.004,3.9291,1.6009,0.45,0
14,1054512000,10,20160000.0,1253,TOKUHIDEKOGYO,0,0,19070000,0.9932291666666667,10,pre-inspection,0.0056,0.0211,0.0032,1.004,3.9291,1.6009,0.45,0
14,1054512000,10,20160000.0,598,UKENSOGOKAIHATSU,0,0,19100000,0.9947916666666666,10,pre-inspection,0.0056,0.0211,0.0032,1.004,3.9291,1.6009,0.45,0
14,1054512000,10,20160000.0,303,OTOMOKOGYO,0,0,19100000,0.9947916666666666,10,pre-inspection,0.0056,0.0211,0.0032,1.004,3.9291,1.6009,0.45,0
14,1054512000,10,20160000.0,1551,YAMASHIROKENSETSU,0,0,19144300,0.9970989583333333,10,pre-inspection,0.0056,0.0211,0.0032,1.004,3.9291,1.6009,0.45,0
14,1054512000,10,20160000.0,1014,MORIKENSETSU,0,0,19160000,0.9979166666666667,10,pre-inspection,0.0056,0.0211,0.0032,1.004,3.9291,1.6009,0.45,0
14,1054512000,10,20160000.0,502,OESUKOGYO,0,0,19170000,0.9984375,10,pre-inspection,0.0056,0.0211,0.0032,1.004,3.9291,1.6009,0.45,0
14,1054512000,10,20160000.0,613,EIWAKAIHATSU,0,0,19180000,0.9989583333333333,10,pre-inspection,0.0056,0.0211,0.0032,1.004,3.9291,1.6009,0.45,0
14,1054512000,10,20160000.0,1609,TAIEIKENSETSUKOGYO,0,0,19400000,1.0104166666666667,10,pre-inspection,0.0056,0.0211,0.0032,1.004,3.9291,1.6009,0.45,1
15,1054512000,66,141834000.0,49,IHAKAIHATSU,1,0,133000000,0.9846017175007403,12,pre-inspection,0.005,0.015,0.0008,0.1608,-0.4995,-0.7265,0.3253,0
15,1054512000,66,141834000.0,268,FUTOSHIMORIKOGYO,0,0,133100000,0.9853420195439739,12,pre-inspection,0.005,0.015,0.0008,0.1608,-0.4995,-0.7265,0.3253,0
15,1054512000,66,141834000.0,179,KOTAKARAKENSETSU,0,0,133800000,0.9905241338466094,12,pre-inspection,0.005,0.015,0.0008,0.1608,-0.4995,-0.7265,0.3253,0
15,1054512000,66,141834000.0,1660,HIGASHIWAKENSETSU,0,0,133800000,0.9905241338466094,12,pre-inspection,0.005,0.015,0.0008,0.1608,-0.4995,-0.7265,0.3253,0
15,1054512000,66,141834000.0,1293,HAMASHINDOKEN,0,0,134000000,0.9920047379330766,12,pre-inspection,0.005,0.015,0.0008,0.1608,-0.4995,-0.7265,0.3253,0
15,1054512000,66,141834000.0,1184,NAKASONEGUMI,0,0,134484000,0.9955877998223275,12,pre-inspection,0.005,0.015,0.0008,0.1608,-0.4995,-0.7265,0.3253,0
15,1054512000,66,141834000.0,1540,SANIDOBOKU,0,0,134500000,0.9957062481492449,12,pre-inspection,0.005,0.015,0.0008,0.1608,-0.4995,-0.7265,0.3253,0
15,1054512000,66,141834000.0,986,SHINGUMI,0,0,134500000,0.9957062481492449,12,pre-inspection,0.005,0.015,0.0008,0.1608,-0.4995,-0.7265,0.3253,0
15,1054512000,66,141834000.0,611,NAGAYAMAKENSETSU,0,0,134628000,0.9966538347645839,12,pre-inspection,0.005,0.015,0.0008,0.1608,-0.4995,-0.7265,0.3253,0
15,1054512000,66,141834000.0,681,MARUYAMAGUMI,0,0,134700000,0.9971868522357121,12,pre-inspection,0.005,0.015,0.0008,0.1608,-0.4995,-0.7265,0.3253,0
15,1054512000,66,141834000.0,1100,OSHIROKENSETSU,0,0,135000000,0.9994077583654131,12,pre-inspection,0.005,0.015,0.0008,0.1608,-0.4995,-0.7265,0.3253,0
15,1054512000,66,141834000.0,124,TERUOKENSETSU,0,0,135000000,0.9994077583654131,12,pre-inspection,0.005,0.015,0.0008,0.1608,-0.4995,-0.7265,0.3253,0
16,1055116800,77,29547000.0,659,HOKAMADOBOKU,1,0,27800000,0.9879175550817342,11,pre-inspection,0.0037,0.0121,0.0036,1.0641,-0.7835,-0.0808,0.2076,0
16,1055116800,77,29547000.0,927,TERUYAKOGYO,0,0,27900000,0.9914712153518124,11,pre-inspection,0.0037,0.0121,0.0036,1.0641,-0.7835,-0.0808,0.2076,0
16,1055116800,77,29547000.0,117,MARUISAMUKENSETSU,0,0,27900000,0.9914712153518124,11,pre-inspection,0.0037,0.0121,0.0036,1.0641,-0.7835,-0.0808,0.2076,0
16,1055116800,77,29547000.0,1559,SHOGYOKENSETSUKURAFUTO,0,0,27910000,0.9918265813788202,11,pre-inspection,0.0037,0.0121,0.0036,1.0641,-0.7835,-0.0808,0.2076,0
16,1055116800,77,29547000.0,251,NISHIZAKIKOGYO,0,0,27940000,0.9928926794598436,11,pre-inspection,0.0037,0.0121,0.0036,1.0641,-0.7835,-0.0808,0.2076,1
16,1055116800,77,29547000.0,774,TAMASHINKENSETSU,0,0,27970000,0.9939587775408671,11,pre-inspection,0.0037,0.0121,0.0036,1.0641,-0.7835,-0.0808,0.2076,0
16,1055116800,77,29547000.0,170,HIKARITATSURU,0,0,28000000,0.9950248756218906,11,pre-inspection,0.0037,0.0121,0.0036,1.0641,-0.7835,-0.0808,0.2076,0
16,1055116800,77,29547000.0,1153,DAISANDOKEN,0,0,28060000,0.9971570717839374,11,pre-inspection,0.0037,0.0121,0.0036,1.0641,-0.7835,-0.0808,0.2076,0
16,1055116800,77,29547000.0,1313,KOMESUKENSETSUKOGYO,0,0,28073000,0.9976190476190476,11,pre-inspection,0.0037,0.0121,0.0036,1.0641,-0.7835,-0.0808,0.2076,0
16,1055116800,77,29547000.0,417,YUGAWASOKEN,0,0,28100000,0.9985785358919688,11,pre-inspection,0.0037,0.0121,0.0036,1.0641,-0.7835,-0.0808,0.2076,0
16,1055116800,77,29547000.0,888,ITOHARADOKEN,0,0,28135000,0.999822316986496,11,pre-inspection,0.0037,0.0121,0.0036,1.0641,-0.7835,-0.0808,0.2076,0
17,1055203200,270,3270000.0,1730,ATAENAMINEGUMI,1,0,3000000,0.963302752293578,10,pre-inspection,0.0099,0.0357,0.0167,1.7169,2.3125,-1.2698,0.3673,0
17,1055203200,270,3270000.0,1485,KYANKENSETSU,0,0,3050000,0.9793577981651376,10,pre-inspection,0.0099,0.0357,0.0167,1.7169,2.3125,-1.2698,0.3673,0
17,1055203200,270,3270000.0,484,UCHIMAKENSETSU,0,0,3050000,0.9793577981651376,10,pre-inspection,0.0099,0.0357,0.0167,1.7169,2.3125,-1.2698,0.3673,0
