Tender,Bid,Competitors,Bid_value,Difference Bid/PTE,Date,Site,Brazilian State,Collusive_competitor,Pre-Tender Estimate (PTE),Number_bids,Winner,CV,SPD,DIFFP,RD,KURT,SKEW,KSTEST,Collusive_competitor_original
28,220,139,419154562.25,0.4441742398145119,1179964800,19,1,1,290238221.05,5,0.0,0.0656,0.183,0.0546,0.93,-0.9994,-0.0043,0.2,0
28,221,76,431321438.95,0.4860945515363231,1179964800,19,1,1,290238221.05,5,0.0,0.0656,0.183,0.0546,0.93,-0.9994,-0.0043,0.2,1
28,222,61,453296321.01,0.5618078121141377,1179964800,19,1,1,290238221.05,5,0.0,0.0656,0.183,0.0546,0.93,-0.9994,-0.0043,0.2,0
28,223,25,470206513.0,0.6200709586040236,1179964800,19,1,1,290238221.05,5,0.0,0.0656,0.183,0.0546,0.93,-0.9994,-0.0043,0.2,0
29,224,29,238700000.0,-0.18054433898870803,-9223372037,18,10,0,291290928.06,12,1.0,0.1756,0.9612,0.1033,0.5358,1.2737,0.4188,0.2655,0
29,225,78,263352891.84,-0.09591110992047558,-9223372037,18,10,0,291290928.06,12,0.0,0.1756,0.9612,0.1033,0.5358,1.2737,0.4188,0.2655,0
29,226,40,298830000.0,0.025881588521174725,-9223372037,18,10,0,291290928.06,12,0.0,0.1756,0.9612,0.1033,0.5358,1.2737,0.4188,0.2655,0
29,227,72,326222195.0,0.11991882882396143,-9223372037,18,10,0,291290928.06,12,0.0,0.1756,0.9612,0.1033,0.5358,1.2737,0.4188,0.2655,0
29,228,81,332913450.72,0.14288986937288572,-9223372037,18,10,0,291290928.06,12,0.0,0.1756,0.9612,0.1033,0.5358,1.2737,0.4188,0.2655,0
29,229,8,337197161.1,0.15759582128333327,-9223372037,18,10,0,291290928.06,12,0.0,0.1756,0.9612,0.1033,0.5358,1.2737,0.4188,0.2655,0
29,230,76,343700483.41,0.17992168756867266,-9223372037,18,10,0,291290928.06,12,0.0,0.1756,0.9612,0.1033,0.5358,1.2737,0.4188,0.2655,0
29,231,12,344483488.92,0.18260974076420067,-9223372037,18,10,0,291290928.06,12,0.0,0.1756,0.9612,0.1033,0.5358,1.2737,0.4188,0.2655,0
29,232,49,354323650.73,0.2163909569371023,-9223372037,18,10,0,291290928.06,12,0.0,0.1756,0.9612,0.1033,0.5358,1.2737,0.4188,0.2655,0
29,233,50,368976474.0,0.2666940108893414,-9223372037,18,10,0,291290928.06,12,0.0,0.1756,0.9612,0.1033,0.5358,1.2737,0.4188,0.2655,0
29,234,2,399834581.45,0.3726297077389318,-9223372037,18,10,0,291290928.06,12,0.0,0.1756,0.9612,0.1033,0.5358,1.2737,0.4188,0.2655,0
29,235,77,468132767.67,0.6070969693006512,-9223372037,18,10,0,291290928.06,12,0.0,0.1756,0.9612,0.1033,0.5358,1.2737,0.4188,0.2655,0
30,236,146,258360261.24,-0.17627074925901295,1270080000,4,8,0,313647064.26,11,1.0,0.2551,0.9957,0.0517,0.145,-1.7704,0.1346,0.1897,0
30,237,103,271727535.27,-0.13365190931693374,1270080000,4,8,0,313647064.26,11,0.0,0.2551,0.9957,0.0517,0.145,-1.7704,0.1346,0.1897,0
30,238,245,284408222.26,-0.09322211278777426,1270080000,4,8,0,313647064.26,11,0.0,0.2551,0.9957,0.0517,0.145,-1.7704,0.1346,0.1897,0
30,239,44,323664000.0,0.03193696635941218,1270080000,4,8,0,313647064.26,11,0.0,0.2551,0.9957,0.0517,0.145,-1.7704,0.1346,0.1897,0
30,240,50,333769863.81,0.06415746181931126,1270080000,4,8,0,313647064.26,11,0.0,0.2551,0.9957,0.0517,0.145,-1.7704,0.1346,0.1897,0
30,241,101,349870199.57,0.11549011432790766,1270080000,4,8,0,313647064.26,11,0.0,0.2551,0.9957,0.0517,0.145,-1.7704,0.1346,0.1897,0
30,242,199,433150000.0,0.3810108537822538,1270080000,4,8,0,313647064.26,11,0.0,0.2551,0.9957,0.0517,0.145,-1.7704,0.1346,0.1897,0
30,243,77,466465434.93,0.4872303556564462,1270080000,4,8,0,313647064.26,11,0.0,0.2551,0.9957,0.0517,0.145,-1.7704,0.1346,0.1897,0
30,244,74,469857377.2,0.498044875084526,1270080000,4,8,0,313647064.26,11,0.0,0.2551,0.9957,0.0517,0.145,-1.7704,0.1346,0.1897,0
30,245,23,511154104.36,0.6297111071834396,1270080000,4,8,0,313647064.26,11,0.0,0.2551,0.9957,0.0517,0.145,-1.7704,0.1346,0.1897,0
30,246,78,515606823.43,0.6439076981207897,1270080000,4,8,0,313647064.26,11,0.0,0.2551,0.9957,0.0517,0.145,-1.7704,0.1346,0.1897,0
31,247,37,269536530.12,-0.17476543166168299,1216252800,20,6,0,326618079.83,6,1.0,0.1719,0.5906,0.1755,1.003,-0.91,0.4792,0.2822,0
31,248,54,316839886.37,-0.029937698075652726,1216252800,20,6,0,326618079.83,6,0.0,0.1719,0.5906,0.1755,1.003,-0.91,0.4792,0.2822,0
31,249,47,318343586.62,-0.025333849290604896,1216252800,20,6,0,326618079.83,6,0.0,0.1719,0.5906,0.1755,1.003,-0.91,0.4792,0.2822,0
31,250,66,330733729.2,0.012600800825668135,1216252800,20,6,0,326618079.83,6,0.0,0.1719,0.5906,0.1755,1.003,-0.91,0.4792,0.2822,0
31,251,174,400503359.05,0.2262130720334167,1216252800,20,6,0,326618079.83,6,0.0,0.1719,0.5906,0.1755,1.003,-0.91,0.4792,0.2822,0
31,252,63,428712064.67,0.31257909817220925,1216252800,20,6,0,326618079.83,6,0.0,0.1719,0.5906,0.1755,1.003,-0.91,0.4792,0.2822,0
32,253,192,455448320.0,0.18488148502148838,1162252800,3,8,1,384383017.0,4,1.0,0.068,0.1462,0.0078,0.1327,-4.426,0.2574,0.4467,1
32,254,229,458998581.28,0.19411774448921593,1162252800,3,8,1,384383017.0,4,0.0,0.068,0.1462,0.0078,0.1327,-4.426,0.2574,0.4467,1
32,255,55,503446229.11,0.30975148964502774,1162252800,3,8,1,384383017.0,4,0.0,0.068,0.1462,0.0078,0.1327,-4.426,0.2574,0.4467,1
32,256,42,522015225.25,0.35806006551532943,1162252800,3,8,1,384383017.0,4,0.0,0.068,0.1462,0.0078,0.1327,-4.426,0.2574,0.4467,1
33,257,2,329877350.32,-0.17094842344565464,1271894400,30,10,0,397897259.53,12,1.0,0.1437,0.7745,0.1756,1.0698,0.9064,-0.066,0.1961,0
33,258,57,387814199.29,-0.025340863749376275,1271894400,30,10,0,397897259.53,12,0.0,0.1437,0.7745,0.1756,1.0698,0.9064,-0.066,0.1961,0
33,259,78,396970796.34,-0.002328398016850697,1271894400,30,10,0,397897259.53,12,0.0,0.1437,0.7745,0.1756,1.0698,0.9064,-0.066,0.1961,0
33,260,23,442349327.89,0.11171745292366975,1271894400,30,10,0,397897259.53,12,0.0,0.1437,0.7745,0.1756,1.0698,0.9064,-0.066,0.1961,0
33,261,43,448199747.41,0.12642079500476533,1271894400,30,10,0,397897259.53,12,0.0,0.1437,0.7745,0.1756,1.0698,0.9064,-0.066,0.1961,0
33,262,13,452688315.93,0.1377015173834566,1271894400,30,10,0,397897259.53,12,0.0,0.1437,0.7745,0.1756,1.0698,0.9064,-0.066,0.1961,0
33,263,11,462811866.17,0.16314414106967656,1271894400,30,10,0,397897259.53,12,0.0,0.1437,0.7745,0.1756,1.0698,0.9064,-0.066,0.1961,0
33,264,44,477947000.0,0.20118193466463064,1271894400,30,10,0,397897259.53,12,0.0,0.1437,0.7745,0.1756,1.0698,0.9064,-0.066,0.1961,0
33,265,17,489322000.0,0.22976971637852395,1271894400,30,10,0,397897259.53,12,0.0,0.1437,0.7745,0.1756,1.0698,0.9064,-0.066,0.1961,0
33,266,77,492932580.13,0.23884386816902592,1271894400,30,10,0,397897259.53,12,0.0,0.1437,0.7745,0.1756,1.0698,0.9064,-0.066,0.1961,0
33,267,70,513977719.58,0.2917347563215573,1271894400,30,10,0,397897259.53,12,0.0,0.1437,0.7745,0.1756,1.0698,0.9064,-0.066,0.1961,0
33,268,31,585377687.27,0.4711779818776678,1271894400,30,10,0,397897259.53,12,0.0,0.1437,0.7745,0.1756,1.0698,0.9064,-0.066,0.1961,0
34,269,239,662793765.0,0.5654420496238477,1222905600,21,10,0,423390802.08,4,1.0,0.1326,0.3307,0.1016,0.689,-3.736,-0.2955,0.3789,0
34,270,40,730145644.01,0.7245193812028974,1222905600,21,10,0,423390802.08,4,0.0,0.1326,0.3307,0.1016,0.689,-3.736,-0.2955,0.3789,0
34,271,79,855425347.69,1.020415520336143,1222905600,21,10,0,423390802.08,4,0.0,0.1326,0.3307,0.1016,0.689,-3.736,-0.2955,0.3789,0
34,272,70,881979452.2,1.0831332373473468,1222905600,21,10,0,423390802.08,4,0.0,0.1326,0.3307,0.1016,0.689,-3.736,-0.2955,0.3789,0
35,273,212,397531585.66,-0.0813318723642265,1282176000,20,6,0,432726001.59,17,1.0,0.2487,1.4009,0.125,0.3633,-0.6194,0.5605,0.2547,0
35,274,104,447227535.27,0.033512046021537546,1282176000,20,6,0,432726001.59,17,0.0,0.2487,1.4009,0.125,0.3633,-0.6194,0.5605,0.2547,0
35,275,17,482557000.0,0.11515600686554997,1282176000,20,6,0,432726001.59,17,0.0,0.2487,1.4009,0.125,0.3633,-0.6194,0.5605,0.2547,0
35,276,136,517000000.0,0.1947514087444371,1282176000,20,6,0,432726001.59,17,0.0,0.2487,1.4009,0.125,0.3633,-0.6194,0.5605,0.2547,0
35,277,39,522119017.58,0.20658110596898743,1282176000,20,6,0,432726001.59,17,0.0,0.2487,1.4009,0.125,0.3633,-0.6194,0.5605,0.2547,0
35,278,79,537686297.52,0.2425560182294014,1282176000,20,6,0,432726001.59,17,0.0,0.2487,1.4009,0.125,0.3633,-0.6194,0.5605,0.2547,0
35,279,74,544362812.42,0.25798498453941726,1282176000,20,6,0,432726001.59,17,0.0,0.2487,1.4009,0.125,0.3633,-0.6194,0.5605,0.2547,0
35,280,128,564834392.2,0.3052933961088162,1282176000,20,6,0,432726001.59,17,0.0,0.2487,1.4009,0.125,0.3633,-0.6194,0.5605,0.2547,0
35,281,44,588437000.0,0.3598373978865577,1282176000,20,6,0,432726001.59,17,0.0,0.2487,1.4009,0.125,0.3633,-0.6194,0.5605,0.2547,0
35,282,110,595176016.69,0.3754108015305226,1282176000,20,6,0,432726001.59,17,0.0,0.2487,1.4009,0.125,0.3633,-0.6194,0.5605,0.2547,0
35,283,141,616024429.79,0.42359004896052427,1282176000,20,6,0,432726001.59,17,0.0,0.2487,1.4009,0.125,0.3633,-0.6194,0.5605,0.2547,0
35,284,114,754229317.64,0.7429720304966064,1282176000,20,6,0,432726001.59,17,0.0,0.2487,1.4009,0.125,0.3633,-0.6194,0.5605,0.2547,0
35,285,71,762544560.12,0.7621879834309035,1282176000,20,6,0,432726001.59,17,0.0,0.2487,1.4009,0.125,0.3633,-0.6194,0.5605,0.2547,0
35,286,93,769616356.87,0.778530418884321,1282176000,20,6,0,432726001.59,17,0.0,0.2487,1.4009,0.125,0.3633,-0.6194,0.5605,0.2547,0
35,287,32,812958000.0,0.8786899724372536,1282176000,20,6,0,432726001.59,17,0.0,0.2487,1.4009,0.125,0.3633,-0.6194,0.5605,0.2547,0
35,288,30,841010308.0,0.943516925051437,1282176000,20,6,0,432726001.59,17,0.0,0.2487,1.4009,0.125,0.3633,-0.6194,0.5605,0.2547,0
35,289,21,954430470.4,1.205623112299837,1282176000,20,6,0,432726001.59,17,0.0,0.2487,1.4009,0.125,0.3633,-0.6194,0.5605,0.2547,0
36,290,120,342100373.63,-0.21841311682592338,1267747200,20,6,0,437699737.54,11,1.0,0.1343,0.6324,0.169,1.0212,-0.029,-0.4555,0.1999,0
36,291,137,399918918.88,-0.08631674963375402,1267747200,20,6,0,437699737.54,11,0.0,0.1343,0.6324,0.169,1.0212,-0.029,-0.4555,0.1999,0
36,292,179,418268255.47,-0.04439454814209069,1267747200,20,6,0,437699737.54,11,0.0,0.1343,0.6324,0.169,1.0212,-0.029,-0.4555,0.1999,0
36,293,79,444336342.98,0.015162461547954432,1267747200,20,6,0,437699737.54,11,0.0,0.1343,0.6324,0.169,1.0212,-0.029,-0.4555,0.1999,0
36,294,36,444999990.0,0.01667867680485605,1267747200,20,6,0,437699737.54,11,0.0,0.1343,0.6324,0.169,1.0212,-0.029,-0.4555,0.1999,0
36,295,93,459437719.04,0.049664141043752476,1267747200,20,6,0,437699737.54,11,0.0,0.1343,0.6324,0.169,1.0212,-0.029,-0.4555,0.1999,0
36,296,215,495440400.0,0.13191843062214137,1267747200,20,6,0,437699737.54,11,0.0,0.1343,0.6324,0.169,1.0212,-0.029,-0.4555,0.1999,0
36,297,17,506330000.0,0.15679758650467107,1267747200,20,6,0,437699737.54,11,0.0,0.1343,0.6324,0.169,1.0212,-0.029,-0.4555,0.1999,0
36,298,4,506809507.76,0.15789310409098484,1267747200,20,6,0,437699737.54,11,0.0,0.1343,0.6324,0.169,1.0212,-0.029,-0.4555,0.1999,0
36,299,8,522421923.54,0.19356234133509734,1267747200,20,6,0,437699737.54,11,0.0,0.1343,0.6324,0.169,1.0212,-0.029,-0.4555,0.1999,0
36,300,180,558431920.64,0.2758333458880967,1267747200,20,6,0,437699737.54,11,0.0,0.1343,0.6324,0.169,1.0212,-0.029,-0.4555,0.1999,0
37,301,188,433543208.8,-0.02255676858004363,1178150400,20,6,1,443548223.43,6,1.0,0.0474,0.1502,0.0497,1.2331,0.4792,-0.0785,0.1667,1
37,302,13,455090000.0,0.02602146950504356,1178150400,20,6,1,443548223.43,6,0.0,0.0474,0.1502,0.0497,1.2331,0.4792,-0.0785,0.1667,0
37,303,24,464241565.24,0.04665409693218124,1178150400,20,6,1,443548223.43,6,0.0,0.0474,0.1502,0.0497,1.2331,0.4792,-0.0785,0.1667,0
37,304,6,468380262.81,0.0559849821694054,1178150400,20,6,1,443548223.43,6,0.0,0.0474,0.1502,0.0497,1.2331,0.4792,-0.0785,0.1667,0
37,305,69,480233790.93,0.08270930997379962,1178150400,20,6,1,443548223.43,6,0.0,0.0474,0.1502,0.0497,1.2331,0.4792,-0.0785,0.1667,1
37,306,57,498663547.96,0.1242600502461446,1178150400,20,6,1,443548223.43,6,0.0,0.0474,0.1502,0.0497,1.2331,0.4792,-0.0785,0.1667,0
38,307,268,432735272.46,-0.07847333015582847,1187049600,14,9,0,469585185.78,5,1.0,0.1161,0.3133,0.0124,0.1198,-1.6215,0.1341,0.3605,0
38,308,94,438095115.88,-0.06705933418170695,1187049600,14,9,0,469585185.78,5,0.0,0.1161,0.3133,0.0124,0.1198,-1.6215,0.1341,0.3605,0
38,309,76,511796392.0,0.08989041285424171,1187049600,14,9,0,469585185.78,5,0.0,0.1161,0.3133,0.0124,0.1198,-1.6215,0.1341,0.3605,0
38,310,71,513810198.73,0.09417889296601323,1187049600,14,9,0,469585185.78,5,0.0,0.1161,0.3133,0.0124,0.1198,-1.6215,0.1341,0.3605,0
38,311,69,568304946.13,0.210227586685944,1187049600,14,9,0,469585185.78,5,0.0,0.1161,0.3133,0.0124,0.1198,-1.6215,0.1341,0.3605,0
39,312,126,435794432.93,-0.11290721446355854,1285200000,4,8,0,491261387.8,11,1.0,0.252,1.1595,0.1359,0.6522,3.1788,1.8742,0.5348,0
39,313,5,495003788.35,0.007617941574361224,1285200000,4,8,0,491261387.8,11,0.0,0.252,1.1595,0.1359,0.6522,3.1788,1.8742,0.5348,0
39,314,108,507236936.72,0.03251944752170082,1285200000,4,8,0,491261387.8,11,0.0,0.252,1.1595,0.1359,0.6522,3.1788,1.8742,0.5348,0
39,315,171,507361750.01,0.03277351448706708,1285200000,4,8,0,491261387.8,11,0.0,0.252,1.1595,0.1359,0.6522,3.1788,1.8742,0.5348,0
39,316,167,514948811.4,0.048217556250611485,1285200000,4,8,0,491261387.8,11,0.0,0.252,1.1595,0.1359,0.6522,3.1788,1.8742,0.5348,0
39,317,134,545013314.27,0.10941614343173903,1285200000,4,8,0,491261387.8,11,0.0,0.252,1.1595,0.1359,0.6522,3.1788,1.8742,0.5348,0
39,318,115,545486072.74,0.11037847933221996,1285200000,4,8,0,491261387.8,11,0.0,0.252,1.1595,0.1359,0.6522,3.1788,1.8742,0.5348,0
39,319,221,558550500.0,0.13697211682224536,1285200000,4,8,0,491261387.8,11,0.0,0.252,1.1595,0.1359,0.6522,3.1788,1.8742,0.5348,0
39,320,50,578981354.6,0.17856067864977848,1285200000,4,8,0,491261387.8,11,0.0,0.252,1.1595,0.1359,0.6522,3.1788,1.8742,0.5348,0
39,321,195,778893200.01,0.5854964777469938,1285200000,4,8,0,491261387.8,11,0.0,0.252,1.1595,0.1359,0.6522,3.1788,1.8742,0.5348,0
39,322,81,941114112.72,0.9157095104391594,1285200000,4,8,0,491261387.8,11,0.0,0.252,1.1595,0.1359,0.6522,3.1788,1.8742,0.5348,0
40,323,101,339239683.25,-0.3161014879052149,1276041600,4,8,0,496038048.41,11,1.0,0.162,0.6175,0.0252,0.1378,-1.2368,0.1272,0.1605,0
40,324,149,347785660.0,-0.29887301767517255,1276041600,4,8,0,496038048.41,11,0.0,0.162,0.6175,0.0252,0.1378,-1.2368,0.1272,0.1605,0
40,325,251,364203779.15,-0.2657745100049916,1276041600,4,8,0,496038048.41,11,0.0,0.162,0.6175,0.0252,0.1378,-1.2368,0.1272,0.1605,0
40,326,50,383407255.44,-0.22706079368513502,1276041600,4,8,0,496038048.41,11,0.0,0.162,0.6175,0.0252,0.1378,-1.2368,0.1272,0.1605,0
40,327,244,419778203.99,-0.15373789301938282,1276041600,4,8,0,496038048.41,11,0.0,0.162,0.6175,0.0252,0.1378,-1.2368,0.1272,0.1605,0
40,328,146,419880000.0,-0.15353267487064143,1276041600,4,8,0,496038048.41,11,0.0,0.162,0.6175,0.0252,0.1378,-1.2368,0.1272,0.1605,0
40,329,105,467126410.49,-0.05828512149959738,1276041600,4,8,0,496038048.41,11,0.0,0.162,0.6175,0.0252,0.1378,-1.2368,0.1272,0.1605,0
40,330,262,478744235.74,-0.034863883376353065,1276041600,4,8,0,496038048.41,11,0.0,0.162,0.6175,0.0252,0.1378,-1.2368,0.1272,0.1605,0
40,331,195,488401433.62,-0.015395219811218958,1276041600,4,8,0,496038048.41,11,0.0,0.162,0.6175,0.0252,0.1378,-1.2368,0.1272,0.1605,0
40,332,32,510194698.59,0.028539444152273528,1276041600,4,8,0,496038048.41,11,0.0,0.162,0.6175,0.0252,0.1378,-1.2368,0.1272,0.1605,0
40,333,78,548729667.43,0.10622495429311843,1276041600,4,8,0,496038048.41,11,0.0,0.162,0.6175,0.0252,0.1378,-1.2368,0.1272,0.1605,0
41,334,76,446814251.06,-0.15961419415847344,1257379200,14,9,0,531677531.86,12,1.0,0.1392,0.5877,0.1023,0.5636,-0.6095,-0.5623,0.2418,0
41,335,238,492541717.81,-0.0736081773346502,1257379200,14,9,0,531677531.86,12,0.0,0.1392,0.5877,0.1023,0.5636,-0.6095,-0.5623,0.2418,0
41,336,137,521000000.0,-0.02008272161256497,1257379200,14,9,0,531677531.86,12,0.0,0.1392,0.5877,0.1023,0.5636,-0.6095,-0.5623,0.2418,0
41,337,158,568697980.8,0.06962951548937757,1257379200,14,9,0,531677531.86,12,0.0,0.1392,0.5877,0.1023,0.5636,-0.6095,-0.5623,0.2418,0
41,338,268,597825000.0,0.12441275806519836,1257379200,14,9,0,531677531.86,12,0.0,0.1392,0.5877,0.1023,0.5636,-0.6095,-0.5623,0.2418,0
41,339,129,599640000.0,0.12782648140545394,1257379200,14,9,0,531677531.86,12,0.0,0.1392,0.5877,0.1023,0.5636,-0.6095,-0.5623,0.2418,0
41,340,81,623658000.0,0.1730004798551843,1257379200,14,9,0,531677531.86,12,0.0,0.1392,0.5877,0.1023,0.5636,-0.6095,-0.5623,0.2418,0
41,341,91,641928000.0,0.2073634139744518,1257379200,14,9,0,531677531.86,12,0.0,0.1392,0.5877,0.1023,0.5636,-0.6095,-0.5623,0.2418,0
41,342,71,668091832.49,0.25657337851530704,1257379200,14,9,0,531677531.86,12,0.0,0.1392,0.5877,0.1023,0.5636,-0.6095,-0.5623,0.2418,0
41,343,170,679763071.1,0.27852510284183585,1257379200,14,9,0,531677531.86,12,0.0,0.1392,0.5877,0.1023,0.5636,-0.6095,-0.5623,0.2418,0
41,344,220,702814604.94,0.32188133374999084,1257379200,14,9,0,531677531.86,12,0.0,0.1392,0.5877,0.1023,0.5636,-0.6095,-0.5623,0.2418,0
41,345,79,709394065.54,0.33425624185826197,1257379200,14,9,0,531677531.86,12,0.0,0.1392,0.5877,0.1023,0.5636,-0.6095,-0.5623,0.2418,0
42,346,79,479780539.0,-0.16870812726200918,1236902400,20,6,0,577150522.86,12,1.0,0.2103,1.056,0.1572,0.7149,1.7469,1.3578,0.4521,0
42,347,18,555178527.51,-0.03806978332293704,1236902400,20,6,0,577150522.86,12,0.0,0.2103,1.056,0.1572,0.7149,1.7469,1.3578,0.4521,0
42,348,95,597789961.81,0.03576092913807592,1236902400,20,6,0,577150522.86,12,0.0,0.2103,1.056,0.1572,0.7149,1.7469,1.3578,0.4521,0
42,349,111,599995918.67,0.03958308085175481,1236902400,20,6,0,577150522.86,12,0.0,0.2103,1.056,0.1572,0.7149,1.7469,1.3578,0.4521,0
42,350,26,628747770.43,0.08939998410521396,1236902400,20,6,0,577150522.86,12,0.0,0.2103,1.056,0.1572,0.7149,1.7469,1.3578,0.4521,0
42,351,168,639792696.25,0.10853697763208153,1236902400,20,6,0,577150522.86,12,0.0,0.2103,1.056,0.1572,0.7149,1.7469,1.3578,0.4521,0
42,352,69,658408077.61,0.14079092287283734,1236902400,20,6,0,577150522.86,12,0.0,0.2103,1.056,0.1572,0.7149,1.7469,1.3578,0.4521,0
42,353,266,662638369.0,0.14812053832399777,1236902400,20,6,0,577150522.86,12,0.0,0.2103,1.056,0.1572,0.7149,1.7469,1.3578,0.4521,0
42,354,119,668064570.13,0.15752224708986895,1236902400,20,6,0,577150522.86,12,0.0,0.2103,1.056,0.1572,0.7149,1.7469,1.3578,0.4521,0
42,355,178,672957379.36,0.16599977424475099,1236902400,20,6,0,577150522.86,12,0.0,0.2103,1.056,0.1572,0.7149,1.7469,1.3578,0.4521,0
42,356,86,908772447.43,0.5745848118211647,1236902400,20,6,0,577150522.86,12,0.0,0.2103,1.056,0.1572,0.7149,1.7469,1.3578,0.4521,0
42,357,75,986439500.0,0.7091546501800218,1236902400,20,6,0,577150522.86,12,0.0,0.2103,1.056,0.1572,0.7149,1.7469,1.3578,0.4521,0
43,358,105,488837596.0,-0.18759559625161365,1270080000,4,8,0,601717068.18,9,1.0,0.2674,1.1459,0.1012,0.4183,1.3105,1.3147,0.368,0
43,359,50,538321597.0,-0.10535760830542966,1270080000,4,8,0,601717068.18,9,0.0,0.2674,1.1459,0.1012,0.4183,1.3105,1.3147,0.368,0
43,360,147,557990000.0,-0.07267048001855793,1270080000,4,8,0,601717068.18,9,0.0,0.2674,1.1459,0.1012,0.4183,1.3105,1.3147,0.368,0
43,361,245,566165687.0,-0.05908321877511537,1270080000,4,8,0,601717068.18,9,0.0,0.2674,1.1459,0.1012,0.4183,1.3105,1.3147,0.368,0
43,362,218,597630000.0,-0.006792342109161056,1270080000,4,8,0,601717068.18,9,0.0,0.2674,1.1459,0.1012,0.4183,1.3105,1.3147,0.368,0
43,363,44,656159869.99,0.09047907179145172,1270080000,4,8,0,601717068.18,9,0.0,0.2674,1.1459,0.1012,0.4183,1.3105,1.3147,0.368,0
43,364,101,751812262.27,0.24944480060037116,1270080000,4,8,0,601717068.18,9,0.0,0.2674,1.1459,0.1012,0.4183,1.3105,1.3147,0.368,0
43,365,262,839862586.38,0.3957765714047525,1270080000,4,8,0,601717068.18,9,0.0,0.2674,1.1459,0.1012,0.4183,1.3105,1.3147,0.368,0
43,366,23,1049011340.01,0.743363111142785,1270080000,4,8,0,601717068.18,9,0.0,0.2674,1.1459,0.1012,0.4183,1.3105,1.3147,0.368,0
44,367,236,579324228.09,-0.03767916457497756,1216252800,20,6,0,602007362.58,8,1.0,0.0959,0.3721,0.1496,1.439,0.4224,-0.4885,0.277,0
44,368,95,665979996.03,0.10626553332476674,1216252800,20,6,0,602007362.58,8,0.0,0.0959,0.3721,0.1496,1.439,0.4224,-0.4885,0.277,0
44,369,18,671429586.75,0.11531789889160121,1216252800,20,6,0,602007362.58,8,0.0,0.0959,0.3721,0.1496,1.439,0.4224,-0.4885,0.277,0
44,370,38,687287073.0,0.1416589160214253,1216252800,20,6,0,602007362.58,8,0.0,0.0959,0.3721,0.1496,1.439,0.4224,-0.4885,0.277,0
44,371,144,704772617.75,0.17070431618906257,1216252800,20,6,0,602007362.58,8,0.0,0.0959,0.3721,0.1496,1.439,0.4224,-0.4885,0.277,0
44,372,26,748207654.12,0.2428546569819926,1216252800,20,6,0,602007362.58,8,0.0,0.0959,0.3721,0.1496,1.439,0.4224,-0.4885,0.277,0
44,373,153,760679673.39,0.2635720435876134,1216252800,20,6,0,602007362.58,8,0.0,0.0959,0.3721,0.1496,1.439,0.4224,-0.4885,0.277,0
44,374,182,794878264.43,0.3203796395835101,1216252800,20,6,0,602007362.58,8,0.0,0.0959,0.3721,0.1496,1.439,0.4224,-0.4885,0.277,0
45,375,221,527730429.0,-0.1490754257353335,1216252800,20,6,0,620184731.95,5,1.0,0.2314,0.8932,0.2843,1.1209,0.1069,0.0383,0.2,0
45,376,164,677780010.0,0.09286793931367449,1216252800,20,6,0,620184731.95,5,0.0,0.2314,0.8932,0.2843,1.1209,0.1069,0.0383,0.2,0
45,377,99,763318000.0,0.23079134437888688,1216252800,20,6,0,620184731.95,5,0.0,0.2314,0.8932,0.2843,1.1209,0.1069,0.0383,0.2,0
45,378,81,839995000.0,0.35442708716621785,1216252800,20,6,0,620184731.95,5,0.0,0.2314,0.8932,0.2843,1.1209,0.1069,0.0383,0.2,0
45,379,211,999100000.0,0.6109716162450589,1216252800,20,6,0,620184731.95,5,0.0,0.2314,0.8932,0.2843,1.1209,0.1069,0.0383,0.2,0
46,380,259,640722313.0,-0.04148312151297539,1364428800,4,8,0,668451779.39,8,1.0,0.126,0.4232,0.0301,0.3009,0.3725,0.9716,0.3556,0
46,381,77,659985448.02,-0.012665582815451566,1364428800,4,8,0,668451779.39,8,0.0,0.126,0.4232,0.0301,0.3009,0.3725,0.9716,0.3556,0
46,382,69,665867778.61,-0.0038656502378646043,1364428800,4,8,0,668451779.39,8,0.0,0.126,0.4232,0.0301,0.3009,0.3725,0.9716,0.3556,0
46,383,71,679879939.5,0.017096461498582374,1364428800,4,8,0,668451779.39,8,0.0,0.126,0.4232,0.0301,0.3009,0.3725,0.9716,0.3556,0
46,384,84,742645543.29,0.11099344214134037,1364428800,4,8,0,668451779.39,8,0.0,0.126,0.4232,0.0301,0.3009,0.3725,0.9716,0.3556,0
46,385,268,784668472.72,0.17385950178194506,1364428800,4,8,0,668451779.39,8,0.0,0.126,0.4232,0.0301,0.3009,0.3725,0.9716,0.3556,0
46,386,198,798321153.99,0.19428383408375868,1364428800,4,8,0,668451779.39,8,0.0,0.126,0.4232,0.0301,0.3009,0.3725,0.9716,0.3556,0
46,387,2,911876728.15,0.364162316961949,1364428800,4,8,0,668451779.39,8,0.0,0.126,0.4232,0.0301,0.3009,0.3725,0.9716,0.3556,0
47,388,170,653074977.7,-0.07539446579592013,1264032000,20,6,0,706328216.24,21,1.0,0.1674,0.7379,0.0229,0.1092,-0.86,0.2939,0.1606,0
47,389,137,668000000.0,-0.054264031025169523,1264032000,20,6,0,706328216.24,21,0.0,0.1674,0.7379,0.0229,0.1092,-0.86,0.2939,0.1606,0
47,390,79,694704517.33,-0.0164565122031744,1264032000,20,6,0,706328216.24,21,0.0,0.1674,0.7379,0.0229,0.1092,-0.86,0.2939,0.1606,0
