Bid_value,Collusive_competitor,Contract_type,Tender,Date,Number_bids,CV,SPD,DIFFP,RD,KURT,SKEW,KSTEST,Collusive_competitor_original,Winner
378391.7,1,2.0,128,732,3,0.0582,0.1094,0.1066,3.9446,0.0,-1.7284,0.6419,1.0,1.0
418746.75,1,2.0,128,732,3,0.0582,0.1094,0.1066,3.9446,0.0,-1.7284,0.6419,1.0,0.0
419771.45,1,2.0,128,732,3,0.0582,0.1094,0.1066,3.9446,0.0,-1.7284,0.6419,1.0,0.0
66164.35,1,3.0,129,1098,7,0.0954,0.2854,0.0025,0.0349,-1.1855,-0.3458,0.277,0.0,0.0
66000.0,1,3.0,129,1098,7,0.0954,0.2854,0.0025,0.0349,-1.1855,-0.3458,0.277,0.0,1.0
73890.05,1,3.0,129,1098,7,0.0954,0.2854,0.0025,0.0349,-1.1855,-0.3458,0.277,1.0,0.0
77325.65,1,3.0,129,1098,7,0.0954,0.2854,0.0025,0.0349,-1.1855,-0.3458,0.277,1.0,0.0
78389.95,1,3.0,129,1098,7,0.0954,0.2854,0.0025,0.0349,-1.1855,-0.3458,0.277,0.0,0.0
81111.0,1,3.0,129,1098,7,0.0954,0.2854,0.0025,0.0349,-1.1855,-0.3458,0.277,1.0,0.0
84833.25,1,3.0,129,1098,7,0.0954,0.2854,0.0025,0.0349,-1.1855,-0.3458,0.277,1.0,0.0
104692.55,1,3.0,130,1098,3,0.0319,0.0629,0.0494,0.9028,0.0,-1.4103,0.4509,0.0,1.0
109859.6,1,3.0,130,1098,3,0.0319,0.0629,0.0494,0.9028,0.0,-1.4103,0.4509,0.0,0.0
111281.0,1,3.0,130,1098,3,0.0319,0.0629,0.0494,0.9028,0.0,-1.4103,0.4509,1.0,0.0
109109.85,1,2.0,131,1098,5,0.0442,0.1264,0.0845,0.3316,3.3251,-1.6277,0.4688,0.0,1.0
118334.05,1,2.0,131,1098,5,0.0442,0.1264,0.0845,0.3316,3.3251,-1.6277,0.4688,1.0,0.0
119580.85,1,2.0,131,1098,5,0.0442,0.1264,0.0845,0.3316,3.3251,-1.6277,0.4688,1.0,0.0
119719.3,1,2.0,131,1098,5,0.0442,0.1264,0.0845,0.3316,3.3251,-1.6277,0.4688,0.0,0.0
122902.05,1,2.0,131,1098,5,0.0442,0.1264,0.0845,0.3316,3.3251,-1.6277,0.4688,1.0,0.0
110558.45,1,1.0,132,1830,7,0.081,0.2802,0.111,1.0951,1.232,-1.2407,0.3515,1.0,1.0
122833.2,1,1.0,132,1830,7,0.081,0.2802,0.111,1.0951,1.232,-1.2407,0.3515,1.0,0.0
130111.05,1,1.0,132,1830,7,0.081,0.2802,0.111,1.0951,1.232,-1.2407,0.3515,1.0,0.0
134725.65,1,1.0,132,1830,7,0.081,0.2802,0.111,1.0951,1.232,-1.2407,0.3515,1.0,0.0
135403.85,1,1.0,132,1830,7,0.081,0.2802,0.111,1.0951,1.232,-1.2407,0.3515,0.0,0.0
137459.9,1,1.0,132,1830,7,0.081,0.2802,0.111,1.0951,1.232,-1.2407,0.3515,1.0,0.0
141538.75,1,1.0,132,1830,7,0.081,0.2802,0.111,1.0951,1.232,-1.2407,0.3515,1.0,0.0
84197.55,1,3.0,133,1830,5,0.059,0.1393,0.0025,0.0669,-2.655,-0.2715,0.3818,1.0,0.0
83984.25,1,3.0,133,1830,5,0.059,0.1393,0.0025,0.0669,-2.655,-0.2715,0.3818,0.0,1.0
