Bid_value,Collusive_competitor,Contract_type,Tender,Date,Number_bids,CV,SPD,DIFFP,RD,KURT,SKEW,KSTEST,Collusive_competitor_original,Winner
220984.45,1,1.0,200,2562,5,0.1123,0.3024,0.0614,0.3409,-2.3146,0.2023,0.2585,1.0,0.0
248641.1,1,1.0,200,2562,5,0.1123,0.3024,0.0614,0.3409,-2.3146,0.2023,0.2585,1.0,0.0
257087.95,1,1.0,200,2562,5,0.1123,0.3024,0.0614,0.3409,-2.3146,0.2023,0.2585,1.0,0.0
53353.45,1,1.0,203,2562,5,0.0979,0.258,0.0381,0.0407,-1.9584,0.5297,0.3081,1.0,1.0
55387.1,1,1.0,203,2562,5,0.0979,0.258,0.0381,0.0407,-1.9584,0.5297,0.3081,1.0,0.0
57371.15,1,1.0,203,2562,5,0.0979,0.258,0.0381,0.0407,-1.9584,0.5297,0.3081,1.0,0.0
63742.6,1,1.0,203,2562,5,0.0979,0.258,0.0381,0.0407,-1.9584,0.5297,0.3081,1.0,0.0
67117.65,1,1.0,203,2562,5,0.0979,0.258,0.0381,0.0407,-1.9584,0.5297,0.3081,1.0,0.0
458070.8,1,1.0,205,2928,6,0.1785,0.6115,0.1117,4.2531,2.2147,1.4684,0.4474,1.0,1.0
509236.45,1,1.0,205,2928,6,0.1785,0.6115,0.1117,4.2531,2.2147,1.4684,0.4474,1.0,0.0
519356.05,1,1.0,205,2928,6,0.1785,0.6115,0.1117,4.2531,2.2147,1.4684,0.4474,1.0,0.0
519492.4,1,1.0,205,2928,6,0.1785,0.6115,0.1117,4.2531,2.2147,1.4684,0.4474,0.0,0.0
598580.3,1,1.0,205,2928,6,0.1785,0.6115,0.1117,4.2531,2.2147,1.4684,0.4474,1.0,0.0
738202.3,1,1.0,205,2928,6,0.1785,0.6115,0.1117,4.2531,2.2147,1.4684,0.4474,1.0,0.0
797987.8,1,1.0,208,3294,8,0.0838,0.3016,0.0325,0.5951,3.0153,1.5148,0.3959,1.0,1.0
823906.2,1,1.0,208,3294,8,0.0838,0.3016,0.0325,0.5951,3.0153,1.5148,0.3959,1.0,0.0
843456.3,1,1.0,208,3294,8,0.0838,0.3016,0.0325,0.5951,3.0153,1.5148,0.3959,1.0,0.0
863326.85,1,1.0,208,3294,8,0.0838,0.3016,0.0325,0.5951,3.0153,1.5148,0.3959,0.0,0.0
876433.0,1,1.0,208,3294,8,0.0838,0.3016,0.0325,0.5951,3.0153,1.5148,0.3959,1.0,0.0
918000.0,1,1.0,208,3294,8,0.0838,0.3016,0.0325,0.5951,3.0153,1.5148,0.3959,1.0,0.0
