Bid_value,Collusive_competitor,Contract_type,Tender,Date,Number_bids,CV,SPD,DIFFP,RD,KURT,SKEW,KSTEST,Collusive_competitor_original,Winner
293651.8,1,3.0,113,2562,3,0.0581,0.1081,0.1075,21.5768,0.0,-1.7319,0.6615,1.0,0.0
293801.05,1,3.0,113,2562,3,0.0581,0.1081,0.1075,21.5768,0.0,-1.7319,0.6615,0.0,0.0
372458.4,1,2.0,124,2928,5,0.0463,0.118,0.0263,0.324,-1.9852,-0.0254,0.2397,1.0,0.0
361303.65,1,2.0,124,2928,5,0.0463,0.118,0.0263,0.324,-1.9852,-0.0254,0.2397,0.0,0.0
393585.5,1,2.0,124,2928,5,0.0463,0.118,0.0263,0.324,-1.9852,-0.0254,0.2397,0.0,0.0
386929.55,1,2.0,124,2928,5,0.0463,0.118,0.0263,0.324,-1.9852,-0.0254,0.2397,0.0,0.0
352058.9,1,2.0,124,2928,5,0.0463,0.118,0.0263,0.324,-1.9852,-0.0254,0.2397,1.0,1.0
1822297.0,1,3.0,125,3294,8,0.157,0.6165,0.1276,25.5156,-0.9911,-0.4062,0.2879,0.0,0.0
1809029.95,1,3.0,125,3294,8,0.157,0.6165,0.1276,25.5156,-0.9911,-0.4062,0.2879,0.0,0.0
1846051.0,1,3.0,125,3294,8,0.157,0.6165,0.1276,25.5156,-0.9911,-0.4062,0.2879,0.0,0.0
1448024.05,1,3.0,125,3294,8,0.157,0.6165,0.1276,25.5156,-0.9911,-0.4062,0.2879,0.0,0.0
1284207.15,1,3.0,125,3294,8,0.157,0.6165,0.1276,25.5156,-0.9911,-0.4062,0.2879,0.0,1.0
1867990.5,1,3.0,125,3294,8,0.157,0.6165,0.1276,25.5156,-0.9911,-0.4062,0.2879,1.0,0.0
2075968.75,1,3.0,125,3294,8,0.157,0.6165,0.1276,25.5156,-0.9911,-0.4062,0.2879,1.0,0.0
1482908.85,1,3.0,125,3294,8,0.157,0.6165,0.1276,25.5156,-0.9911,-0.4062,0.2879,1.0,0.0
3748360.05,1,3.0,126,3660,9,0.1117,0.3734,0.0395,31.2254,-0.6323,-0.8463,0.3175,0.0,0.0
3551778.35,1,3.0,126,3660,9,0.1117,0.3734,0.0395,31.2254,-0.6323,-0.8463,0.3175,0.0,0.0
2885639.9,1,3.0,126,3660,9,0.1117,0.3734,0.0395,31.2254,-0.6323,-0.8463,0.3175,0.0,1.0
3382226.8,1,3.0,126,3660,9,0.1117,0.3734,0.0395,31.2254,-0.6323,-0.8463,0.3175,0.0,0.0
2999726.9,1,3.0,126,3660,9,0.1117,0.3734,0.0395,31.2254,-0.6323,-0.8463,0.3175,0.0,0.0
3963196.15,1,3.0,126,3660,9,0.1117,0.3734,0.0395,31.2254,-0.6323,-0.8463,0.3175,0.0,0.0
3945348.15,1,3.0,126,3660,9,0.1117,0.3734,0.0395,31.2254,-0.6323,-0.8463,0.3175,1.0,0.0
3872946.0,1,3.0,126,3660,9,0.1117,0.3734,0.0395,31.2254,-0.6323,-0.8463,0.3175,1.0,0.0
3706649.95,1,3.0,126,3660,9,0.1117,0.3734,0.0395,31.2254,-0.6323,-0.8463,0.3175,1.0,0.0
43661.4,1,1.0,141,2562,6,0.0295,0.0778,0.0371,0.0711,1.3078,-1.4531,0.5154,1.0,1.0
45280.9,1,1.0,141,2562,6,0.0295,0.0778,0.0371,0.0711,1.3078,-1.4531,0.5154,1.0,0.0
46546.25,1,1.0,141,2562,6,0.0295,0.0778,0.0371,0.0711,1.3078,-1.4531,0.5154,0.0,0.0
46851.2,1,1.0,141,2562,6,0.0295,0.0778,0.0371,0.0711,1.3078,-1.4531,0.5154,0.0,0.0
47055.95,1,1.0,141,2562,6,0.0295,0.0778,0.0371,0.0711,1.3078,-1.4531,0.5154,1.0,0.0
47060.3,1,1.0,141,2562,6,0.0295,0.0778,0.0371,0.0711,1.3078,-1.4531,0.5154,1.0,0.0
29000.0,1,3.0,142,2562,2,0.0363,0.0526,0.0526,0.9897,0.0,0.0,0.5,0.0,0.0
27550.0,1,3.0,142,2562,2,0.0363,0.0526,0.0526,0.9897,0.0,0.0,0.5,1.0,1.0
48992.6,1,2.0,143,2562,3,0.1835,0.4273,0.1382,5.2877,0.0,0.983,0.3433,0.0,1.0
55763.25,1,2.0,143,2562,3,0.1835,0.4273,0.1382,5.2877,0.0,0.983,0.3433,1.0,0.0
69928.9,1,2.0,143,2562,3,0.1835,0.4273,0.1382,5.2877,0.0,0.983,0.3433,1.0,0.0
20500.0,1,1.0,144,2562,2,0.011,0.0156,0.0156,0.061,0.0,0.0,0.5,1.0,1.0
20820.7,1,1.0,144,2562,2,0.011,0.0156,0.0156,0.061,0.0,0.0,0.5,1.0,0.0
374601.55,1,1.0,147,2562,7,0.0615,0.1837,0.0596,4.407,-1.4643,0.0279,0.2275,1.0,1.0
396919.45,1,1.0,147,2562,7,0.0615,0.1837,0.0596,4.407,-1.4643,0.0279,0.2275,1.0,0.0
398111.55,1,1.0,147,2562,7,0.0615,0.1837,0.0596,4.407,-1.4643,0.0279,0.2275,0.0,0.0
398261.3,1,1.0,147,2562,7,0.0615,0.1837,0.0596,4.407,-1.4643,0.0279,0.2275,1.0,0.0
428305.3,1,1.0,147,2562,7,0.0615,0.1837,0.0596,4.407,-1.4643,0.0279,0.2275,1.0,0.0
436112.75,1,1.0,147,2562,7,0.0615,0.1837,0.0596,4.407,-1.4643,0.0279,0.2275,1.0,0.0
443401.25,1,1.0,147,2562,7,0.0615,0.1837,0.0596,4.407,-1.4643,0.0279,0.2275,0.0,0.0
18477.5,1,3.0,148,2928,4,0.1022,0.2619,0.0619,0.5406,-1.365,0.4228,0.2637,1.0,1.0
19621.0,1,3.0,148,2928,4,0.1022,0.2619,0.0619,0.5406,-1.365,0.4228,0.2637,1.0,0.0
21385.55,1,3.0,148,2928,4,0.1022,0.2619,0.0619,0.5406,-1.365,0.4228,0.2637,0.0,0.0
23317.2,1,3.0,148,2928,4,0.1022,0.2619,0.0619,0.5406,-1.365,0.4228,0.2637,0.0,0.0
44432.95,1,3.0,151,2928,6,0.123,0.3862,0.0911,0.4955,-1.2036,0.3437,0.2159,1.0,1.0
48479.2,1,3.0,151,2928,6,0.123,0.3862,0.0911,0.4955,-1.2036,0.3437,0.2159,0.0,0.0
49307.2,1,3.0,151,2928,6,0.123,0.3862,0.0911,0.4955,-1.2036,0.3437,0.2159,0.0,0.0
53031.0,1,3.0,151,2928,6,0.123,0.3862,0.0911,0.4955,-1.2036,0.3437,0.2159,0.0,0.0
58368.7,1,3.0,151,2928,6,0.123,0.3862,0.0911,0.4955,-1.2036,0.3437,0.2159,1.0,0.0
61590.8,1,3.0,151,2928,6,0.123,0.3862,0.0911,0.4955,-1.2036,0.3437,0.2159,0.0,0.0
29159.2,1,1.0,153,3294,3,0.0844,0.1586,0.009,0.1398,0.0,1.7123,0.61,1.0,1.0
29421.1,1,1.0,153,3294,3,0.0844,0.1586,0.009,0.1398,0.0,1.7123,0.61,1.0,0.0
33784.25,1,1.0,153,3294,3,0.0844,0.1586,0.009,0.1398,0.0,1.7123,0.61,1.0,0.0
96046.1,1,2.0,155,3294,2,0.0434,0.0633,0.0633,9.6102,0.0,0.0,0.5,1.0,1.0
102127.7,1,2.0,155,3294,2,0.0434,0.0633,0.0633,9.6102,0.0,0.0,0.5,0.0,0.0
141881.9,1,3.0,180,2562,7,0.1791,0.7518,0.1947,0.1754,0.0116,-0.8538,0.2977,1.0,1.0
